County,state,value,range,year
Montezuma,CO,18.7,12.5 - 34.0 (634),2011-2013
Lincoln,MN,18.7,12.5 - 34.0 (634),2011-2013
Adams,ND,18.7,12.5 - 34.0 (634),2011-2013
Ferry,WA,18.7,12.5 - 34.0 (634),2011-2013
Garfield,WA,18.7,12.5 - 34.0 (634),2011-2013
Grand,UT,18.7,12.5 - 34.0 (634),2011-2013
Fergus,MT,18.9,12.5 - 34.0 (634),2011-2013
Cherokee,IA,18.9,12.5 - 34.0 (634),2011-2013
Wichita,KS,18.9,12.5 - 34.0 (634),2011-2013
Cheyenne,NE,19.0,12.5 - 34.0 (634),2011-2013
Pitkin,CO,19.1,12.5 - 34.0 (634),2011-2013
Lake,CO,19.3,12.5 - 34.0 (634),2011-2013
Foster,ND,19.3,12.5 - 34.0 (634),2011-2013
Allamakee,IA,19.5,12.5 - 34.0 (634),2011-2013
Winneshiek,IA,19.6,12.5 - 34.0 (634),2011-2013
Caribou,ID,19.6,12.5 - 34.0 (634),2011-2013
Park,MT,19.7,12.5 - 34.0 (634),2011-2013
Hot Springs,WY,19.7,12.5 - 34.0 (634),2011-2013
Lincoln,WY,19.7,12.5 - 34.0 (634),2011-2013
Lac qui Parle,MN,19.8,12.5 - 34.0 (634),2011-2013
Baker,OR,19.8,12.5 - 34.0 (634),2011-2013
Crook,OR,19.8,12.5 - 34.0 (634),2011-2013
Cook,MN,19.9,12.5 - 34.0 (634),2011-2013
Fallon,MT,19.9,12.5 - 34.0 (634),2011-2013
Ottawa,KS,19.9,12.5 - 34.0 (634),2011-2013
Door,WI,19.9,12.5 - 34.0 (634),2011-2013
Trujillo Alto,PR,20.0,12.5 - 34.0 (634),2011-2013
Thomas,KS,20.0,12.5 - 34.0 (634),2011-2013
Sierra,CA,20.0,12.5 - 34.0 (634),2011-2013
Jewell,KS,20.1,12.5 - 34.0 (634),2011-2013
Siskiyou,CA,20.2,12.5 - 34.0 (634),2011-2013
Sheridan,MT,20.2,12.5 - 34.0 (634),2011-2013
Fajardo,PR,20.2,12.5 - 34.0 (634),2011-2013
Douglas,SD,20.3,12.5 - 34.0 (634),2011-2013
North Slope,AK,20.3,12.5 - 34.0 (634),2011-2013
Burke,ND,20.4,12.5 - 34.0 (634),2011-2013
Hand,SD,20.4,12.5 - 34.0 (634),2011-2013
Hutchinson,SD,20.6,12.5 - 34.0 (634),2011-2013
Dawson,MT,20.6,12.5 - 34.0 (634),2011-2013
Franklin,ID,20.6,12.5 - 34.0 (634),2011-2013
Boundary,ID,20.7,12.5 - 34.0 (634),2011-2013
Wayne,NE,20.7,12.5 - 34.0 (634),2011-2013
Humboldt,NV,20.8,12.5 - 34.0 (634),2011-2013
Pennington,MN,20.8,12.5 - 34.0 (634),2011-2013
Sanders,MT,20.9,12.5 - 34.0 (634),2011-2013
Wallowa,OR,20.9,12.5 - 34.0 (634),2011-2013
Big Horn,WY,20.9,12.5 - 34.0 (634),2011-2013
Green Lake,WI,21.0,12.5 - 34.0 (634),2011-2013
Williams,ND,21.0,12.5 - 34.0 (634),2011-2013
Todd,MN,21.0,12.5 - 34.0 (634),2011-2013
Cuming,NE,21.1,12.5 - 34.0 (634),2011-2013
Jefferson,WA,21.1,12.5 - 34.0 (634),2011-2013
Beadle,SD,21.1,12.5 - 34.0 (634),2011-2013
Garden,NE,21.2,12.5 - 34.0 (634),2011-2013
Latah,ID,21.2,12.5 - 34.0 (634),2011-2013
Osceola,IA,21.3,12.5 - 34.0 (634),2011-2013
Sheridan,NE,21.3,12.5 - 34.0 (634),2011-2013
Coos,NH,21.5,12.5 - 34.0 (634),2011-2013
Las Animas,CO,21.5,12.5 - 34.0 (634),2011-2013
Mitchell,KS,21.6,12.5 - 34.0 (634),2011-2013
McIntosh,ND,21.6,12.5 - 34.0 (634),2011-2013
Whitman,WA,21.6,12.5 - 34.0 (634),2011-2013
Adams,ID,21.7,12.5 - 34.0 (634),2011-2013
Sioux,IA,21.8,12.5 - 34.0 (634),2011-2013
Buena Vista,IA,21.8,12.5 - 34.0 (634),2011-2013
Clayton,IA,21.8,12.5 - 34.0 (634),2011-2013
Dukes,MA,21.8,12.5 - 34.0 (634),2011-2013
Ceiba,PR,21.8,12.5 - 34.0 (634),2011-2013
Gregory,SD,21.8,12.5 - 34.0 (634),2011-2013
Brewster,TX,21.9,12.5 - 34.0 (634),2011-2013
Sedgwick,CO,21.9,12.5 - 34.0 (634),2011-2013
Griggs,ND,22.0,12.5 - 34.0 (634),2011-2013
Yates,NY,22.0,12.5 - 34.0 (634),2011-2013
Wheatland,MT,22.1,12.5 - 34.0 (634),2011-2013
Custer,ID,22.1,12.5 - 34.0 (634),2011-2013
Ellsworth,KS,22.2,12.5 - 34.0 (634),2011-2013
Greeley,NE,22.2,12.5 - 34.0 (634),2011-2013
Decatur,KS,22.3,12.5 - 34.0 (634),2011-2013
Archuleta,CO,22.3,12.5 - 34.0 (634),2011-2013
Nome,AK,22.5,12.5 - 34.0 (634),2011-2013
Macon,NC,22.5,12.5 - 34.0 (634),2011-2013
Lander,NV,22.5,12.5 - 34.0 (634),2011-2013
Lincoln,OR,22.5,12.5 - 34.0 (634),2011-2013
Caledonia,VT,22.6,12.5 - 34.0 (634),2011-2013
Wasatch,UT,22.6,12.5 - 34.0 (634),2011-2013
Loiza,PR,22.7,12.5 - 34.0 (634),2011-2013
Clatsop,OR,22.8,12.5 - 34.0 (634),2011-2013
Santa Fe,NM,22.8,12.5 - 34.0 (634),2011-2013
Nuckolls,NE,22.8,12.5 - 34.0 (634),2011-2013
Saguache,CO,22.8,12.5 - 34.0 (634),2011-2013
Union,IA,22.8,12.5 - 34.0 (634),2011-2013
Isabela,PR,22.9,12.5 - 34.0 (634),2011-2013
Tripp,SD,22.9,12.5 - 34.0 (634),2011-2013
Gove,KS,23.0,12.5 - 34.0 (634),2011-2013
Dixon,NE,23.0,12.5 - 34.0 (634),2011-2013
Liberty,MT,23.0,12.5 - 34.0 (634),2011-2013
Logan,ND,23.1,12.5 - 34.0 (634),2011-2013
Adams,IA,23.1,12.5 - 34.0 (634),2011-2013
Conejos,CO,23.1,12.5 - 34.0 (634),2011-2013
Gurabo,PR,23.1,12.5 - 34.0 (634),2011-2013
Yoakum,TX,23.2,12.5 - 34.0 (634),2011-2013
Dolores,CO,23.2,12.5 - 34.0 (634),2011-2013
Elmore,ID,23.2,12.5 - 34.0 (634),2011-2013
Lincoln,NM,23.2,12.5 - 34.0 (634),2011-2013
Lake,MT,23.3,12.5 - 34.0 (634),2011-2013
Valley,MT,23.3,12.5 - 34.0 (634),2011-2013
Carolina,PR,23.3,12.5 - 34.0 (634),2011-2013
Bowman,ND,23.4,12.5 - 34.0 (634),2011-2013
Traill,ND,23.4,12.5 - 34.0 (634),2011-2013
Randolph,GA,23.4,12.5 - 34.0 (634),2011-2013
Lincoln,CO,23.4,12.5 - 34.0 (634),2011-2013
Oneida,ID,23.4,12.5 - 34.0 (634),2011-2013
Bonner,ID,23.5,12.5 - 34.0 (634),2011-2013
Dorado,PR,23.5,12.5 - 34.0 (634),2011-2013
Dorado,PR,23.5,12.5 - 34.0 (634),2011-2013
Addison,VT,23.5,12.5 - 34.0 (634),2011-2013
Pope,MN,23.6,12.5 - 34.0 (634),2011-2013
Pipestone,MN,23.7,12.5 - 34.0 (634),2011-2013
Wilkin,MN,23.8,12.5 - 34.0 (634),2011-2013
Grant,MN,23.8,12.5 - 34.0 (634),2011-2013
Ravalli,MT,23.8,12.5 - 34.0 (634),2011-2013
Ravalli,MT,23.8,12.5 - 34.0 (634),2011-2013
San Juan,PR,23.8,12.5 - 34.0 (634),2011-2013
Prowers,CO,23.9,12.5 - 34.0 (634),2011-2013
Polk,NE,23.9,12.5 - 34.0 (634),2011-2013
Graham,KS,24.0,12.5 - 34.0 (634),2011-2013
Taylor,IA,24.0,12.5 - 34.0 (634),2011-2013
Platte,WY,24.0,12.5 - 34.0 (634),2011-2013
Stevens,WA,24.0,12.5 - 34.0 (634),2011-2013
Skamania,WA,24.0,12.5 - 34.0 (634),2011-2013
Stark,ND,24.1,12.5 - 34.0 (634),2011-2013
Scott,KS,24.2,12.5 - 34.0 (634),2011-2013
Carbon,WY,24.2,12.5 - 34.0 (634),2011-2013
Polk,WI,24.2,12.5 - 34.0 (634),2011-2013
Okanogan,WA,24.3,12.5 - 34.0 (634),2011-2013
Rio Blanco,CO,24.3,12.5 - 34.0 (634),2011-2013
Bear Lake,ID,24.3,12.5 - 34.0 (634),2011-2013
Wadena,MN,24.3,12.5 - 34.0 (634),2011-2013
Transylvania,NC,24.4,12.5 - 34.0 (634),2011-2013
Jackson,WI,24.4,12.5 - 34.0 (634),2011-2013
Presidio,TX,24.5,12.5 - 34.0 (634),2011-2013
Aitkin,MN,24.5,12.5 - 34.0 (634),2011-2013
Mono,CA,24.6,12.5 - 34.0 (634),2011-2013
Iowa,WI,24.6,12.5 - 34.0 (634),2011-2013
Kauai,HI,24.7,12.5 - 34.0 (634),2011-2013
Nemaha,KS,24.7,12.5 - 34.0 (634),2011-2013
Shelby,IA,24.7,12.5 - 34.0 (634),2011-2013
Montgomery,IA,24.8,12.5 - 34.0 (634),2011-2013
Lawrence,IN,24.8,12.5 - 34.0 (634),2011-2013
Power,ID,24.8,12.5 - 34.0 (634),2011-2013
Kiowa,CO,24.8,12.5 - 34.0 (634),2011-2013
Los Alamos,NM,24.8,12.5 - 34.0 (634),2011-2013
Union,NM,24.8,12.5 - 34.0 (634),2011-2013
Socorro,NM,24.9,12.5 - 34.0 (634),2011-2013
Sargent,ND,24.9,12.5 - 34.0 (634),2011-2013
Ouray,CO,24.9,12.5 - 34.0 (634),2011-2013
Cass,IA,25.0,12.5 - 34.0 (634),2011-2013
Sullivan,NH,25.0,12.5 - 34.0 (634),2011-2013
Richland,WI,25.0,12.5 - 34.0 (634),2011-2013
Sawyer,WI,25.0,12.5 - 34.0 (634),2011-2013
Catano,PR,25.1,12.5 - 34.0 (634),2011-2013
Perkins,SD,25.1,12.5 - 34.0 (634),2011-2013
Wells,ND,25.1,12.5 - 34.0 (634),2011-2013
Chase,NE,25.1,12.5 - 34.0 (634),2011-2013
Oxford,ME,25.2,12.5 - 34.0 (634),2011-2013
Teller,CO,25.2,12.5 - 34.0 (634),2011-2013
Cheyenne,CO,25.2,12.5 - 34.0 (634),2011-2013
Camuy,PR,25.2,12.5 - 34.0 (634),2011-2013
Hyde,SD,25.3,12.5 - 34.0 (634),2011-2013
Logan,KS,25.3,12.5 - 34.0 (634),2011-2013
Cherry,NE,25.3,12.5 - 34.0 (634),2011-2013
Miner,SD,25.4,12.5 - 34.0 (634),2011-2013
Waupaca,WI,25.4,12.5 - 34.0 (634),2011-2013
San Lorenzo,PR,25.5,12.5 - 34.0 (634),2011-2013
Wilson,KS,25.5,12.5 - 34.0 (634),2011-2013
Huerfano,CO,25.5,12.5 - 34.0 (634),2011-2013
Clearwater,ID,25.5,12.5 - 34.0 (634),2011-2013
Red Willow,NE,25.6,12.5 - 34.0 (634),2011-2013
Tillamook,OR,25.6,12.5 - 34.0 (634),2011-2013
Cibola,NM,25.6,12.5 - 34.0 (634),2011-2013
Gosper,NE,25.7,12.5 - 34.0 (634),2011-2013
Stanton,KS,25.7,12.5 - 34.0 (634),2011-2013
Lincoln,KS,25.7,12.5 - 34.0 (634),2011-2013
Monroe,IA,25.7,12.5 - 34.0 (634),2011-2013
Lewis,ID,25.7,12.5 - 34.0 (634),2011-2013
Campbell,SD,25.7,12.5 - 34.0 (634),2011-2013
Vernon,WI,25.8,12.5 - 34.0 (634),2011-2013
Osborne,KS,25.8,12.5 - 34.0 (634),2011-2013
Swift,MN,25.8,12.5 - 34.0 (634),2011-2013
Jefferson,OR,25.8,12.5 - 34.0 (634),2011-2013
Sanpete,UT,25.9,12.5 - 34.0 (634),2011-2013
Arlington,VA,25.9,12.5 - 34.0 (634),2011-2013
Caguas,PR,26.0,12.5 - 34.0 (634),2011-2013
Lexington,VA,26.0,12.5 - 34.0 (634),2011-2013
Carroll,NH,26.0,12.5 - 34.0 (634),2011-2013
Rock,MN,26.0,12.5 - 34.0 (634),2011-2013
Toole,MT,26.0,12.5 - 34.0 (634),2011-2013
Payette,ID,26.0,12.5 - 34.0 (634),2011-2013
Madison,IA,26.0,12.5 - 34.0 (634),2011-2013
Summit,CO,26.0,12.5 - 34.0 (634),2011-2013
Park,CO,26.1,12.5 - 34.0 (634),2011-2013
Saline,KS,26.1,12.5 - 34.0 (634),2011-2013
Marshall,SD,26.1,12.5 - 34.0 (634),2011-2013
Lawrence,SD,26.1,12.5 - 34.0 (634),2011-2013
Fall River,SD,26.2,12.5 - 34.0 (634),2011-2013
Bayfield,WI,26.2,12.5 - 34.0 (634),2011-2013
Baraga,MI,26.2,12.5 - 34.0 (634),2011-2013
Barnes,ND,26.2,12.5 - 34.0 (634),2011-2013
Deschutes,OR,26.2,12.5 - 34.0 (634),2011-2013
Iron,MI,26.3,12.5 - 34.0 (634),2011-2013
Brown,MN,26.3,12.5 - 34.0 (634),2011-2013
Mahaska,IA,26.3,12.5 - 34.0 (634),2011-2013
Crawford,WI,26.3,12.5 - 34.0 (634),2011-2013
Grant,SD,26.3,12.5 - 34.0 (634),2011-2013
Custer,SD,26.4,12.5 - 34.0 (634),2011-2013
Moca,PR,26.4,12.5 - 34.0 (634),2011-2013
Benewah,ID,26.4,12.5 - 34.0 (634),2011-2013
Mesa,CO,26.4,12.5 - 34.0 (634),2011-2013
Koochiching,MN,26.4,12.5 - 34.0 (634),2011-2013
Brown,NE,26.4,12.5 - 34.0 (634),2011-2013
Grafton,NH,26.4,12.5 - 34.0 (634),2011-2013
Lincoln,MT,26.5,12.5 - 34.0 (634),2011-2013
Carbon,MT,26.5,12.5 - 34.0 (634),2011-2013
Clay,GA,26.5,12.5 - 34.0 (634),2011-2013
Sac,IA,26.5,12.5 - 34.0 (634),2011-2013
Ashland,WI,26.5,12.5 - 34.0 (634),2011-2013
Island,WA,26.5,12.5 - 34.0 (634),2011-2013
Columbia,WA,26.5,12.5 - 34.0 (634),2011-2013
San Juan,UT,26.5,12.5 - 34.0 (634),2011-2013
Millard,UT,26.6,12.5 - 34.0 (634),2011-2013
Potter,SD,26.6,12.5 - 34.0 (634),2011-2013
Roberts,SD,26.6,12.5 - 34.0 (634),2011-2013
Bingham,ID,26.6,12.5 - 34.0 (634),2011-2013
Nance,NE,26.6,12.5 - 34.0 (634),2011-2013
Towner,ND,26.6,12.5 - 34.0 (634),2011-2013
Wheeler,OR,26.7,12.5 - 34.0 (634),2011-2013
Ramsey,ND,26.7,12.5 - 34.0 (634),2011-2013
Morrill,NE,26.7,12.5 - 34.0 (634),2011-2013
Jefferson,NE,26.7,12.5 - 34.0 (634),2011-2013
McCone,MT,26.7,12.5 - 34.0 (634),2011-2013
Norman,MN,26.7,12.5 - 34.0 (634),2011-2013
Appanoose,IA,26.7,12.5 - 34.0 (634),2011-2013
Walworth,SD,26.7,12.5 - 34.0 (634),2011-2013
Weston,WY,26.7,12.5 - 34.0 (634),2011-2013
Monroe,WI,26.8,12.5 - 34.0 (634),2011-2013
Lyon,IA,26.8,12.5 - 34.0 (634),2011-2013
Dickinson,KS,26.8,12.5 - 34.0 (634),2011-2013
Butte,ID,26.8,12.5 - 34.0 (634),2011-2013
Kimball,NE,26.8,12.5 - 34.0 (634),2011-2013
Noxubee,MS,26.8,12.5 - 34.0 (634),2011-2013
Fillmore,NE,26.9,12.5 - 34.0 (634),2011-2013
Thayer,NE,26.9,12.5 - 34.0 (634),2011-2013
Plumas,CA,26.9,12.5 - 34.0 (634),2011-2013
Ness,KS,26.9,12.5 - 34.0 (634),2011-2013
Toa Baja,PR,26.9,12.5 - 34.0 (634),2011-2013
Stutsman,ND,27.0,12.5 - 34.0 (634),2011-2013
Burt,NE,27.0,12.5 - 34.0 (634),2011-2013
Boone,NE,27.0,12.5 - 34.0 (634),2011-2013
Rawlins,KS,27.1,12.5 - 34.0 (634),2011-2013
Monona,IA,27.1,12.5 - 34.0 (634),2011-2013
La Plata,CO,27.1,12.5 - 34.0 (634),2011-2013
Kittitas,WA,27.1,12.5 - 34.0 (634),2011-2013
Rio Grande,CO,27.2,12.5 - 34.0 (634),2011-2013
Marion,IA,27.2,12.5 - 34.0 (634),2011-2013
Lincoln,ID,27.3,12.5 - 34.0 (634),2011-2013
Smith,KS,27.3,12.5 - 34.0 (634),2011-2013
Roosevelt,MT,27.3,12.5 - 34.0 (634),2011-2013
Musselshell,MT,27.3,12.5 - 34.0 (634),2011-2013
Howard,NE,27.4,12.5 - 34.0 (634),2011-2013
Washington,OK,27.4,12.5 - 34.0 (634),2011-2013
Dunn,ND,27.4,12.5 - 34.0 (634),2011-2013
Phillips,CO,27.4,12.5 - 34.0 (634),2011-2013
Marin,CA,27.4,12.5 - 34.0 (634),2011-2013
Juneau,AK,27.4,12.5 - 34.0 (634),2011-2013
Brule,SD,27.4,12.5 - 34.0 (634),2011-2013
Butte,SD,27.4,12.5 - 34.0 (634),2011-2013
Summit,UT,27.5,12.5 - 34.0 (634),2011-2013
Pend Oreille,WA,27.5,12.5 - 34.0 (634),2011-2013
Lassen,CA,27.5,12.5 - 34.0 (634),2011-2013
Fremont,CO,27.5,12.5 - 34.0 (634),2011-2013
Santa Barbara,CA,27.5,12.5 - 34.0 (634),2011-2013
Honolulu,HI,27.5,12.5 - 34.0 (634),2011-2013
Winston,MS,27.5,12.5 - 34.0 (634),2011-2013
Redwood,MN,27.6,12.5 - 34.0 (634),2011-2013
Mercer,ND,27.6,12.5 - 34.0 (634),2011-2013
Comanche,KS,27.6,12.5 - 34.0 (634),2011-2013
Comanche,KS,27.6,12.5 - 34.0 (634),2011-2013
Cabo Rojo,PR,27.7,12.5 - 34.0 (634),2011-2013
Cheyenne,KS,27.7,12.5 - 34.0 (634),2011-2013
Hubbard,MN,27.8,12.5 - 34.0 (634),2011-2013
Stillwater,MT,27.8,12.5 - 34.0 (634),2011-2013
Sheridan,ND,27.9,12.5 - 34.0 (634),2011-2013
Modoc,CA,27.9,12.5 - 34.0 (634),2011-2013
San Mateo,CA,27.9,12.5 - 34.0 (634),2011-2013
Hormigueros,PR,27.9,12.5 - 34.0 (634),2011-2013
Mason,WA,28.0,12.5 - 34.0 (634),2011-2013
Lake,SD,28.0,12.5 - 34.0 (634),2011-2013
Hettinger,ND,28.0,12.5 - 34.0 (634),2011-2013
LaMoure,ND,28.0,12.5 - 34.0 (634),2011-2013
Pierce,ND,28.1,12.5 - 34.0 (634),2011-2013
Curry,OR,28.1,12.5 - 34.0 (634),2011-2013
Custer,NE,28.1,12.5 - 34.0 (634),2011-2013
Lyon,MN,28.1,12.5 - 34.0 (634),2011-2013
Santa Cruz,AZ,28.1,12.5 - 34.0 (634),2011-2013
Kane,UT,28.1,12.5 - 34.0 (634),2011-2013
Box Elder,UT,28.1,12.5 - 34.0 (634),2011-2013
Gillespie,TX,28.1,12.5 - 34.0 (634),2011-2013
Asotin,WA,28.2,12.5 - 34.0 (634),2011-2013
Goshen,WY,28.2,12.5 - 34.0 (634),2011-2013
Las Marias,PR,28.2,12.5 - 34.0 (634),2011-2013
Ketchikan Gateway,AK,28.2,12.5 - 34.0 (634),2011-2013
Gallatin,MT,28.2,12.5 - 34.0 (634),2011-2013
Rio Arriba,NM,28.2,12.5 - 34.0 (634),2011-2013
Davis,IA,28.3,12.5 - 34.0 (634),2011-2013
Lincoln,WA,28.3,12.5 - 34.0 (634),2011-2013
Ward,TX,28.3,12.5 - 34.0 (634),2011-2013
Bonneville,ID,28.4,12.5 - 34.0 (634),2011-2013
Jefferson,MT,28.4,12.5 - 34.0 (634),2011-2013
Broadwater,MT,28.5,12.5 - 34.0 (634),2011-2013
Yabucoa,PR,28.5,12.5 - 34.0 (634),2011-2013
Traverse,MN,28.6,12.5 - 34.0 (634),2011-2013
Yellow Medicine,MN,28.6,12.5 - 34.0 (634),2011-2013
Polk,NC,28.6,12.5 - 34.0 (634),2011-2013
Maui,HI,28.6,12.5 - 34.0 (634),2011-2013
Ada,ID,28.7,12.5 - 34.0 (634),2011-2013
Grand,CO,28.7,12.5 - 34.0 (634),2011-2013
Clarke,IA,28.7,12.5 - 34.0 (634),2011-2013
Washington,NE,28.7,12.5 - 34.0 (634),2011-2013
San Juan,WA,28.7,12.5 - 34.0 (634),2011-2013
Guaynabo,PR,28.8,12.5 - 34.0 (634),2011-2013
Greene,IA,28.8,12.5 - 34.0 (634),2011-2013
Kossuth,IA,28.8,12.5 - 34.0 (634),2011-2013
Barber,KS,28.8,12.5 - 34.0 (634),2011-2013
Lane,KS,28.8,12.5 - 34.0 (634),2011-2013
Meade,KS,28.8,12.5 - 34.0 (634),2011-2013
Emmet,IA,28.9,12.5 - 34.0 (634),2011-2013
Sonoma,CA,28.9,12.5 - 34.0 (634),2011-2013
Washington,CO,28.9,12.5 - 34.0 (634),2011-2013
Umatilla,OR,28.9,12.5 - 34.0 (634),2011-2013
Chippewa,MN,28.9,12.5 - 34.0 (634),2011-2013
Grant,WI,28.9,12.5 - 34.0 (634),2011-2013
Niobrara,WY,29.0,12.5 - 34.0 (634),2011-2013
Delaware,IA,29.0,12.5 - 34.0 (634),2011-2013
Santa Clara,CA,29.1,12.5 - 34.0 (634),2011-2013
Mineral,MT,29.1,12.5 - 34.0 (634),2011-2013
Chelan,WA,29.1,12.5 - 34.0 (634),2011-2013
San Sebastian,PR,29.1,12.5 - 34.0 (634),2011-2013
Lamoille,VT,29.1,12.5 - 34.0 (634),2011-2013
Moody,SD,29.1,12.5 - 34.0 (634),2011-2013
Meade,SD,29.2,12.5 - 34.0 (634),2011-2013
Richland,ND,29.2,12.5 - 34.0 (634),2011-2013
Taos,NM,29.2,12.5 - 34.0 (634),2011-2013
Jefferson,CO,29.2,12.5 - 34.0 (634),2011-2013
Van Buren,IA,29.2,12.5 - 34.0 (634),2011-2013
Edwards,KS,29.2,12.5 - 34.0 (634),2011-2013
Baca,CO,29.3,12.5 - 34.0 (634),2011-2013
Mendocino,CA,29.3,12.5 - 34.0 (634),2011-2013
Johnson,NE,29.3,12.5 - 34.0 (634),2011-2013
Johnson,NE,29.3,12.5 - 34.0 (634),2011-2013
Franklin,WA,29.4,12.5 - 34.0 (634),2011-2013
Waushara,WI,29.4,12.5 - 34.0 (634),2011-2013
Boyd,NE,29.4,12.5 - 34.0 (634),2011-2013
Rosebud,MT,29.4,12.5 - 34.0 (634),2011-2013
Morrison,MN,29.4,12.5 - 34.0 (634),2011-2013
Montgomery,MD,29.4,12.5 - 34.0 (634),2011-2013
York,NE,29.4,12.5 - 34.0 (634),2011-2013
Pershing,NV,29.4,12.5 - 34.0 (634),2011-2013
Garfield,CO,29.4,12.5 - 34.0 (634),2011-2013
Yolo,CA,29.6,12.5 - 34.0 (634),2011-2013
Plymouth,IA,29.6,12.5 - 34.0 (634),2011-2013
Howard,IA,29.6,12.5 - 34.0 (634),2011-2013
Golden Valley,ND,29.6,12.5 - 34.0 (634),2011-2013
Schoolcraft,MI,29.6,12.5 - 34.0 (634),2011-2013
Box Butte,NE,29.6,12.5 - 34.0 (634),2011-2013
Davis,UT,29.6,12.5 - 34.0 (634),2011-2013
Henry,IA,29.7,12.5 - 34.0 (634),2011-2013
Talbot,GA,29.7,12.5 - 34.0 (634),2011-2013
Alamosa,CO,29.8,12.5 - 34.0 (634),2011-2013
San Francisco,CA,29.8,12.5 - 34.0 (634),2011-2013
Custer,CO,29.8,12.5 - 34.0 (634),2011-2013
Teton,ID,29.8,12.5 - 34.0 (634),2011-2013
Renville,MN,29.8,12.5 - 34.0 (634),2011-2013
Mason,TX,29.8,12.5 - 34.0 (634),2011-2013
Dunn,WI,29.8,12.5 - 34.0 (634),2011-2013
Vega Alta,PR,29.8,12.5 - 34.0 (634),2011-2013
Fairfax,VA,29.9,12.5 - 34.0 (634),2011-2013
Ashe,NC,29.9,12.5 - 34.0 (634),2011-2013
Shoshone,ID,29.9,12.5 - 34.0 (634),2011-2013
Audubon,IA,29.9,12.5 - 34.0 (634),2011-2013
Ringgold,IA,29.9,12.5 - 34.0 (634),2011-2013
San Luis Obispo,CA,30.0,12.5 - 34.0 (634),2011-2013
Bernalillo,NM,30.0,12.5 - 34.0 (634),2011-2013
Valencia,NM,30.0,12.5 - 34.0 (634),2011-2013
Meeker,MN,30.1,12.5 - 34.0 (634),2011-2013
Dawson,NE,30.1,12.5 - 34.0 (634),2011-2013
Seward,NE,30.1,12.5 - 34.0 (634),2011-2013
Jefferson,ID,30.1,12.5 - 34.0 (634),2011-2013
Washington,IA,30.1,12.5 - 34.0 (634),2011-2013
Sheridan,KS,30.1,12.5 - 34.0 (634),2011-2013
Monroe,IN,30.1,12.5 - 34.0 (634),2011-2013
Rich,UT,30.1,12.5 - 34.0 (634),2011-2013
