,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"Maryland: Summary level: 040, state:24",3296909,1830059,19164,386194,2453,305343,205558,6045680,171933,84360,30168,191430,108499,53723,61572.0,25360.0,6672.0,87172.0,41293.0,15790.0,659.0,681.0,52.0,1507.0,666.0,194.0,14231.0,7372.0,1727.0,18315.0,8478.0,3394.0,,,,,,,3963.0,885.0,403.0,6459.0,2027.0,670.0,3375,858,508,3849,1328,246,9816,3549,1255,13264,5380,1378
"Massachusetts: Summary level: 040, state:25",5305385,543629,17875,472895,2998,299262,250459,6892503,276128,126566,49108,317849,171630,95408,15279.0,7356.0,2655.0,18911.0,9716.0,4219.0,569.0,995.0,0.0,899.0,651.0,340.0,12696.0,5655.0,1755.0,14585.0,7471.0,3263.0,,,,,,,4470.0,1575.0,415.0,6735.0,2176.0,1211.0,3079,630,561,4535,1769,949,16364,4861,1965,20744,7998,4290
"Michigan: Summary level: 040, state:26",7812165,1371069,57785,327230,2078,114190,302340,9986857,426402,199504,66434,462871,247690,120416,48979.0,19273.0,5646.0,65311.0,29504.0,14101.0,1744.0,631.0,224.0,2532.0,950.0,580.0,8392.0,4005.0,1408.0,11376.0,4199.0,2079.0,,,,,,,2415.0,717.0,196.0,1770.0,871.0,611.0,4418,1363,556,5574,2188,1423,10815,3083,1508,10705,4006,1921
"Minnesota: Summary level: 040, state:27",4627588,370291,57414,285630,2753,109373,186583,5639632,239332,116671,38868,256369,145080,69360,6268.0,2791.0,549.0,7664.0,3918.0,408.0,1844.0,307.0,9.0,2365.0,677.0,161.0,6129.0,2244.0,287.0,7068.0,2732.0,1381.0,,,,,,,916.0,290.0,28.0,1015.0,431.0,0.0,2516,601,29,1880,792,428,3340,1063,363,3911,1383,472
"Connecticut: Summary level: 040, state:09",2660228,396745,9052,166393,1155,200646,131068,3565287,143629,71738,27733,162098,93718,53465,10897.0,4741.0,1447.0,14919.0,8432.0,2567.0,630.0,0.0,0.0,335.0,177.0,0.0,4959.0,1937.0,445.0,5478.0,2654.0,646.0,,,,,,,2696.0,1377.0,693.0,3260.0,1510.0,667.0,1742,602,361,1905,1064,499,11078,4179,1538,14047,6839,2402
"Florida: Summary level: 040, state:12",16010079,3441062,59558,599799,16162,719525,631552,21477737,970970,599476,195773,1110347,693606,304917,111565.0,48239.0,13570.0,141253.0,71510.0,27554.0,3258.0,1190.0,387.0,3086.0,860.0,226.0,22603.0,12587.0,2295.0,34543.0,15827.0,4517.0,458.0,82.0,202.0,743.0,269.0,267.0,17475.0,7325.0,2732.0,23335.0,9867.0,4857.0,10219,4985,1984,13228,8227,1784,170089,86894,33878,215506,132208,59679
"Alabama: Summary level: 040, state:01",3326375,1319551,23265,66129,1892,74451,91522,4903185,178794,90478,24340,201876,119647,44352,47703.0,19029.0,3442.0,61682.0,28703.0,10770.0,1007.0,423.0,82.0,1579.0,483.0,0.0,2667.0,796.0,0.0,3744.0,1348.0,311.0,,,,,,,710.0,211.0,77.0,1155.0,201.0,60.0,1581,1338,330,2991,1302,787,3730,585,159,3431,1188,354
"Alaska: Summary level: 040, state:02",469771,22551,115544,43678,9923,12602,57476,731545,25587,8560,2209,22519,8568,3339,902.0,274.0,0.0,888.0,191.0,0.0,2714.0,940.0,193.0,3290.0,1958.0,393.0,1607.0,355.0,172.0,2111.0,939.0,239.0,,,,,,,69.0,0.0,0.0,122.0,16.0,0.0,744,150,25,539,314,95,1151,50,0,1231,164,0
"Arizona: Summary level: 040, state:04",5701810,343729,332273,241721,14168,364442,280574,7278717,312757,182249,49894,353128,202959,70988,9567.0,4387.0,462.0,11401.0,4776.0,1180.0,8467.0,3437.0,877.0,11380.0,6167.0,1523.0,6977.0,3556.0,1043.0,11019.0,5461.0,1721.0,260.0,0.0,98.0,450.0,272.0,97.0,7136.0,2896.0,394.0,9685.0,4099.0,1358.0,5052,1578,400,4552,2768,770,50260,21690,4326,58186,27157,8827
"Arkansas: Summary level: 040, state:05",2315020,467468,17216,46078,12829,75590,83603,3017804,120517,65263,17569,136180,79122,34498,15340.0,5162.0,1533.0,21325.0,8271.0,4205.0,519.0,198.0,0.0,791.0,356.0,22.0,1093.0,317.0,60.0,1933.0,567.0,167.0,257.0,228.0,0.0,0.0,77.0,0.0,632.0,533.0,0.0,468.0,61.0,195.0,1825,950,9,2542,1138,314,2881,1691,324,3011,1533,649
"California: Summary level: 040, state:06",23484958,2282144,321112,5865435,155871,5424558,1978145,39512223,1096107,536148,192134,1219226,681965,318554,83284.0,36969.0,11405.0,100598.0,55124.0,20816.0,11544.0,6765.0,721.0,15578.0,7170.0,1642.0,239162.0,118767.0,44531.0,307596.0,152156.0,79433.0,4010.0,2055.0,215.0,5197.0,2673.0,626.0,108758.0,42677.0,14129.0,126894.0,54181.0,22441.0,34769,11591,4102,39133,17601,6551,337994,137976,48235,400750,198299,80278
"Colorado: Summary level: 040, state:08",4822379,240538,57578,188461,7756,209081,232943,5758736,227536,94064,31060,248378,118165,49556,7159.0,2581.0,1105.0,7239.0,3301.0,1890.0,2605.0,1775.0,60.0,1294.0,1269.0,495.0,5357.0,1709.0,969.0,8864.0,2226.0,1517.0,,,,,,,3915.0,2240.0,263.0,4221.0,1852.0,884.0,3271,580,31,4783,2048,744,26282,10867,2881,31074,12965,6901
"Delaware: Summary level: 040, state:10",659719,219418,4353,36592,428,23087,30167,973764,42601,21677,6034,48247,26021,9704,7178.0,3215.0,954.0,10186.0,4778.0,1537.0,,,,,,,1369.0,862.0,0.0,1816.0,607.0,307.0,,,,,,,139.0,84.0,0.0,181.0,58.0,119.0,481,284,0,295,60,0,1649,1012,252,1925,765,300
"District of Columbia: Summary level: 040, state:11",300058,320704,1886,28722,190,30868,23321,705749,8959,5356,1052,10020,5065,2605,11443.0,5063.0,2057.0,16912.0,9393.0,4957.0,,,,,,,761.0,112.0,364.0,1014.0,373.0,51.0,,,,,,,257.0,154.0,0.0,441.0,0.0,79.0,384,0,0,265,123,146,1334,511,53,1826,901,245
"Mississippi: Summary level: 040, state:28",1726970,1130608,14634,31154,175,28944,43664,2976149,93023,47776,12272,103993,59443,28274,36923.0,13023.0,4521.0,49497.0,21160.0,8804.0,507.0,342.0,0.0,566.0,476.0,22.0,643.0,190.0,0.0,1249.0,238.0,178.0,,,,,,,525.0,70.0,55.0,170.0,133.0,66.0,1069,234,172,899,234,57,1169,996,0,657,1401,150
"Missouri: Summary level: 040, state:29",5022939,703058,25516,127154,10214,76294,172253,6137428,254274,127300,41443,285851,168486,69991,21185.0,8623.0,3004.0,29858.0,15842.0,5639.0,1676.0,728.0,10.0,1314.0,227.0,36.0,2686.0,1197.0,573.0,5389.0,1832.0,329.0,,,,,,,1020.0,337.0,33.0,951.0,541.0,0.0,1776,549,26,2963,1185,442,3413,1199,566,5153,2727,521
"Montana: Summary level: 040, state:30",940423,7787,67603,8927,224,7297,36517,1068778,59256,27305,8232,59453,30459,12360,,,,,,,1923.0,364.0,48.0,2275.0,797.0,165.0,54.0,192.0,0.0,681.0,85.0,0.0,,,,,,,,,,,,,830,473,0,1612,358,83,1408,372,31,1360,770,137
"Nebraska: Summary level: 040, state:31",1666763,94659,18964,47740,1850,51049,53383,1934408,80235,39029,14177,87878,48549,26243,1937.0,999.0,159.0,2341.0,1180.0,480.0,393.0,55.0,0.0,595.0,142.0,43.0,1003.0,257.0,112.0,1331.0,527.0,67.0,,,,,,,711.0,478.0,0.0,1099.0,117.0,86.0,684,83,15,762,246,6,3058,1610,178,3641,1104,413
"Nevada: Summary level: 040, state:32",1989116,296184,42426,261159,22587,324476,144208,3080156,114634,57293,14533,117421,60147,20513,9922.0,4304.0,938.0,11952.0,5406.0,1777.0,1239.0,600.0,184.0,2115.0,689.0,97.0,11592.0,5718.0,1203.0,18235.0,8618.0,1528.0,701.0,266.0,146.0,987.0,326.0,41.0,5429.0,1463.0,788.0,5981.0,2542.0,412.0,1688,1420,163,3947,792,469,17880,6409,2302,19724,8629,2764
"New Hampshire: Summary level: 040, state:33",1258576,22000,1727,35807,713,10683,30205,1359711,70947,31459,10189,77182,39286,17689,808.0,62.0,123.0,411.0,131.0,308.0,,,,,,,608.0,0.0,94.0,909.0,790.0,346.0,,,,,,,,,,,,,326,65,0,474,385,0,482,0,296,1554,504,288
"New Jersey: Summary level: 040, state:34",5964295,1203843,18440,856561,3254,571368,264429,8882190,302078,148031,56634,341983,203121,107172,37953.0,16299.0,5112.0,53781.0,29276.0,12259.0,438.0,191.0,75.0,444.0,179.0,177.0,29160.0,14909.0,3541.0,35089.0,17086.0,6019.0,,,,,,,12252.0,4350.0,649.0,13716.0,6504.0,1208.0,3935,1667,100,5906,2174,1064,43768,17694,5345,52302,25979,11362
"New Mexico: Summary level: 040, state:35",1549953,48337,199341,36549,924,189281,72444,2096829,88446,44213,13458,98505,53083,19850,2294.0,567.0,137.0,1196.0,521.0,474.0,6080.0,2632.0,430.0,7763.0,3726.0,1898.0,805.0,558.0,112.0,2064.0,354.0,325.0,,,,,,,6606.0,2505.0,1030.0,7139.0,3447.0,1920.0,1368,829,198,1711,752,496,34041,17655,5000,39019,21133,8558
"New York: Summary level: 040, state:36",12293680,3084304,73560,1680219,8277,1664223,649298,19453561,635171,315570,123711,719967,425566,220992,101001.0,46214.0,14510.0,143914.0,84676.0,34169.0,2989.0,933.0,428.0,2972.0,1203.0,793.0,64505.0,28182.0,10201.0,72780.0,34861.0,16163.0,,,,,,,37701.0,13952.0,4181.0,51191.0,28770.0,9783.0,15229,5114,1724,15557,7050,2817,95145,43214,14015,127452,70778,27844
"North Carolina: Summary level: 040, state:37",7144510,2253481,126708,309905,6878,351465,295137,10488084,378213,183986,55672,433330,240412,94944,81350.0,30056.0,9429.0,113431.0,48122.0,18653.0,4507.0,1419.0,374.0,5424.0,2616.0,267.0,6800.0,3606.0,946.0,10187.0,4561.0,1894.0,,,,,,,2791.0,1037.0,424.0,3080.0,774.0,443.0,3782,753,253,4348,1659,960,11975,4726,1436,13056,6315,1949
"North Dakota: Summary level: 040, state:38",653910,22256,40970,10669,2792,6320,25145,762062,31734,15376,6091,31612,18477,11868,499.0,0.0,0.0,141.0,0.0,0.0,746.0,368.0,71.0,1909.0,391.0,45.0,34.0,0.0,0.0,168.0,41.0,0.0,,,,,,,,,,,,,143,38,0,228,83,0,40,202,0,521,76,89
"Ohio: Summary level: 040, state:39",9452650,1467331,23544,274585,5274,122375,343341,11689100,493610,234705,75981,551638,313516,140233,48063.0,19626.0,6513.0,63649.0,30684.0,15818.0,992.0,124.0,149.0,1236.0,590.0,0.0,6594.0,3244.0,1510.0,9516.0,4033.0,1091.0,,,,,,,1060.0,763.0,286.0,1894.0,1534.0,168.0,4028,1492,659,5051,1986,564,7778,3509,1121,9907,5015,1037
"Oklahoma: Summary level: 040, state:40",2865785,287414,316929,89950,4808,91920,300165,3956971,143184,73775,22898,160960,90768,41845,9372.0,3755.0,896.0,10356.0,5056.0,2646.0,9820.0,4544.0,1112.0,11522.0,5379.0,1667.0,1989.0,628.0,228.0,3331.0,1251.0,663.0,,,,,,,1417.0,807.0,136.0,1349.0,585.0,143.0,6158,2132,899,8836,3680,1140,6157,2256,415,6445,1790,830
"Oregon: Summary level: 040, state:41",3523853,77918,50417,194068,14182,149974,207325,4217737,202801,91872,30298,226441,109337,50011,2641.0,1107.0,79.0,2358.0,979.0,393.0,1371.0,1121.0,98.0,3108.0,671.0,75.0,6031.0,3180.0,383.0,8590.0,2490.0,2382.0,461.0,68.0,14.0,527.0,0.0,172.0,2706.0,323.0,174.0,1996.0,415.0,205.0,3378,935,704,4850,2052,699,8736,2370,446,11082,3070,2155
"Pennsylvania: Summary level: 040, state:42",10193792,1454753,27088,453662,4148,335838,332708,12801989,566824,271439,105833,627772,366258,194349,43699.0,18267.0,4155.0,59722.0,31010.0,14662.0,369.0,488.0,126.0,988.0,282.0,648.0,13180.0,6290.0,828.0,16841.0,7670.0,1834.0,,,,,,,6756.0,2387.0,319.0,5673.0,2431.0,496.0,4034,2007,369,7230,1596,1170,16576,5929,1525,18834,8052,4017
"Rhode Island: Summary level: 040, state:44",833690,78143,3341,37101,250,62236,44600,1059361,44057,21528,7434,50751,28054,17385,1837.0,493.0,462.0,3071.0,845.0,237.0,,,,,,,1052.0,369.0,191.0,1176.0,428.0,138.0,,,,,,,1852.0,583.0,364.0,1949.0,322.0,177.0,389,92,63,955,217,304,2879,1265,276,3825,1499,696
"South Carolina: Summary level: 040, state:45",3434467,1362917,18971,86571,7572,112685,125531,5148714,202454,99561,26372,229640,123710,40871,52774.0,20219.0,4889.0,72039.0,29254.0,13763.0,800.0,511.0,12.0,1020.0,338.0,57.0,3115.0,1047.0,52.0,3815.0,1295.0,178.0,,,,,,,700.0,383.0,498.0,1293.0,54.0,0.0,1292,547,125,2308,428,55,3196,1811,935,5461,1822,773
"South Dakota: Summary level: 040, state:46",743764,20866,75809,11530,2073,5919,24698,884659,42079,17992,7110,41558,23666,11677,197.0,204.0,73.0,485.0,102.0,0.0,2020.0,548.0,83.0,2592.0,1161.0,328.0,232.0,95.0,0.0,204.0,81.0,14.0,,,,,,,,,,,,,430,0,14,524,29,0,282,311,0,515,640,309
"Tennessee: Summary level: 040, state:47",5272910,1141304,20431,125742,3469,109072,156246,6829174,271774,131851,37210,305770,171422,66059,34921.0,11482.0,3219.0,49965.0,20460.0,8860.0,599.0,50.0,0.0,701.0,0.0,53.0,3163.0,1438.0,254.0,5024.0,2257.0,376.0,,,,,,,612.0,216.0,0.0,1222.0,819.0,0.0,3422,581,361,2896,834,875,4102,1026,511,4129,2892,838
"Texas: Summary level: 040, state:48",21273326,3553922,144993,1446073,27026,1714614,835927,28995881,855743,399858,123593,956869,507636,215595,101143.0,35297.0,9571.0,133749.0,55117.0,22157.0,4864.0,1795.0,431.0,5055.0,3043.0,1215.0,43140.0,17880.0,4301.0,54400.0,21008.0,7175.0,629.0,140.0,409.0,558.0,292.0,264.0,36890.0,9453.0,2813.0,39253.0,15851.0,7019.0,12400,5159,1555,14648,8596,2163,258092,96808,31112,296772,138869,57890
"Vermont: Summary level: 040, state:50",585117,9435,2928,8603,386,2153,15367,623989,35306,16526,4278,37575,17949,9828,464.0,0.0,16.0,146.0,87.0,0.0,,,,,,,268.0,14.0,0.0,411.0,98.0,0.0,,,,,,,,,,,,,329,65,172,216,457,0,552,61,15,203,8,37
"Utah: Summary level: 040, state:49",2799527,36918,35368,76470,30725,123376,103574,3205958,99599,46629,14935,106464,56259,20596,588.0,218.0,0.0,424.0,151.0,0.0,832.0,201.0,56.0,670.0,409.0,123.0,1796.0,873.0,270.0,2107.0,1239.0,104.0,522.0,713.0,0.0,803.0,54.0,141.0,1976.0,673.0,0.0,2006.0,1364.0,288.0,585,340,0,841,289,60,7467,1944,821,7467,3713,1188
"Virginia: Summary level: 040, state:51",5714646,1659908,23388,565643,5039,246663,320232,8535519,287026,138358,45002,322645,175348,78442,61623.0,23096.0,6060.0,77712.0,35295.0,14355.0,1093.0,350.0,425.0,1317.0,432.0,179.0,17658.0,8888.0,2175.0,26337.0,10475.0,3714.0,,,,,,,3633.0,789.0,158.0,4377.0,1069.0,256.0,3054,750,271,3009,1811,907,10695,3087,906,17242,6609,1555
"Washington: Summary level: 040, state:53",5651091,305924,103882,684967,50139,365395,453495,7614893,302935,138739,42214,331482,163354,72831,9215.0,2394.0,1165.0,9797.0,1747.0,2015.0,3618.0,1127.0,360.0,5107.0,2045.0,255.0,20665.0,9578.0,3127.0,31117.0,13240.0,6010.0,849.0,24.0,24.0,1296.0,581.0,155.0,3483.0,890.0,479.0,4620.0,1530.0,639.0,7027,2507,420,5097,2984,943,13831,4971,1227,15251,5858,2329
"West Virginia: Summary level: 040, state:54",1668004,65925,3601,14311,399,7657,32250,1792147,99434,46921,14124,108716,56685,26666,3345.0,1184.0,192.0,2129.0,2078.0,1018.0,,,,,,,652.0,121.0,0.0,1111.0,181.0,0.0,,,,,,,,,,,,,872,24,0,863,475,110,331,144,0,688,626,168
"Wisconsin: Summary level: 040, state:55",4963354,374747,54577,167420,4220,121082,137034,5822434,270722,126180,42633,286090,153849,78547,9843.0,3091.0,845.0,12290.0,5219.0,1851.0,1549.0,718.0,140.0,2419.0,952.0,70.0,2452.0,1452.0,453.0,5074.0,1393.0,674.0,,,,,,,2113.0,698.0,52.0,1817.0,1326.0,178.0,1437,355,566,2024,557,104,5915,2332,518,6824,3288,618
"Wyoming: Summary level: 040, state:56",525860,7116,13774,4633,754,10799,15823,578759,28792,13080,3303,28391,14384,5888,,,,,,,485.0,73.0,33.0,1222.0,97.0,87.0,,,,,,,,,,,,,219.0,101.0,85.0,157.0,31.0,0.0,667,168,25,334,137,120,1024,286,510,1276,326,100
"Puerto Rico: Summary level: 040, state:72",2054764,395439,3082,6573,183,506563,227090,3193694,108738,66688,23400,138612,90763,38740,22328.0,11994.0,4967.0,23320.0,16270.0,5653.0,,,,,,,,,,,,,,,,,,,24937.0,13142.0,3654.0,27062.0,16351.0,4613.0,8731,4320,1961,12277,6502,3686,161711,94551,33324,199315,128948,52434
