,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"St. Charles County, Missouri: Summary level: 050, state:29> county:183",149027.0,2681.0,668.0,1029.0,145.0,1434.0,2435.0,157419.0,10648,4982,2156,8582,5231,2750,286.0,44.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104.0,0.0,0.0,0.0,0.0
"St. Louis County, Missouri: Summary level: 050, state:29> county:189",147483.0,11538.0,870.0,2166.0,0.0,237.0,1392.0,163686.0,26742,16740,8141,6675,2839,2122,5664.0,2284.0,649.0,364.0,279.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,53.0,116.0,95.0,441.0,133.0,57.0
"St. Louis city, Missouri: Summary level: 050, state:29> county:510",115225.0,5135.0,499.0,901.0,0.0,448.0,2145.0,124353.0,4161,2226,839,5507,2877,2188,3466.0,2267.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,343.0,0.0,115.0,25.0,161.0,0.0
"Douglas County, Nebraska: Summary level: 050, state:31> county:055",169564.0,8410.0,277.0,5501.0,0.0,1483.0,3325.0,188560.0,11958,6726,2348,5335,3248,1270,1248.0,458.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,562.0,145.0,57.0,406.0,374.0,0.0
"Lancaster County, Nebraska: Summary level: 050, state:31> county:109",103834.0,7984.0,600.0,1404.0,77.0,1598.0,1120.0,116617.0,7601,3858,1872,4379,2227,923,175.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,0.0,0.0,30.0,0.0,0.0
"Sarpy County, Nebraska: Summary level: 050, state:31> county:153",70813.0,13597.0,213.0,841.0,0.0,1240.0,965.0,87669.0,3756,1498,727,2895,2134,860,175.0,115.0,0.0,466.0,156.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,0.0,378.0,118.0,0.0
"Clark County, Nevada: Summary level: 050, state:32> county:003",65389.0,5101.0,637.0,807.0,0.0,1682.0,1499.0,75115.0,53346,25893,7174,1956,1819,460,5652.0,2198.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,7273.0,3101.0,465.0,8637.0,4290.0,624.0
"Washoe County, Nevada: Summary level: 050, state:32> county:031",208880.0,64772.0,2753.0,10793.0,893.0,9657.0,17448.0,315196.0,14206,6510,2175,6899,3534,2259,,,,1058.0,476.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,929.0,762.0,32.0,1214.0,494.0,285.0
"Hillsborough County, New Hampshire: Summary level: 050, state:33> county:011",1319975.0,123859.0,11238.0,40987.0,1501.0,199650.0,58943.0,1756153.0,12210,6301,2248,44460,28204,14540,,,,3538.0,1480.0,1596.0,180.0,0.0,0.0,160.0,81.0,15.0,819.0,399.0,62.0,1451.0,720.0,62.0,,,,,,,3284.0,1633.0,422.0,4499.0,1731.0,816.0,896.0,418.0,178.0,733.0,545.0,99.0,256.0,254.0,0.0,379.0,104.0,61.0
"Atlantic County, New Jersey: Summary level: 050, state:34> county:001",65134.0,22468.0,882.0,663.0,284.0,1845.0,1517.0,92793.0,8298,4437,1483,3087,2533,667,1174.0,501.0,234.0,679.0,294.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,957.0,312.0,0.0,622.0,225.0,340.0
"Bergen County, New Jersey: Summary level: 050, state:34> county:003",247428.0,40146.0,1659.0,16386.0,0.0,9678.0,4676.0,319973.0,25476,17078,6712,8124,4820,1709,1504.0,689.0,106.0,199.0,224.0,935.0,,,,,,,,,,,,,,,,,,,172.0,0.0,0.0,121.0,79.0,189.0,,,,,,0.0,2635.0,1278.0,217.0,3651.0,1986.0,679.0
"Burlington County, New Jersey: Summary level: 050, state:34> county:005",147552.0,21141.0,455.0,10816.0,0.0,13202.0,4466.0,197632.0,12425,7472,2362,3625,2216,1007,2039.0,1115.0,284.0,390.0,72.0,48.0,,,,,,,165.0,0.0,0.0,53.0,48.0,0.0,,,,,,,,,,,,,,,,,,0.0,429.0,218.0,22.0,555.0,188.0,92.0
"Camden County, New Jersey: Summary level: 050, state:34> county:007",374759.0,1709.0,981.0,2603.0,0.0,29212.0,4859.0,414123.0,11584,6579,3296,12715,8960,2705,2429.0,644.0,436.0,,,,,,,,,,,,,,,,,,,,,,576.0,383.0,19.0,848.0,439.0,60.0,,,,,,66.0,802.0,468.0,309.0,1217.0,642.0,133.0
"Cumberland County, New Jersey: Summary level: 050, state:34> county:011",597594.0,67714.0,3698.0,92811.0,653.0,26072.0,23684.0,812226.0,3974,2066,831,18825,10070,2673,639.0,165.0,179.0,879.0,223.0,419.0,,,,,,,1518.0,826.0,104.0,1976.0,498.0,429.0,,,,,,,484.0,0.0,0.0,0.0,197.0,0.0,12.0,142.0,0.0,128.0,143.0,,730.0,247.0,32.0,858.0,219.0,76.0
"Essex County, New Jersey: Summary level: 050, state:34> county:013",102328.0,1617.0,654.0,507.0,0.0,1754.0,5103.0,111963.0,11623,5646,4498,4625,2931,1230,7375.0,3547.0,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,2820.0,974.0,389.0,3492.0,1737.0,474.0
"Gloucester County, New Jersey: Summary level: 050, state:34> county:015",54711.0,13955.0,121.0,2013.0,1257.0,1553.0,2898.0,76508.0,8211,4098,1541,1573,1005,132,792.0,340.0,131.0,94.0,299.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,0.0,0.0,189.0,0.0,153.0
"Hudson County, New Jersey: Summary level: 050, state:34> county:017",1388591.0,520970.0,7683.0,124262.0,1309.0,310750.0,62449.0,2416014.0,10940,6375,2000,44364,29951,14205,1509.0,831.0,341.0,14349.0,6814.0,3274.0,80.0,88.0,0.0,269.0,74.0,36.0,2599.0,1071.0,193.0,2970.0,1333.0,338.0,,,,,,,2519.0,837.0,107.0,3642.0,1846.0,124.0,1047.0,21.0,0.0,1086.0,345.0,20.0,6255.0,2805.0,1302.0,8607.0,4255.0,2442.0
"Hunterdon County, New Jersey: Summary level: 050, state:34> county:019",537396.0,58113.0,3983.0,45881.0,441.0,19492.0,21100.0,686406.0,4571,2546,354,15054,7487,2828,,,,511.0,74.0,199.0,,,,,,,1739.0,0.0,0.0,1149.0,231.0,8.0,,,,,,,258.0,0.0,0.0,0.0,0.0,0.0,361.0,239.0,46.0,104.0,164.0,,0.0,126.0,19.0,161.0,258.0,0.0
"Mercer County, New Jersey: Summary level: 050, state:34> county:021",122050.0,6200.0,578.0,561.0,48.0,6800.0,3874.0,140111.0,8348,5599,1526,3782,2357,1092,1748.0,923.0,71.0,,,,,,,,,,,,,,,,,,,,,,188.0,0.0,25.0,100.0,74.0,61.0,,,,,,52.0,505.0,327.0,92.0,463.0,371.0,30.0
"Middlesex County, New Jersey: Summary level: 050, state:34> county:023",130110.0,13617.0,965.0,690.0,45.0,3772.0,3554.0,152753.0,17285,10604,4786,4154,2756,553,2045.0,480.0,82.0,316.0,325.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,2305.0,819.0,370.0,2807.0,1417.0,483.0
"Monmouth County, New Jersey: Summary level: 050, state:34> county:025",655484.0,27469.0,3711.0,8949.0,1262.0,104445.0,19470.0,820790.0,19354,10159,4091,21349,13353,6959,1240.0,868.0,32.0,519.0,238.0,65.0,,,,,,,,,,,,,,,,,,,1988.0,995.0,444.0,2559.0,1904.0,755.0,293.0,134.0,173.0,557.0,295.0,20.0,955.0,174.0,83.0,997.0,450.0,288.0
"Morris County, New Jersey: Summary level: 050, state:34> county:027",332659.0,128025.0,1247.0,105822.0,26.0,27105.0,12069.0,606953.0,15101,9507,2672,9313,5015,2174,416.0,112.0,29.0,2681.0,1019.0,468.0,,,,,,,2915.0,1029.0,128.0,2676.0,1027.0,387.0,,,,,,,199.0,0.0,0.0,415.0,320.0,0.0,,,,,,0.0,680.0,480.0,40.0,1058.0,594.0,97.0
"Ocean County, New Jersey: Summary level: 050, state:34> county:029",233822.0,41173.0,1031.0,9446.0,144.0,5151.0,4980.0,295747.0,25016,18100,5891,8269,4747,2315,632.0,390.0,0.0,1471.0,906.0,371.0,,,,,,,293.0,51.0,0.0,430.0,220.0,0.0,,,,,,,,,,,,,,,,,,31.0,510.0,417.0,375.0,1010.0,652.0,133.0
"Passaic County, New Jersey: Summary level: 050, state:34> county:031",105382.0,6710.0,1955.0,1234.0,212.0,1886.0,4040.0,121419.0,11787,6859,1756,5085,2512,2423,1901.0,311.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,3433.0,1315.0,354.0,4393.0,2075.0,388.0
"Salem County, New Jersey: Summary level: 050, state:34> county:033",91331.0,26239.0,249.0,1688.0,0.0,2149.0,1425.0,123081.0,2192,955,567,3929,3204,1213,302.0,167.0,23.0,1028.0,294.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,0.0,0.0,0.0,0.0
"Somerset County, New Jersey: Summary level: 050, state:34> county:035",114610.0,9910.0,82.0,2596.0,70.0,5564.0,2925.0,135757.0,7935,4290,2030,4147,2469,1021,539.0,334.0,89.0,344.0,68.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,177.0,64.0,519.0,386.0,143.0
"Sussex County, New Jersey: Summary level: 050, state:34> county:037",2595185.0,783773.0,16522.0,258336.0,2445.0,435638.0,88995.0,4180894.0,5403,2062,911,76459,42061,22470,,,,21090.0,11995.0,3384.0,307.0,33.0,56.0,511.0,166.0,184.0,7215.0,3067.0,450.0,7813.0,3727.0,490.0,,,,,,,2861.0,1273.0,588.0,3945.0,1734.0,493.0,1556.0,472.0,63.0,700.0,792.0,,258.0,89.0,0.0,106.0,171.0,0.0
"Union County, New Jersey: Summary level: 050, state:34> county:039",123187.0,4795.0,435.0,3130.0,434.0,29416.0,2653.0,164050.0,10391,6262,3397,4235,2019,825,3038.0,1544.0,211.0,,,,,,,,,,,,,,,,,,,,,,198.0,0.0,0.0,117.0,0.0,0.0,,,,,,60.0,2709.0,724.0,698.0,3320.0,1609.0,681.0
"Bernalillo County, New Mexico: Summary level: 050, state:35> county:001",69969.0,4767.0,0.0,320.0,57.0,1727.0,1986.0,78826.0,17639,10371,2981,4436,2750,766,398.0,533.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,6769.0,3391.0,1077.0,8514.0,5189.0,1838.0
"Chaves County, New Mexico: Summary level: 050, state:35> county:005",742687.0,3368.0,1634.0,8578.0,0.0,35053.0,6490.0,797810.0,2036,1451,479,20565,11883,5364,,,,,,,,,,,,,316.0,0.0,0.0,317.0,0.0,0.0,,,,,,,703.0,783.0,200.0,1242.0,1192.0,183.0,,,,,,,916.0,391.0,16.0,816.0,300.0,85.0
"Do?a Ana County, New Mexico: Summary level: 050, state:35> county:013",67335.0,7893.0,427.0,746.0,0.0,8220.0,1910.0,86531.0,6564,3492,1128,3291,1460,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043.0,1450.0,894.0,3602.0,2278.0,652.0
"Lea County, New Mexico: Summary level: 050, state:35> county:025",142023.0,84726.0,488.0,8655.0,111.0,13231.0,3568.0,252802.0,1568,1012,267,5716,4383,2710,,,,2740.0,1661.0,546.0,,,,,,,150.0,86.0,0.0,89.0,85.0,36.0,,,,,,,82.0,58.0,0.0,211.0,45.0,0.0,,,,,,,566.0,265.0,0.0,715.0,57.0,127.0
"McKinley County, New Mexico: Summary level: 050, state:35> county:031",141632.0,4756.0,1122.0,1382.0,0.0,1472.0,2370.0,152734.0,687,101,0,5478,2878,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,27.0,0.0,523.0,63.0,0.0
"Otero County, New Mexico: Summary level: 050, state:35> county:035",86678.0,8853.0,824.0,605.0,1325.0,3169.0,3904.0,105358.0,2870,1275,375,2977,1511,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,143.0,91.0,984.0,135.0,0.0
"Sandoval County, New Mexico: Summary level: 050, state:35> county:043",61162.0,9349.0,349.0,0.0,0.0,4434.0,912.0,76206.0,4110,1574,610,2595,1451,506,,,,358.0,23.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,498.0,60.0,1184.0,823.0,24.0
"San Juan County, New Mexico: Summary level: 050, state:35> county:045",224984.0,19817.0,1833.0,6076.0,293.0,20402.0,10505.0,283910.0,2481,1638,538,8105,5419,2530,,,,605.0,208.0,340.0,,,,,,,,,,,,,,,,,,,0.0,179.0,0.0,292.0,189.0,0.0,,,,,,,295.0,424.0,0.0,436.0,425.0,0.0
"Santa Fe County, New Mexico: Summary level: 050, state:35> county:049",190621.0,34967.0,413.0,3394.0,107.0,5095.0,3967.0,238564.0,6181,2861,690,6976,4816,2872,,,,1016.0,631.0,344.0,,,,,,,,,,,,,,,,,,,28.0,107.0,46.0,140.0,9.0,0.0,,,,,,,2003.0,1220.0,105.0,2387.0,1254.0,729.0
"Valencia County, New Mexico: Summary level: 050, state:35> county:061",117933.0,9996.0,354.0,2555.0,10.0,7361.0,2099.0,140308.0,2149,1127,271,3479,3560,859,,,,210.0,45.0,0.0,,,,,,,,,,,,,,,,,,,21.0,0.0,0.0,0.0,114.0,0.0,,,,,,,1301.0,699.0,153.0,1341.0,752.0,298.0
"Albany County, New York: Summary level: 050, state:36> county:001",413015.0,20134.0,2798.0,10422.0,0.0,11996.0,13369.0,471734.0,8321,5473,1766,15324,8166,2727,685.0,373.0,89.0,554.0,184.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,180.0,82.0,190.0,138.0
"Bronx County, New York: Summary level: 050, state:36> county:005",50490.0,12209.0,523.0,912.0,0.0,1099.0,233.0,65466.0,13029,8120,2999,1860,1461,316,10499.0,4672.0,1738.0,471.0,658.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,15188.0,6925.0,1463.0,21740.0,12115.0,3942.0
"Chautauqua County, New York: Summary level: 050, state:36> county:013",298163.0,13953.0,1821.0,5485.0,377.0,14491.0,8991.0,343281.0,5170,2760,1519,10898,7433,3250,,,,476.0,187.0,78.0,,,,,,,,,,,,,,,,,,,285.0,510.0,0.0,388.0,153.0,40.0,45.0,277.0,0.0,327.0,274.0,,0.0,43.0,0.0,41.0,0.0,0.0
"Dutchess County, New York: Summary level: 050, state:36> county:027",70416.0,7395.0,682.0,1055.0,0.0,2491.0,448.0,82487.0,8996,5266,2015,3200,2187,546,574.0,469.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,356.0,58.0,412.0,551.0,0.0
"Erie County, New York: Summary level: 050, state:36> county:029",111460.0,2578.0,935.0,769.0,0.0,1102.0,1532.0,118376.0,28043,18232,6570,4401,2323,984,2678.0,1738.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,464.0,319.0,219.0,619.0,575.0,0.0
"Jefferson County, New York: Summary level: 050, state:36> county:045",96011.0,12062.0,1448.0,4897.0,229.0,3412.0,4226.0,122285.0,3287,1629,615,3268,2110,1354,,,,158.0,149.0,76.0,,,,,,,183.0,0.0,0.0,260.0,0.0,0.0,,,,,,,,,,,,,,,,,,,51.0,0.0,0.0,10.0,0.0,0.0
"Kings County, New York: Summary level: 050, state:36> county:047",110234.0,2850.0,468.0,1717.0,81.0,3396.0,4605.0,123351.0,32020,21463,8289,4401,2676,1192,22363.0,9943.0,2555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,10748.0,5013.0,751.0,15062.0,7869.0,2884.0
"Monroe County, New York: Summary level: 050, state:36> county:055",70092.0,3294.0,680.0,2031.0,495.0,2207.0,2491.0,81290.0,20920,12841,5076,2507,1280,516,2555.0,1064.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,875.0,108.0,247.0,962.0,575.0,38.0
"Nassau County, New York: Summary level: 050, state:36> county:059",59988.0,1800.0,0.0,586.0,37.0,1597.0,718.0,64726.0,37119,24580,12221,2513,1486,376,4116.0,1743.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,3076.0,1278.0,379.0,3955.0,2395.0,554.0
"New York County, New York: Summary level: 050, state:36> county:061",162025.0,38808.0,712.0,2913.0,196.0,5808.0,2919.0,213381.0,33444,18931,6729,7256,4266,2959,6637.0,3834.0,1495.0,1182.0,864.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,11218.0,5893.0,1774.0,16626.0,11079.0,4254.0
"Oneida County, New York: Summary level: 050, state:36> county:065",1340989.0,276898.0,13792.0,85569.0,2827.0,82842.0,46898.0,1849815.0,8316,4443,2907,42794,26201,11909,226.0,54.0,0.0,5933.0,2804.0,1382.0,136.0,120.0,0.0,205.0,74.0,0.0,1877.0,762.0,65.0,2213.0,794.0,321.0,,,,,,,612.0,187.0,76.0,616.0,918.0,0.0,648.0,150.0,61.0,500.0,114.0,,36.0,94.0,0.0,305.0,122.0,41.0
"Onondaga County, New York: Summary level: 050, state:36> county:067",112860.0,9990.0,293.0,2425.0,0.0,3433.0,3754.0,132755.0,13620,8075,3828,4366,3604,1388,972.0,302.0,137.0,409.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,315.0,0.0,0.0,198.0,112.0,164.0
"Orange County, New York: Summary level: 050, state:36> county:071",96683.0,5379.0,723.0,1089.0,0.0,5607.0,2342.0,111823.0,9517,4596,1908,3954,3174,968,823.0,131.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,995.0,359.0,0.0,1073.0,440.0,400.0
"Putnam County, New York: Summary level: 050, state:36> county:079",769310.0,89552.0,7385.0,58837.0,243.0,111334.0,26469.0,1063130.0,3543,1508,652,19894,10979,5916,,,,1822.0,952.0,788.0,,,,,,,1022.0,316.0,0.0,1010.0,523.0,74.0,,,,,,,1239.0,341.0,35.0,986.0,573.0,521.0,55.0,183.0,0.0,690.0,0.0,,304.0,38.0,89.0,175.0,113.0,39.0
"Queens County, New York: Summary level: 050, state:36> county:081",71959.0,4199.0,542.0,1048.0,0.0,4056.0,5741.0,87545.0,34054,23030,9614,3016,2239,669,11769.0,5161.0,1957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,12277.0,5894.0,744.0,17130.0,9464.0,2906.0
"Rensselaer County, New York: Summary level: 050, state:36> county:083",238781.0,316.0,1623.0,2344.0,0.0,11716.0,1716.0,256496.0,5008,2636,1208,5967,3335,1667,120.0,204.0,0.0,,,,,,,,,,,,,,,,,,,,,,186.0,0.0,40.0,665.0,314.0,0.0,,,,,,,37.0,29.0,0.0,0.0,36.0,0.0
"Richmond County, New York: Summary level: 050, state:36> county:085",107230.0,13405.0,856.0,2696.0,70.0,1873.0,4568.0,130698.0,13319,7179,1715,4394,3334,1312,795.0,312.0,0.0,304.0,403.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1333.0,369.0,54.0,1518.0,779.0,352.0
"Rockland County, New York: Summary level: 050, state:36> county:087",366423.0,29290.0,1594.0,21888.0,44.0,11897.0,11646.0,442782.0,8265,4849,1991,12099,6307,2602,1222.0,361.0,0.0,427.0,60.0,93.0,,,,,,,242.0,0.0,0.0,408.0,405.0,0.0,,,,,,,,,,,,,,,,,,48.0,748.0,253.0,67.0,881.0,686.0,18.0
"Schenectady County, New York: Summary level: 050, state:36> county:093",105009.0,935.0,766.0,2228.0,284.0,2632.0,2845.0,114699.0,4667,2490,1815,2508,1458,850,141.0,96.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,0.0,0.0,0.0,124.0,99.0
"Suffolk County, New York: Summary level: 050, state:36> county:103",279345.0,4365.0,926.0,5388.0,1932.0,11033.0,8822.0,311811.0,46103,25758,9079,7064,4722,1696,2568.0,866.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,3531.0,1213.0,522.0,4363.0,2361.0,497.0
"Sullivan County, New York: Summary level: 050, state:36> county:105",887034.0,17388.0,8860.0,34794.0,15871.0,55051.0,29987.0,1048985.0,3046,1355,523,25319,15921,7152,,,,0.0,0.0,0.0,,,,,,,724.0,356.0,42.0,843.0,583.0,100.0,252.0,223.0,50.0,0.0,225.0,0.0,574.0,170.0,66.0,557.0,90.0,11.0,144.0,31.0,0.0,314.0,109.0,,311.0,0.0,0.0,325.0,60.0,0.0
"Ulster County, New York: Summary level: 050, state:36> county:111",486592.0,3823.0,3160.0,8586.0,5330.0,11727.0,11281.0,530499.0,6532,3422,1529,10263,5769,2867,156.0,60.0,0.0,,,,,,,,,,37.0,36.0,0.0,0.0,46.0,0.0,,,,,,,94.0,0.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,30.0,36.0,107.0,135.0,109.0,193.0,95.0,196.0,147.0
"Westchester County, New York: Summary level: 050, state:36> county:119",133144.0,236.0,2402.0,523.0,1222.0,1177.0,2962.0,141666.0,24647,15971,6922,6926,3825,2097,3631.0,1898.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3155.0,1635.0,87.0,4136.0,1968.0,935.0
"Alamance County, North Carolina: Summary level: 050, state:37> county:001",198783.0,2844.0,1501.0,2409.0,511.0,22075.0,6297.0,234420.0,4284,2431,1047,6198,4159,2071,918.0,315.0,168.0,,,,,,,,,,,,,,,,,,,,,,0.0,92.0,0.0,0.0,0.0,44.0,,,,,,,0.0,0.0,0.0,0.0,282.0,0.0
"Buncombe County, North Carolina: Summary level: 050, state:37> county:021",145321.0,2709.0,324.0,3786.0,15.0,444.0,4892.0,157491.0,8939,4582,2095,5137,3410,1787,183.0,7.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,65.0,95.0,0.0,0.0
"Cabarrus County, North Carolina: Summary level: 050, state:37> county:025",82863.0,10141.0,217.0,4746.0,0.0,190.0,2396.0,100553.0,4732,2262,801,3713,2312,1535,337.0,0.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,0.0,0.0,275.0,211.0
"Catawba County, North Carolina: Summary level: 050, state:37> county:035",152764.0,18017.0,1443.0,20711.0,237.0,16422.0,6410.0,216004.0,5600,2505,857,4123,2465,1466,350.0,150.0,0.0,445.0,488.0,133.0,,,,,,,660.0,78.0,27.0,589.0,75.0,143.0,,,,,,,169.0,0.0,304.0,294.0,117.0,0.0,,,,,,,135.0,0.0,0.0,73.0,0.0,113.0
