,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E
"Charles County, Maryland: Summary level: 050, state:24> county:017",15471,79.9,18.2,60750,90880,22.4,5.4,4.2,2.1,1.5,1.5,1.0,149267,14439,15080,1501,92.6,9.4,11.1,10.8,5.5,10.1,21.9,7.6,16.2,13.9,11.9,4805,52267,15080,240
"Frederick County, Maryland: Summary level: 050, state:24> county:021",28844,83.6,26.0,51574,80765,32.2,6.2,4.5,2.4,2.1,1.5,1.5,235236,15942,27859,1441,98.0,10.8,13.3,12.4,4.0,8.0,19.5,6.0,13.4,21.3,17.2,6535,86492,27859,117
"Harford County, Maryland: Summary level: 050, state:24> county:025",33509,85.0,23.4,51402,76645,28.1,6.2,5.0,2.8,2.1,1.7,1.9,245875,20312,32688,2373,95.1,12.2,14.7,13.6,2.9,7.5,17.6,6.5,15.2,20.3,17.7,7656,91628,32688,172
"Howard County, Maryland: Summary level: 050, state:24> county:027",33265,88.4,49.8,75423,108844,38.2,8.2,4.2,2.8,1.5,1.5,1.1,298129,13487,33027,1332,94.9,10.0,12.1,11.0,5.6,4.7,16.7,7.2,13.0,19.2,15.7,4676,107659,33027,356
"Montgomery County, Maryland: Summary level: 050, state:24> county:031",129974,88.4,53.3,73348,94965,36.5,7.7,4.0,3.0,2.1,1.8,2.0,996632,64037,126156,8157,92.9,11.4,14.4,11.2,5.1,7.8,19.5,8.0,14.8,22.9,29.1,21304,361116,126156,3556
"Prince George's County, Maryland: Summary level: 050, state:24> county:033",90544,81.3,25.7,59017,69879,31.5,6.7,3.8,2.6,1.7,1.1,1.2,860321,88114,88140,6569,92.4,8.9,11.5,8.8,5.2,8.8,22.5,8.0,14.9,17.5,13.8,30829,303735,88140,2035
"St. Mary's County, Maryland: Summary level: 050, state:24> county:037",11816,82.9,29.6,64344,86358,33.7,15.1,4.2,2.2,1.6,1.5,1.4,106281,7483,11306,326,98.7,10.4,11.3,12.1,5.1,3.4,21.8,3.6,11.4,12.3,11.2,4084,39195,11306,0
"Washington County, Maryland: Summary level: 050, state:24> county:043",21992,79.9,11.4,31020,53167,16.1,5.4,4.4,3.3,2.8,2.4,1.8,140388,19908,20943,2110,104.3,12.5,17.1,18.1,6.9,8.5,23.3,6.6,16.7,15.7,20.0,7921,56459,20943,245
"Wicomico County, Maryland: Summary level: 050, state:24> county:045",13564,79.4,22.4,35861,51451,22.7,13.5,4.6,3.0,2.3,2.2,1.4,96618,15810,12893,976,92.1,11.9,14.9,12.9,6.5,6.8,20.2,8.4,12.3,26.8,20.9,5665,36857,12893,0
"Baltimore city, Maryland: Summary level: 050, state:24> county:510",73922,65.3,18.3,24815,39241,24.4,4.4,3.6,2.9,2.0,1.7,1.6,598255,148491,71549,12988,89.0,9.9,13.7,10.4,6.9,11.4,30.5,11.1,21.3,18.2,17.9,64579,244397,71549,782
"Barnstable County, Massachusetts: Summary level: 050, state:25> county:001",57426,93.0,40.7,42249,59453,28.0,7.2,7.7,6.1,5.6,3.9,3.4,212878,21947,56099,3902,91.4,24.3,28.8,11.5,4.4,5.8,15.8,5.2,11.4,28.0,36.5,7034,89766,56099,0
"Berkshire County, Massachusetts: Summary level: 050, state:25> county:003",25457,83.7,27.1,35036,46509,25.8,8.1,5.5,4.6,2.9,2.5,4.2,124178,17437,24153,1558,92.8,17.7,21.3,16.3,5.2,8.5,20.5,5.5,16.9,22.6,34.5,9337,55420,24153,0
"Bristol County, Massachusetts: Summary level: 050, state:25> county:005",82596,67.6,17.6,30346,53689,23.4,6.2,4.9,3.1,2.4,2.0,2.6,534291,70516,78556,8328,94.2,13.0,16.8,14.3,5.1,7.8,22.4,9.3,17.2,25.0,28.0,36267,208983,78556,82
"Essex County, Massachusetts: Summary level: 050, state:25> county:009",111962,83.6,26.0,39642,67888,33.1,5.3,4.7,3.0,2.4,2.0,2.7,739567,90120,107698,11369,92.8,12.9,16.6,16.0,7.8,9.5,21.1,8.8,16.7,26.8,30.9,41019,283543,107698,508
"Franklin County, Massachusetts: Summary level: 050, state:25> county:011",11716,87.8,29.0,37949,55416,23.8,8.7,6.0,3.3,2.5,2.0,2.6,70399,7449,11266,812,94.1,14.9,17.8,12.1,3.4,9.7,21.1,6.3,16.8,27.2,26.2,4370,29377,11266,0
"Hampden County, Massachusetts: Summary level: 050, state:25> county:013",69836,76.2,17.2,29503,48865,24.5,4.2,4.4,3.3,2.4,2.2,2.7,452714,86885,66137,6614,93.0,12.9,17.0,17.7,7.6,11.3,26.4,11.2,18.1,22.2,25.1,40798,176328,66137,59
"Hampshire County, Massachusetts: Summary level: 050, state:25> county:015",21935,92.3,32.1,43788,59065,36.3,9.3,4.6,2.9,2.2,2.1,2.0,136508,19068,21046,949,88.2,12.4,14.9,11.1,7.2,6.6,20.1,9.9,13.0,30.8,23.9,6081,57748,21046,127
"Middlesex County, Massachusetts: Summary level: 050, state:25> county:017",208097,85.0,33.6,43981,82226,33.1,8.8,4.2,3.0,2.4,1.9,2.1,1482545,124001,201462,14268,95.0,11.8,15.2,12.2,4.9,8.0,19.1,7.5,13.2,24.0,33.2,45648,582405,201462,545
"Norfolk County, Massachusetts: Summary level: 050, state:25> county:021",102932,87.0,31.2,44583,80248,33.7,7.5,4.4,3.4,2.2,2.2,2.8,663382,50305,99061,7534,91.7,13.2,16.8,14.0,4.3,8.3,15.8,7.1,15.1,25.7,33.7,18581,258307,99061,169
"Plymouth County, Massachusetts: Summary level: 050, state:25> county:023",75713,84.9,26.9,41750,73396,30.5,6.1,5.4,3.3,2.1,1.9,2.5,488140,35926,72430,5061,94.7,13.5,16.7,15.2,7.2,7.1,19.0,7.4,14.5,26.0,25.0,19278,181541,72430,326
"Suffolk County, Massachusetts: Summary level: 050, state:25> county:025",80511,67.1,23.1,25844,51049,27.7,6.2,3.3,2.6,1.7,1.6,1.7,701494,143937,76928,15524,93.7,9.2,12.3,13.8,10.2,13.8,30.4,12.1,22.6,21.0,25.2,57395,288791,76928,1005
"Worcester County, Massachusetts: Summary level: 050, state:25> county:027",108018,81.1,24.7,36330,62505,28.4,4.9,4.3,2.8,2.2,1.9,2.1,781577,92497,102369,9864,97.4,11.7,15.1,13.0,4.9,7.8,20.3,7.3,15.1,23.0,25.5,39332,300308,102369,313
"Allegan County, Michigan: Summary level: 050, state:26> county:005",16058,82.4,20.3,36798,50078,19.7,1.1,4.4,3.9,2.4,1.9,1.8,110799,15779,15549,1059,99.0,13.2,15.4,10.6,4.8,6.1,18.5,8.0,16.3,23.5,21.8,6913,42930,15549,0
"Bay County, Michigan: Summary level: 050, state:26> county:017",18623,81.7,11.2,33750,44548,15.9,3.7,5.7,3.6,2.7,2.2,3.2,105729,13622,17996,1765,93.9,15.3,19.4,18.7,5.7,10.8,21.5,10.2,16.8,24.5,22.7,7583,43967,17996,0
"Berrien County, Michigan: Summary level: 050, state:26> county:021",26482,83.9,22.9,33960,43526,23.0,6.0,5.1,4.0,2.9,2.3,2.6,151403,31081,25744,3031,95.7,15.0,18.9,15.0,5.5,8.1,25.0,11.5,20.2,17.0,22.8,9735,60223,25744,62
"Calhoun County, Michigan: Summary level: 050, state:26> county:025",20835,84.8,15.0,30732,39190,20.8,3.8,4.4,3.7,2.1,2.5,2.7,131723,23569,19991,2281,95.5,13.8,17.0,15.2,8.1,11.9,24.3,11.8,19.4,19.2,24.7,10133,53182,19991,0
"Clinton County, Michigan: Summary level: 050, state:26> county:037",11120,84.9,19.5,40099,57330,15.0,6.3,5.3,3.3,2.3,1.9,1.9,74866,9604,10786,514,98.1,13.5,15.7,10.5,3.1,6.9,19.8,8.2,10.3,27.7,29.8,2088,29443,10786,31
"Eaton County, Michigan: Summary level: 050, state:26> county:045",15941,90.9,23.3,39116,55199,15.3,2.1,5.8,2.8,2.4,1.8,2.0,106733,9925,15598,800,92.9,13.8,15.7,17.0,3.1,8.1,20.0,8.3,11.1,26.8,23.5,5076,42811,15598,20
"Genesee County, Michigan: Summary level: 050, state:26> county:049",61434,81.1,13.4,35702,40323,12.7,4.3,4.4,3.5,3.1,1.7,2.0,412418,88137,60006,4516,92.8,13.0,16.3,15.0,4.8,10.0,25.7,10.0,17.4,20.3,24.1,39224,166225,60006,68
"Grand Traverse County, Michigan: Summary level: 050, state:26> county:055",13929,93.9,32.4,43363,51635,21.1,6.5,4.1,4.4,2.5,2.8,1.7,86408,8880,13578,1114,97.9,13.6,17.6,11.1,6.8,6.9,19.8,3.7,12.3,21.5,23.6,4638,35018,13578,0
"Ingham County, Michigan: Summary level: 050, state:26> county:065",31482,88.7,34.2,39307,43337,24.0,6.5,3.6,2.5,2.2,1.4,1.5,262750,69273,30900,1817,93.3,9.7,12.5,11.9,4.5,8.4,23.1,6.8,14.7,20.6,19.8,21994,109008,30900,100
"Isabella County, Michigan: Summary level: 050, state:26> county:073",7085,82.8,22.3,33350,35593,13.3,2.8,3.4,2.2,1.9,1.4,1.3,64524,19804,6806,559,92.2,9.2,10.8,19.1,7.8,8.2,20.5,5.4,11.9,16.2,24.5,4920,24663,6806,0
"Jackson County, Michigan: Summary level: 050, state:26> county:075",24133,81.2,15.4,31845,42653,20.2,3.4,4.8,3.4,2.7,2.1,2.1,150510,29934,23113,1825,106.1,12.8,17.5,16.9,5.0,11.6,24.6,10.0,18.0,26.8,24.7,12536,60420,23113,0
"Kalamazoo County, Michigan: Summary level: 050, state:26> county:077",32677,88.2,26.7,34566,44306,20.6,5.2,3.7,3.1,2.1,1.8,2.1,246727,43729,31625,2506,96.6,11.3,14.3,17.3,8.1,8.6,20.7,7.3,15.9,25.4,22.0,18064,100789,31625,0
"Kent County, Michigan: Summary level: 050, state:26> county:081",71447,85.4,22.9,36910,50653,25.4,5.0,3.8,2.4,1.9,1.9,1.7,604867,103474,69013,4337,96.4,10.1,13.1,14.2,4.4,7.5,18.9,7.0,15.5,22.8,26.5,40371,231171,69013,306
"Lapeer County, Michigan: Summary level: 050, state:26> county:087",12876,85.9,14.2,36600,51428,14.4,7.0,4.8,4.3,2.9,1.5,1.1,86557,8344,12566,665,102.6,13.4,15.8,15.9,4.7,7.0,18.3,3.3,11.7,29.0,17.2,4143,32790,12566,0
"Lenawee County, Michigan: Summary level: 050, state:26> county:091",15482,85.5,16.4,34148,48224,14.4,5.0,5.6,3.2,2.9,2.0,2.0,93756,12005,15000,1148,104.1,13.6,17.8,14.5,4.5,8.6,23.8,9.1,13.3,25.9,17.2,5325,37998,15000,60
"Livingston County, Michigan: Summary level: 050, state:26> county:093",24221,87.9,25.8,48134,75719,22.8,4.7,5.0,3.2,1.6,1.7,1.8,181669,11213,23935,910,99.6,12.3,14.2,15.4,4.0,8.0,15.3,5.4,12.0,20.8,21.9,4254,66808,23935,11
"Macomb County, Michigan: Summary level: 050, state:26> county:099",126959,78.3,13.8,34966,52185,18.6,3.3,4.7,3.3,2.4,2.2,2.4,839211,103974,123839,9951,94.6,12.9,17.0,15.4,6.0,10.1,23.7,8.2,17.1,26.3,24.7,47781,330541,123839,614
"Marquette County, Michigan: Summary level: 050, state:26> county:103",10463,88.1,22.3,36059,45149,14.3,0.7,5.2,3.2,2.4,2.2,2.4,63401,11409,9990,852,102.8,14.2,16.7,12.5,3.5,6.1,18.3,5.9,13.6,23.5,23.0,3667,27203,9990,0
"Midland County, Michigan: Summary level: 050, state:26> county:111",12755,88.9,24.2,38353,52356,17.9,7.5,4.6,3.4,3.6,1.8,1.9,82292,11761,12351,648,96.9,13.6,16.8,15.9,4.6,6.0,24.4,4.9,11.8,17.6,25.8,4845,33235,12351,34
"Monroe County, Michigan: Summary level: 050, state:26> county:115",21754,83.9,16.5,34260,50675,20.8,2.0,4.9,3.2,2.3,2.1,1.8,149901,17822,21174,1192,96.1,12.8,15.9,15.4,5.1,6.8,20.0,7.1,16.5,21.2,21.9,6158,57506,21174,31
"Muskegon County, Michigan: Summary level: 050, state:26> county:121",24287,80.0,16.3,32475,40535,16.1,2.8,4.7,3.2,2.3,1.9,2.1,163408,35899,23417,1988,98.0,12.4,16.1,16.1,7.8,8.7,20.9,9.4,16.0,25.0,20.8,15348,63860,23417,0
"Oakland County, Michigan: Summary level: 050, state:26> county:125",172772,87.3,33.8,44249,63345,26.7,6.4,4.9,2.9,2.2,2.0,2.1,1210002,126564,169656,9947,94.2,12.6,15.7,12.9,5.2,8.2,19.5,7.5,14.3,25.0,26.4,52760,489897,169656,832
"Ottawa County, Michigan: Summary level: 050, state:26> county:139",33901,80.8,23.2,40996,54323,27.3,5.1,3.8,3.2,2.4,1.5,1.7,259849,29263,32999,1057,96.6,11.4,13.7,13.8,3.0,6.1,15.4,6.7,12.1,22.6,25.9,9804,95048,32999,0
"Saginaw County, Michigan: Summary level: 050, state:26> county:145",32176,80.3,12.7,33040,40318,15.2,3.6,5.6,3.2,2.9,2.0,2.5,191832,36311,30972,2677,93.6,14.3,18.0,13.4,4.8,10.2,26.4,9.0,12.7,25.1,20.7,18141,78010,30972,63
"St. Clair County, Michigan: Summary level: 050, state:26> county:147",25177,82.8,10.3,32098,44518,18.1,2.7,5.4,3.3,2.7,2.2,1.9,158401,25564,24459,2171,97.5,14.2,17.1,19.6,4.6,6.1,22.9,6.1,12.5,29.5,22.7,13322,65075,24459,26
"Shiawassee County, Michigan: Summary level: 050, state:26> county:155",10962,84.9,15.3,35942,41221,15.8,3.5,5.3,3.7,2.2,1.9,2.7,68193,10739,10698,662,98.5,14.0,17.6,13.9,5.5,9.2,20.8,9.5,14.5,19.8,18.1,5065,27132,10698,0
"Van Buren County, Michigan: Summary level: 050, state:26> county:159",11409,75.1,15.0,29618,44456,17.2,4.8,5.2,3.3,3.0,2.0,1.6,74922,14477,11157,848,97.1,13.8,16.4,18.4,9.7,9.2,22.8,10.0,17.8,22.3,16.6,4838,27740,11157,10
"Washtenaw County, Michigan: Summary level: 050, state:26> county:161",38792,86.7,39.8,43451,56330,26.2,6.4,3.8,2.6,1.8,1.5,1.5,334662,55178,38032,2267,97.9,9.9,12.2,11.4,3.9,6.5,19.5,7.2,12.3,22.8,24.0,16471,137565,38032,203
"Wayne County, Michigan: Summary level: 050, state:26> county:163",235983,76.2,16.3,32641,39486,15.6,4.1,4.2,2.8,2.2,1.8,2.0,1773105,465053,229986,30297,92.6,11.3,14.9,13.3,8.3,11.8,28.4,12.2,21.0,22.8,24.3,181891,660724,229986,1677
"Anoka County, Minnesota: Summary level: 050, state:27> county:003",36500,87.9,18.6,39558,67819,23.4,6.8,4.0,2.7,2.0,0.9,1.2,332991,27669,36016,2278,100.4,9.6,12.1,12.5,3.5,7.7,16.2,5.7,10.7,25.0,18.0,10191,123554,36016,309
"Blue Earth County, Minnesota: Summary level: 050, state:27> county:013",7982,90.3,30.3,35083,49266,24.6,4.7,3.8,2.4,2.1,1.8,2.1,61104,10890,7608,481,103.9,10.6,14.0,11.8,4.8,9.0,20.5,6.2,11.2,24.2,27.8,1868,24133,7608,5
"Carver County, Minnesota: Summary level: 050, state:27> county:019",8735,87.0,24.5,36525,83194,29.2,2.9,3.2,2.1,1.6,1.3,1.2,92952,3328,8546,936,98.4,8.2,10.4,15.3,5.3,4.9,20.3,5.3,14.0,25.2,19.6,977,34108,8546,53
"Dakota County, Minnesota: Summary level: 050, state:27> county:037",44761,91.0,28.4,44863,71382,30.8,4.5,3.7,2.6,1.8,1.4,1.5,402587,31398,43571,1951,96.7,9.7,12.4,12.2,3.6,7.0,15.9,5.5,11.6,21.0,20.7,9345,155314,43571,97
"Hennepin County, Minnesota: Summary level: 050, state:27> county:053",140460,89.7,35.2,41218,62541,29.1,6.1,3.8,2.5,1.9,1.6,2.0,1164502,151982,135239,11426,97.0,10.3,13.4,12.7,5.1,8.2,18.3,8.5,14.7,22.3,26.9,50203,484276,135239,428
"Olmsted County, Minnesota: Summary level: 050, state:27> county:109",19471,87.9,24.3,41565,63803,25.2,10.0,3.8,3.1,2.3,2.1,1.9,144303,15138,18340,1804,93.9,11.9,14.5,18.0,6.3,6.8,16.1,7.2,13.5,20.5,25.9,4384,57099,18340,0
"Ramsey County, Minnesota: Summary level: 050, state:27> county:123",65283,88.8,31.5,42411,53925,25.1,4.6,3.6,2.9,2.3,1.7,2.0,506985,85342,62408,4227,94.6,10.9,14.1,13.4,6.1,7.0,18.5,6.7,13.1,24.9,26.6,26770,206261,62408,194
"St. Louis County, Minnesota: Summary level: 050, state:27> county:137",32977,86.9,23.0,34356,46773,18.7,2.3,4.9,3.7,3.0,2.1,2.7,192134,29091,31530,2302,100.8,14.4,18.5,16.5,5.8,7.5,18.2,5.6,13.1,22.5,22.8,10785,84386,31530,75
"Scott County, Minnesota: Summary level: 050, state:27> county:139",11863,87.5,24.9,41085,85382,29.6,7.0,3.4,1.9,1.2,1.3,1.0,133123,6545,11483,854,100.8,7.8,9.7,10.1,4.1,7.5,11.6,4.5,9.8,23.6,15.4,1469,46461,11483,274
"Sherburne County, Minnesota: Summary level: 050, state:27> county:141",8036,88.1,22.8,40628,69140,14.6,4.2,2.5,2.8,1.8,0.6,1.2,87535,5263,7614,491,107.1,8.0,10.1,18.5,4.1,5.0,22.7,8.6,11.0,25.4,15.4,1213,30387,7614,13
"Stearns County, Minnesota: Summary level: 050, state:27> county:145",19388,79.9,17.1,33257,54887,26.4,7.8,3.3,3.3,2.4,2.0,1.7,144256,19616,18690,2113,101.0,11.7,13.8,15.2,3.6,3.7,14.6,5.3,9.5,21.7,22.3,4530,56494,18690,111
"Washington County, Minnesota: Summary level: 050, state:27> county:163",28580,90.6,30.5,48670,80246,22.9,9.2,4.1,2.9,1.8,1.4,1.5,240577,13223,27940,1531,98.3,10.9,12.5,13.5,4.1,4.9,18.8,6.4,12.4,25.7,22.6,5251,89237,27940,76
"Wright County, Minnesota: Summary level: 050, state:27> county:171",13275,84.8,19.0,35035,72467,23.8,6.3,3.6,2.6,1.4,1.4,1.4,126116,9119,12776,1338,101.3,9.5,11.4,10.4,7.3,6.8,19.0,6.8,11.8,29.7,18.3,3422,45478,12776,157
"DeSoto County, Mississippi: Summary level: 050, state:28> county:033",18276,83.3,15.5,41076,54102,22.3,6.9,3.9,2.9,1.9,1.2,1.0,164673,16851,18033,1094,94.4,9.9,12.0,13.4,5.6,6.8,21.1,9.1,15.5,24.5,20.6,5215,59172,18033,175
"Forrest County, Mississippi: Summary level: 050, state:28> county:035",9123,69.1,26.6,32348,31584,27.2,6.2,3.9,2.6,1.4,1.7,2.4,73438,22153,8834,1846,84.8,10.8,12.8,24.7,10.9,21.7,41.9,15.1,25.9,16.7,17.4,4901,26949,8834,0
"Harrison County, Mississippi: Summary level: 050, state:28> county:047",24468,82.2,21.8,35687,41098,19.8,4.7,3.9,3.3,1.9,1.9,1.5,188460,36749,24000,2563,96.4,11.4,13.8,16.9,6.5,11.3,30.1,10.0,19.7,14.4,13.9,15365,74711,24000,153
"Hinds County, Mississippi: Summary level: 050, state:28> county:049",27713,74.6,28.4,37517,34581,29.2,7.3,3.6,2.6,2.0,1.3,1.6,240399,66271,26628,2858,87.8,9.5,12.6,12.4,9.2,13.3,31.3,11.2,21.3,21.6,18.2,17608,87734,26628,79
"Jackson County, Mississippi: Summary level: 050, state:28> county:059",18680,75.4,16.9,32799,44824,16.9,1.3,3.6,4.3,3.3,1.1,1.0,139201,21778,18513,1816,94.4,12.2,14.3,17.1,7.3,11.6,33.0,12.7,21.9,17.1,16.1,8918,50625,18513,115
"Jones County, Mississippi: Summary level: 050, state:28> county:067",10148,69.3,14.9,25819,34580,20.5,8.9,5.6,2.8,3.1,1.5,1.9,67178,18904,9852,1279,94.5,12.9,16.5,15.8,10.6,14.1,34.1,13.1,19.6,22.9,18.4,4410,26241,9852,0
"Lauderdale County, Mississippi: Summary level: 050, state:28> county:075",11627,83.7,15.2,30678,35255,15.6,9.8,5.4,3.3,2.5,1.8,1.6,76793,19958,11141,1765,93.7,12.4,16.5,22.5,7.1,6.8,31.5,12.3,21.0,19.8,16.0,5634,29327,11141,70
"Lee County, Mississippi: Summary level: 050, state:28> county:081",11500,75.6,20.2,32790,41202,29.2,11.6,3.8,4.0,2.3,2.1,1.3,84071,16341,10945,769,93.4,11.6,15.3,15.0,8.3,12.7,29.8,11.7,20.4,22.7,19.2,5191,31638,10945,0
"Madison County, Mississippi: Summary level: 050, state:28> county:089",11076,79.1,34.6,31512,60126,36.1,9.1,4.0,2.4,1.8,1.5,1.6,96904,14712,10691,1475,92.8,9.9,12.5,14.6,5.7,9.5,24.6,11.4,20.6,26.7,17.5,4320,36631,10691,0
"Rankin County, Mississippi: Summary level: 050, state:28> county:121",17753,83.7,21.9,40763,56437,23.6,8.4,4.5,2.6,2.0,1.7,1.3,138884,18913,16981,1758,91.3,10.8,13.5,18.2,9.5,18.7,26.1,9.7,14.3,19.5,15.6,6265,51982,16981,0
"Boone County, Missouri: Summary level: 050, state:29> county:019",16381,86.7,35.3,44457,44201,33.9,2.5,3.6,1.8,1.6,1.3,1.4,158592,30258,15630,760,93.0,8.5,10.8,14.0,8.0,8.8,19.8,7.5,15.3,25.0,20.3,6142,66360,15630,68
"Buchanan County, Missouri: Summary level: 050, state:29> county:021",12364,75.0,18.3,34934,41756,22.2,4.1,4.2,3.1,1.9,2.3,2.4,85790,17151,11834,1037,102.8,11.0,16.6,18.6,9.5,11.6,29.8,12.3,18.6,22.1,24.4,6810,34021,11834,23
