,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E
"Westmoreland County, Pennsylvania: Summary level: 050, state:42> county:129",81054,75035,19515,44577,59073,26.1,7.4,26599,19046,14405,9040,11964,342053,36445,78998,5903,96.4,36095,44959,13.2,4.2,6.1,19.2,5.5,12.3,6235,9351,19027,155147,78998,21
"Blair County, Pennsylvania: Summary level: 050, state:42> county:013",25977,22770,4555,41253,51004,24.4,5.8,8091,6153,5517,3183,3033,118813,18530,24552,2349,96.5,11160,14817,15.9,5.0,9.4,18.4,5.8,13.4,2183,2530,9461,52497,24552,181
"Lawrence County, Pennsylvania: Summary level: 050, state:42> county:073",19069,17260,3853,34481,50547,25.1,7.2,5723,4807,3211,2686,2642,83400,9647,18469,1692,94.4,8177,10892,16.5,7.1,7.5,22.3,7.8,16.9,1542,1903,7163,37282,18469,42
"Cambria County, Pennsylvania: Summary level: 050, state:42> county:021",30415,27374,4519,36709,49076,20.8,5.2,10173,6943,5533,3275,4491,123948,18927,29348,2385,96.3,13191,17224,15.0,5.9,9.4,19.9,7.9,13.4,2859,2781,11238,56490,29348,50
"Chester County, Pennsylvania: Summary level: 050, state:42> county:029",87354,81110,38028,68821,102016,35.5,11.2,27646,23032,16592,8754,11330,512854,29862,85360,4420,97.6,39374,47980,9.7,3.5,6.1,14.4,5.3,11.1,6905,7056,8966,193234,85360,298
"Berks County, Pennsylvania: Summary level: 050, state:42> county:011",74213,62827,16428,47065,67708,26.4,7.1,21493,20984,12759,9337,9640,407582,41338,71900,3711,97.0,33117,41096,11.7,3.8,5.7,21.7,6.6,14.8,6957,5536,19623,154696,71900,250
"Clay County, Missouri: Summary level: 050, state:29> county:047",36070,32294,9362,47406,70253,30.3,7.5,11924,9322,7105,3285,4434,247828,25932,35489,2101,93.9,15700,20370,20.3,6.0,11.2,23.4,4.5,11.6,3672,3639,6616,93066,35489,0
"St. Louis County, Missouri: Summary level: 050, state:29> county:189",184375,169089,68864,52845,70022,28.7,6.2,58516,45569,33478,23134,23678,972269,87337,177464,12774,90.4,77534,106841,10.9,5.5,5.9,18.6,6.1,13.0,15513,15322,29766,410842,177464,650
"Boone County, Missouri: Summary level: 050, state:29> county:019",22375,20503,9805,53818,57013,28.7,9.0,6659,6878,4238,1983,2617,171566,33662,21553,1303,94.1,9893,12482,12.8,4.0,10.5,23.6,6.1,14.5,2372,1471,6689,70721,21641,0
"Cole County, Missouri: Summary level: 050, state:29> county:051",13632,12232,3915,48331,61371,23.6,13.0,4526,3734,1646,2172,1554,70734,7901,13152,1106,108.1,6219,7413,13.5,3.3,5.2,16.1,4.1,10.4,1902,950,2430,31437,13152,52
"Franklin County, Missouri: Summary level: 050, state:29> county:071",18590,15729,3111,44967,60953,15.9,4.1,5675,5030,4028,1928,1929,102423,9151,18186,1382,101.0,8472,10118,14.3,5.3,4.3,15.1,3.0,6.8,2000,1995,3917,42161,18186,16
"Jackson County, Missouri: Summary level: 050, state:29> county:095",107972,97699,28816,43421,57936,28.3,6.6,35308,27761,18270,13988,12645,691159,93256,104653,9497,93.5,46220,61752,14.1,5.2,8.4,22.2,6.0,14.7,10704,9030,29351,292571,104653,825
"Buchanan County, Missouri: Summary level: 050, state:29> county:021",14187,12559,2061,36447,46922,15.1,6.4,4762,3385,2646,1621,1773,83001,13711,13506,1086,103.9,6133,8054,13.2,6.1,5.0,23.9,6.6,12.5,1417,1002,4063,33984,13506,0
"Cass County, Missouri: Summary level: 050, state:29> county:037",18166,17107,4184,53376,72819,24.8,5.5,5936,4393,3869,2619,1349,104422,8639,17499,688,91.4,8050,10116,16.9,5.4,11.3,25.4,9.7,17.3,1808,1992,3076,40544,17499,0
"Parker County, Texas: Summary level: 050, state:48> county:367",22439,19540,5648,53143,83262,27.7,7.2,6108,7700,3800,2286,2545,139997,11786,22085,2284,99.0,10483,11956,14.3,5.0,6.1,14.6,5.6,11.6,2287,1634,2340,43520,22085,128
"Ector County, Texas: Summary level: 050, state:48> county:135",15869,10652,1736,32441,67205,28.6,7.6,5489,3885,3009,1523,1963,164284,17017,15539,1546,103.8,6932,8937,15.8,12.4,11.4,24.6,11.4,14.2,1470,625,2562,53155,15539,103
"Collin County, Texas: Summary level: 050, state:48> county:085",116575,106318,50511,64147,96134,32.2,7.1,42675,30288,20520,13370,9722,1027126,64958,115204,8752,97.2,51256,65319,10.3,3.9,6.2,16.2,5.8,11.2,8904,7626,9860,363599,115204,2465
"Angelina County, Texas: Summary level: 050, state:48> county:005",14820,11930,2796,45533,53320,23.6,4.8,4313,4586,2578,1919,1424,84731,12069,14067,867,94.3,6606,8214,14.2,8.0,13.0,19.2,4.9,13.2,1284,1433,5948,32293,14067,139
"Hays County, Texas: Summary level: 050, state:48> county:209",25657,23684,8690,58037,72058,29.2,10.4,8910,7685,3335,3742,1985,220988,28078,25341,1898,97.5,11956,13701,19.0,10.5,7.9,18.5,7.6,11.5,2939,1971,5590,77749,25341,138
"Brazoria County, Texas: Summary level: 050, state:48> county:039",44707,37632,9329,55189,84904,28.5,6.6,14973,13208,8074,3941,4511,362423,26661,43248,1864,101.3,20759,23948,17.1,6.7,6.3,20.9,6.1,14.1,4158,2740,6901,129261,43248,1085
"Harrison County, Texas: Summary level: 050, state:48> county:203",12030,10579,2763,36737,58817,-999999999.0,-999999999.0,3997,2883,2247,1461,1442,64864,14206,11644,1106,94.7,5433,6597,17.8,7.6,15.9,20.7,5.7,15.6,1272,698,4147,24197,11644,0
"Williamson County, Texas: Summary level: 050, state:48> county:491",73213,66286,29556,73104,92179,26.2,5.4,24126,22024,10672,8229,8162,585978,32386,72170,2899,96.8,32321,40892,14.7,4.2,6.4,16.6,6.0,11.3,7683,6484,8511,193008,72170,1486
"Orange County, Texas: Summary level: 050, state:48> county:361",13519,11218,2342,43957,69052,37.1,5.0,4523,3149,3179,1477,1191,82303,9229,13213,1064,95.0,5982,7537,17.7,7.1,11.6,30.8,5.9,13.6,1270,952,3269,31913,13213,0
"Harris County, Texas: Summary level: 050, state:48> county:201",513916,407339,157243,51219,61618,30.0,9.5,186635,135089,92014,52854,47324,4668155,704885,507050,56498,98.6,227923,285993,11.7,6.5,8.8,21.4,7.6,14.2,35167,28178,184764,1647384,507050,17441
"Dallas County, Texas: Summary level: 050, state:48> county:113",291744,234631,90418,48111,61796,32.6,9.0,99868,78757,48770,31695,32654,2606870,363498,286248,33843,97.3,126013,165731,11.9,7.7,9.3,22.7,9.8,15.9,21682,17338,93680,940587,286248,7837
"Johnson County, Texas: Summary level: 050, state:48> county:251",25007,21718,5882,49716,66319,30.8,16.5,7356,6906,4872,3837,2036,173152,20881,24410,1966,100.2,11341,13666,12.9,4.2,5.2,19.6,4.4,10.7,1632,1778,5123,59113,24410,80
"McLennan County, Texas: Summary level: 050, state:48> county:309",37843,32250,10419,49685,50845,28.9,5.6,11948,9463,7733,3624,5075,247000,46098,36674,3742,95.3,16426,21417,16.3,8.7,11.4,27.3,7.8,15.1,3195,2856,9428,93021,36674,0
"Montgomery County, Texas: Summary level: 050, state:48> county:339",81311,70729,22921,61009,88695,26.8,9.2,28977,22434,12972,8857,8071,604280,54763,80370,5989,97.3,36997,44314,12.4,6.1,7.5,21.6,7.0,12.2,6993,5578,12893,209528,80370,402
"Webb County, Texas: Summary level: 050, state:48> county:479",27227,13222,4314,47894,56084,27.5,9.7,9655,6470,4274,2515,4313,273276,56108,26815,5050,95.7,11596,15631,18.7,18.3,18.8,35.0,20.0,15.7,1002,1692,16615,76326,26815,1125
"Jefferson County, Texas: Summary level: 050, state:48> county:245",36342,31523,7349,42485,55797,25.1,5.3,11731,9098,6798,4230,4485,234226,38807,34311,3599,104.6,15477,20865,17.1,13.6,7.3,33.7,8.1,12.5,2974,3313,11263,89273,34311,531
"Adams County, Illinois: Summary level: 050, state:17> county:001",13312,11974,2612,46454,55727,25.5,10.0,3186,3545,3006,1628,1947,63738,7990,12476,864,94.3,6094,7218,18.2,4.7,11.1,22.0,7.8,14.0,887,1366,3371,26993,12476,0
"DeKalb County, Illinois: Summary level: 050, state:17> county:037",13699,12756,3860,51810,64131,24.2,5.7,4904,3025,2717,1419,1634,100352,13672,13069,1337,97.5,6164,7535,10.4,7.3,7.2,20.0,5.4,12.7,1286,1064,3916,39330,13069,0
"Vermilion County, Illinois: Summary level: 050, state:17> county:183",14607,13352,1894,39691,43111,19.1,9.1,4516,3801,2832,1683,1775,72794,11979,14170,1259,96.9,6456,8151,13.4,4.5,8.8,23.3,8.9,15.2,1501,1338,5588,31154,14170,0
"Will County, Illinois: Summary level: 050, state:17> county:197",93453,84422,24444,58087,90134,23.6,7.1,31256,25761,18148,8819,9469,680639,43665,91041,4216,98.5,41816,51637,11.7,5.9,5.1,19.0,6.8,12.2,8286,6768,17763,230136,91041,648
"Williamson County, Illinois: Summary level: 050, state:17> county:199",13178,11760,3134,37876,58097,16.1,9.9,3456,4297,2933,1395,1097,63954,7745,12631,1121,97.8,5768,7410,17.7,8.6,9.8,33.5,11.4,22.6,1602,921,2715,27650,12631,0
"Cape Girardeau County, Missouri: Summary level: 050, state:29> county:031",13029,11317,3703,45810,57908,27.2,7.3,4219,2900,2616,1469,1825,75558,12278,12216,923,95.1,5757,7272,24.4,10.4,9.0,27.0,10.1,14.2,1959,1352,2915,31335,12216,0
"Payne County, Oklahoma: Summary level: 050, state:40> county:119",11344,10677,4009,45269,41272,25.1,4.2,3048,2835,2533,1666,1262,72887,18948,11119,809,99.6,4762,6582,21.0,10.8,10.5,30.4,10.0,20.9,624,995,3061,31788,11120,0
"Pottawatomie County, Oklahoma: Summary level: 050, state:40> county:125",11934,10503,1811,40561,53511,25.9,15.6,3783,3058,2347,1490,1256,69508,9802,11580,1108,93.4,5450,6484,21.5,7.2,7.2,24.1,6.2,11.7,1398,1073,3599,25655,11580,23
"Creek County, Oklahoma: Summary level: 050, state:40> county:037",13236,11451,1834,43458,54969,27.4,7.2,4104,3619,2205,1627,1681,70464,9409,12713,1003,97.0,5889,7347,15.6,5.1,8.5,22.2,5.4,14.3,1603,1321,3119,26561,12713,0
"Oklahoma County, Oklahoma: Summary level: 050, state:40> county:109",111963,100345,35633,51193,56235,30.1,10.8,37124,30191,18269,13512,12867,782342,116472,109582,11044,95.9,48997,62966,18.0,8.2,8.2,24.8,8.9,15.8,12144,9095,37557,305493,109582,941
"Rogers County, Oklahoma: Summary level: 050, state:40> county:131",15472,13606,3360,48122,66132,26.9,4.0,5219,3874,2420,2261,1698,90886,10428,14647,1167,99.0,7335,8137,18.3,3.6,8.9,23.9,6.7,15.3,2035,1814,2652,35531,14647,109
"Cleveland County, Oklahoma: Summary level: 050, state:40> county:027",39497,34622,11607,58242,64290,25.9,10.5,12240,11281,7596,4263,4117,273675,32536,38865,2376,100.1,17747,21750,16.4,6.7,9.1,25.0,7.0,13.0,4999,3714,6038,108673,38865,104
"St. Charles County, Missouri: Summary level: 050, state:29> county:183",63307,58579,18319,57336,89146,23.3,7.6,20163,16648,11595,7910,6991,394168,16692,62088,2436,96.0,27753,35554,11.6,4.5,4.2,14.7,4.9,9.9,6016,7254,3722,150668,62088,0
"Marion County, Oregon: Summary level: 050, state:41> county:047",56368,49978,15452,49776,64306,20.6,5.2,19041,14440,10298,6835,5754,338861,40123,55231,3924,99.1,24902,31466,14.6,8.1,10.7,23.1,10.9,14.7,5125,3534,21966,121061,55231,421
"Douglas County, Oregon: Summary level: 050, state:41> county:019",29489,27164,4065,41589,48585,17.9,3.4,9336,7270,5065,3885,3933,110041,11363,29132,1327,95.7,13695,15794,22.8,9.0,10.1,25.6,3.6,8.8,3646,3005,8371,46186,29132,0
"Polk County, Oregon: Summary level: 050, state:41> county:053",15731,14099,4487,50516,72914,19.9,4.0,5039,4226,2574,1975,1917,84436,6159,15670,851,95.9,7021,8710,14.2,2.8,9.0,21.0,8.3,12.3,1841,1445,3825,31224,15670,0
"Deschutes County, Oregon: Summary level: 050, state:41> county:017",40670,37975,15597,60207,71643,24.4,8.8,13742,11679,6837,4930,3482,195748,19054,40388,1843,98.9,19050,21620,13.2,5.1,7.1,15.9,7.0,10.7,3916,3958,6107,76528,40388,0
"Tarrant County, Texas: Summary level: 050, state:48> county:439",244678,209660,78551,53543,70139,27.3,7.1,82380,67564,44017,24908,25809,2073147,210667,239526,19771,95.7,106830,137848,13.5,6.2,8.0,22.7,6.8,12.3,26137,19798,68572,727094,239526,4420
"Ellis County, Texas: Summary level: 050, state:48> county:139",23269,19932,4863,58852,78797,36.4,4.3,9586,4673,4097,2823,2090,182663,16146,22780,891,99.2,10416,12853,17.5,4.0,9.2,19.9,7.0,10.7,2013,1933,4323,61465,22780,184
"San Patricio County, Texas: Summary level: 050, state:48> county:409",10320,6749,1331,36601,57899,15.8,4.2,3971,2642,1747,740,1220,65525,8290,10005,812,102.8,4740,5580,27.2,12.6,16.5,38.6,14.8,23.0,891,618,2647,21872,10005,0
"Randall County, Texas: Summary level: 050, state:48> county:381",21743,20253,8217,51862,70651,32.8,7.1,7881,4868,4182,2209,2603,134443,12684,21568,1816,95.9,9657,12086,16.0,5.4,5.6,19.9,8.1,12.4,2603,2068,2605,50261,21568,0
"Wise County, Texas: Summary level: 050, state:48> county:497",9966,8552,1584,53070,71421,-999999999.0,-999999999.0,3060,2906,2237,1115,648,68873,3662,9668,727,103.0,4780,5186,17.8,5.4,8.2,17.9,4.8,12.8,770,975,1748,22882,9668,0
"Rockwall County, Texas: Summary level: 050, state:48> county:397",12854,12322,4938,72318,103378,-999999999.0,-999999999.0,4666,3420,2804,1190,774,104255,4693,12480,256,97.6,5898,6956,9.7,2.4,4.7,16.8,4.1,8.4,1864,769,1712,36665,12480,313
"Taylor County, Texas: Summary level: 050, state:48> county:441",20403,18395,5346,49564,55351,31.0,8.4,7006,4451,3944,2620,2382,131530,18476,19606,1754,94.8,8540,11863,19.9,7.4,13.3,28.3,10.6,17.0,1918,1647,6364,50282,19606,19
"Walker County, Texas: Summary level: 050, state:48> county:471",9834,8605,2220,45904,47170,-999999999.0,-999999999.0,3049,2791,1505,1500,989,58325,11476,8949,245,144.3,4786,5048,8.1,3.8,8.3,15.6,6.4,7.4,1161,946,1241,22201,8949,0
"Coryell County, Texas: Summary level: 050, state:48> county:099",8097,7464,1585,49383,53504,17.4,9.4,2413,2169,1395,1105,1015,60637,6385,7938,1136,100.9,3620,4477,21.7,10.6,15.7,33.9,8.2,23.5,1260,1268,1425,22093,7938,212
"Potter County, Texas: Summary level: 050, state:48> county:375",15772,12610,2526,29094,37297,21.0,7.3,5685,3700,2485,2091,1811,110843,23315,14819,2864,106.4,6917,8855,13.6,5.0,11.8,25.0,6.7,15.2,1349,1442,6015,44180,14819,312
"Chittenden County, Vermont: Summary level: 050, state:50> county:007",26225,24024,11068,67183,76806,40.2,9.3,8433,6718,5676,3550,1848,154032,18185,25425,996,97.1,11320,14905,13.5,4.5,6.3,18.6,6.3,12.7,2167,1783,4961,68516,25425,0
"Windham County, Connecticut: Summary level: 050, state:09> county:015",19310,16448,4656,50273,62106,26.1,3.5,6258,5094,3241,2485,2232,111512,13685,18519,1140,103.6,8541,10769,13.7,2.6,4.6,20.3,7.0,14.3,1438,1776,8026,47015,18519,0
"New London County, Connecticut: Summary level: 050, state:09> county:011",49770,44825,16049,61601,75633,28.7,12.5,15451,13713,8809,5841,5956,253622,18349,48054,2129,100.3,22577,27193,12.9,4.4,9.8,18.5,5.7,12.4,5120,5744,11952,109752,48054,275
"Middlesex County, Connecticut: Summary level: 050, state:09> county:007",33697,30671,14412,57946,76518,32.3,7.1,10775,8180,6173,4117,4452,157297,11502,32375,1791,98.8,15216,18481,9.5,5.0,5.7,14.4,6.4,12.1,2811,2524,6943,66884,32375,49
"Tolland County, Connecticut: Summary level: 050, state:09> county:013",24554,22377,7878,61911,91028,32.9,13.9,7901,6503,4263,2937,2950,135607,11284,23850,1206,101.5,11508,13046,14.1,4.8,6.4,17.9,6.0,14.3,1769,1931,2508,56749,23850,0
"Fairfield County, Connecticut: Summary level: 050, state:09> county:001",153798,132018,61847,65662,97053,34.6,11.3,44955,39369,29288,18476,21710,926326,84006,149534,10472,94.9,67087,86711,10.5,4.2,8.3,20.4,8.3,15.3,6885,11773,28194,340557,149534,1646
"Duval County, Florida: Summary level: 050, state:12> county:031",138376,120735,40153,43543,58415,26.8,8.4,50276,34973,24546,15633,12948,934419,127108,135137,18276,93.8,59905,78471,10.7,6.3,9.5,24.8,7.5,14.7,17303,11017,43989,368668,135137,1855
"Brevard County, Florida: Summary level: 050, state:12> county:009",145774,132420,41615,47515,57305,18.5,4.3,42278,36161,27469,22632,17234,595223,51942,144190,10153,95.2,66767,79007,13.6,5.4,10.2,20.7,7.3,12.7,16423,16834,19883,230043,144190,837
"Clay County, Florida: Summary level: 050, state:12> county:019",35457,32752,10328,63106,76687,25.4,7.9,11290,9857,6401,4405,3504,216998,18468,35073,1600,97.5,16325,19132,12.7,4.5,6.6,22.5,6.6,10.4,6067,3609,5313,75793,35073,318
"Lake County, Florida: Summary level: 050, state:12> county:069",98904,87573,25405,49198,57588,15.8,5.1,27885,24194,22154,12707,11964,362014,40573,97971,6462,95.1,45374,53530,13.7,7.3,7.1,21.2,4.7,14.0,9747,10996,15125,139192,97971,182
"Nassau County, Florida: Summary level: 050, state:12> county:089",20697,18516,7877,64733,70939,16.9,2.2,5281,6749,4440,2809,1418,87600,8646,20491,1117,97.3,9813,10884,15.1,10.6,8.2,24.8,7.9,13.1,2874,2757,3268,35212,20491,67
"Pinellas County, Florida: Summary level: 050, state:12> county:103",247636,220714,70267,44219,56737,23.5,5.3,72333,60189,45608,33337,36169,957801,107742,241951,27515,92.3,110356,137280,12.8,6.3,8.5,21.7,7.2,12.7,22889,23458,32722,395286,241951,1142
"Polk County, Florida: Summary level: 050, state:12> county:105",149025,125179,34762,42825,51833,19.4,5.3,42642,40435,29450,19975,16523,709779,99344,146824,13887,96.3,68923,80102,14.4,5.2,8.1,20.8,6.7,11.8,15041,14765,32872,238629,146824,220
"St. Lucie County, Florida: Summary level: 050, state:12> county:111",81133,68289,18276,50820,58039,22.9,6.1,17982,25826,18828,11473,7024,325399,31412,80414,6728,92.8,37731,43402,13.5,8.9,8.0,21.8,6.8,12.9,7172,8128,14633,116900,80414,858
"Indian River County, Florida: Summary level: 050, state:12> county:061",54727,50468,19136,56804,59782,17.4,6.7,15262,13779,10323,8356,7007,158418,19512,54192,3323,95.3,24904,29823,12.0,3.6,5.7,16.5,3.9,8.6,4174,7507,4400,63917,54192,170
"St. Johns County, Florida: Summary level: 050, state:12> county:109",55242,52689,25148,65501,90356,27.0,8.1,16719,15749,10454,5348,6972,261736,16815,54902,2750,93.5,25737,29505,11.1,4.9,4.8,16.1,4.9,9.1,6414,5970,4923,94761,54902,423
"Seminole County, Florida: Summary level: 050, state:12> county:117",75115,69152,27274,58108,70190,28.0,9.5,24598,20135,13529,7438,9415,467578,43581,73611,4544,93.1,32306,42809,14.5,6.4,6.7,19.0,5.9,12.0,6370,6071,15202,181142,73611,535
"Bay County, Florida: Summary level: 050, state:12> county:005",32285,28730,7827,55831,59450,24.3,7.1,9311,9732,7536,2711,2995,172273,17681,31551,2803,96.6,14669,17616,16.1,3.7,9.2,27.7,7.1,12.8,4736,3531,8464,69195,31551,87
"Flagler County, Florida: Summary level: 050, state:12> county:035",35824,32072,9876,52866,60204,22.2,3.4,12198,9039,6991,4146,3450,114514,11927,35642,2306,89.7,17098,18726,11.5,3.2,7.5,13.3,4.5,9.3,3405,3346,2762,44464,35642,93
"Osceola County, Florida: Summary level: 050, state:12> county:097",50781,38870,10399,42991,51760,19.9,8.2,16133,13464,9626,5669,5889,373160,54092,50085,5111,98.7,22666,28115,10.6,4.7,11.7,27.9,8.3,15.9,2765,2889,17752,111539,50085,945
"Walton County, Florida: Summary level: 050, state:12> county:131",14929,12137,4853,63835,60457,-999999999.0,-999999999.0,5252,3914,1806,1313,2644,72352,6688,14626,976,103.6,7075,7854,28.8,11.9,21.1,37.0,17.8,24.8,1928,1726,2318,26475,14626,0
"Marion County, Florida: Summary level: 050, state:12> county:083",106950,95513,23358,44942,49576,16.6,3.8,30068,27442,23932,13752,11756,355224,53235,105257,8574,91.9,48896,58054,15.6,3.9,7.5,17.0,4.9,10.6,10403,13951,18339,145622,105257,672
"Orange County, Florida: Summary level: 050, state:12> county:095",170997,141635,48749,50551,63461,28.2,7.5,60453,43083,28136,22537,16788,1359610,171033,167720,19194,96.2,74781,96216,11.5,7.3,9.7,25.3,7.0,15.3,14783,10722,59089,457949,167720,3912
"Alachua County, Florida: Summary level: 050, state:12> county:001",39364,36319,15208,47504,49534,18.3,4.7,13321,10478,5828,4746,4991,255751,47695,38203,3552,92.1,17556,21808,17.0,5.1,8.3,20.8,8.1,12.6,4132,2945,7759,103024,38203,524
"Charlotte County, Florida: Summary level: 050, state:12> county:015",77915,71717,18439,47242,54652,15.6,4.0,22879,18050,15993,10310,10683,185164,22138,76848,4842,93.6,36257,41658,15.7,5.5,8.3,20.9,6.3,12.1,7671,9435,5172,76589,76848,288
"Martin County, Florida: Summary level: 050, state:12> county:085",51435,46492,18145,57587,70842,22.9,3.4,14116,10904,12209,6230,7976,157621,11652,50687,2913,101.3,24341,27094,12.5,5.7,7.1,19.2,4.6,10.1,4784,6116,5130,65014,50687,253
"Sarasota County, Florida: Summary level: 050, state:12> county:115",161594,152771,66811,61433,66342,22.5,6.3,42325,39529,33778,23834,22128,427475,29856,158886,8228,90.6,73654,87940,11.8,4.0,5.4,14.6,3.9,10.0,11525,17937,9797,187411,158886,730
"Manatee County, Florida: Summary level: 050, state:12> county:081",113970,104323,40383,56473,64499,20.7,8.7,31082,30909,24356,14754,12869,398980,45871,112697,10226,95.5,52799,61171,13.1,4.3,6.8,17.3,6.5,10.2,8884,10664,12226,145171,112697,2036
"Yamhill County, Oregon: Summary level: 050, state:41> county:071",18801,17464,4839,53828,72904,26.7,6.1,6013,5295,3253,1819,2421,101774,11592,18294,1631,97.9,8711,10090,23.5,11.7,13.6,24.0,5.1,15.7,2573,1730,5353,36323,18294,0
"Klamath County, Oregon: Summary level: 050, state:41> county:035",14770,13004,2805,36822,56348,19.1,8.7,5176,3724,3361,1007,1502,67605,11110,14723,2452,96.9,6829,7941,18.9,11.1,11.1,26.0,5.2,11.2,2323,1875,6650,29357,14723,0
"Benton County, Oregon: Summary level: 050, state:41> county:003",15005,14734,8583,64558,70835,25.4,5.9,5168,4154,2242,1388,2053,87493,15662,14965,1557,98.1,7207,7798,15.5,3.4,5.6,17.8,6.4,10.9,1249,1216,3609,37378,14965,0
"Multnomah County, Oregon: Summary level: 050, state:41> county:051",113135,103714,49960,55156,72900,25.7,6.5,40485,32004,17920,10456,12270,798137,97044,110533,9442,98.3,50206,62929,14.3,7.3,9.1,19.8,8.1,13.6,8925,7980,38606,337903,110533,1802
"Crawford County, Pennsylvania: Summary level: 050, state:42> county:039",18060,15506,2568,39180,49428,20.0,5.8,5454,5359,4026,1177,2044,81137,9236,17843,1288,94.5,8373,9687,12.1,4.6,7.7,15.5,5.2,10.1,2435,1570,5097,35387,17843,133
"Erie County, Pennsylvania: Summary level: 050, state:42> county:049",49795,44300,12070,42838,51818,24.7,7.7,17531,11144,8786,5675,6659,256304,44656,47966,4646,95.6,22286,27509,14.3,7.1,8.0,20.2,8.0,13.8,4529,4695,20540,110128,47966,0
"Schuylkill County, Pennsylvania: Summary level: 050, state:42> county:107",29414,25403,3804,36235,56295,22.8,2.4,8662,8036,4695,3307,4714,133516,15406,27946,2230,106.1,13125,16289,17.1,4.8,6.0,21.6,6.6,11.5,2890,2902,9382,58242,27946,66
"Adams County, Pennsylvania: Summary level: 050, state:42> county:001",21698,19055,4693,43137,67715,25.1,9.2,7044,5608,4309,2243,2494,98783,7066,20930,1094,97.7,9943,11755,12.2,8.2,7.4,17.5,4.6,9.6,1813,1822,2683,38703,20930,0
