,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E
"Chaves County, New Mexico: Summary level: 050, state:35> county:005",9349,69.7,20.3,33270,45753,29.0,9.7,4.3,3.6,3.1,1.5,1.6,64310,12101,9092,1311,94.7,13.4,14.9,15.9,9.3,8.5,26.4,7.5,15.0,21.7,25.8,4354,23806,9092,150
"Do?a Ana County, New Mexico: Summary level: 050, state:35> county:013",28715,72.0,26.2,34457,36343,20.3,4.0,4.2,3.3,2.6,1.7,1.6,208101,57908,28313,3643,96.9,12.5,14.3,18.3,7.6,7.3,26.6,8.1,15.9,20.1,19.1,15935,74898,28313,831
"Lea County, New Mexico: Summary level: 050, state:35> county:025",7099,60.5,13.4,32565,56191,26.1,6.4,3.3,2.8,1.2,1.8,1.2,65818,8035,6908,579,106.0,9.3,11.7,23.5,7.5,9.8,39.3,8.3,18.1,19.4,19.9,1991,22418,6908,161
"McKinley County, New Mexico: Summary level: 050, state:35> county:031",7210,55.6,10.3,23017,24945,20.0,5.0,3.7,2.1,1.7,1.3,0.9,72818,30868,7056,2395,96.7,8.9,10.7,30.6,21.9,11.9,28.8,9.5,18.3,30.3,8.6,4084,18046,7056,223
"Otero County, New Mexico: Summary level: 050, state:35> county:035",10624,85.1,13.1,40580,44102,21.9,5.8,5.7,4.0,3.5,1.6,1.4,62076,13601,10282,1022,105.4,16.0,16.4,21.3,9.7,15.6,28.9,11.9,15.1,31.8,17.4,3844,23176,10282,22
"Sandoval County, New Mexico: Summary level: 050, state:35> county:043",19609,85.0,27.1,37941,55825,16.7,6.7,5.1,3.9,2.5,1.7,1.2,135530,22485,19449,2307,97.2,13.5,15.2,18.7,5.9,9.2,20.4,7.0,13.3,24.0,18.1,5976,47593,19449,108
"San Juan County, New Mexico: Summary level: 050, state:35> county:045",15599,66.5,12.8,31667,43787,26.0,2.3,4.4,3.0,2.0,1.3,1.6,125488,28442,15265,2526,98.7,11.0,13.6,22.1,9.5,11.4,27.0,9.0,17.9,25.7,16.9,5810,37847,15265,435
"Santa Fe County, New Mexico: Summary level: 050, state:35> county:049",27247,89.8,49.2,47812,51833,24.9,12.7,6.7,5.1,3.5,1.6,1.5,144957,28106,27020,2201,94.9,17.2,19.7,16.9,6.8,13.0,20.0,8.8,14.9,26.2,23.7,6890,60405,27020,349
"Valencia County, New Mexico: Summary level: 050, state:35> county:061",10965,70.9,19.1,34406,40075,21.2,10.0,4.1,3.9,2.3,2.7,1.3,74288,19338,10798,1288,101.0,13.8,14.9,16.7,12.1,6.9,27.3,6.3,17.4,17.8,24.6,5847,25003,10798,131
"Albany County, New York: Summary level: 050, state:36> county:001",45661,87.4,29.7,39066,55778,24.4,4.8,4.3,3.4,2.1,2.4,2.7,291035,40399,43114,3847,94.0,12.9,16.8,12.9,2.9,7.8,19.0,7.1,12.9,24.7,33.7,13737,123251,43114,0
"Bronx County, New York: Summary level: 050, state:36> county:005",158370,56.3,12.7,22087,33009,17.2,4.9,3.5,2.7,1.9,1.6,1.5,1379387,425977,147985,35283,89.4,9.1,13.0,12.1,9.9,12.6,32.8,12.9,21.0,21.3,17.8,182381,481143,147985,3422
"Broome County, New York: Summary level: 050, state:36> county:007",34285,85.9,21.1,35065,45560,22.5,6.6,4.9,3.8,3.8,2.3,2.5,187188,33623,32136,2688,94.8,15.1,19.5,12.1,5.2,8.2,21.2,7.2,13.0,20.7,40.4,12627,76714,32136,69
"Cattaraugus County, New York: Summary level: 050, state:36> county:009",13301,77.2,15.8,30809,40362,23.1,3.5,5.6,3.8,2.8,1.9,2.8,76439,15206,13027,1441,97.9,15.3,18.4,15.3,6.1,8.7,27.1,8.0,18.3,22.6,19.4,5597,32271,13027,248
"Cayuga County, New York: Summary level: 050, state:36> county:011",13937,83.7,15.6,34813,50154,25.1,11.5,6.1,3.5,3.2,2.3,2.5,75724,9945,13417,1319,102.8,15.7,19.5,12.0,3.7,4.8,18.4,6.1,11.3,29.1,21.8,3410,30784,13417,11
"Chautauqua County, New York: Summary level: 050, state:36> county:013",23447,80.6,18.9,31372,40413,24.7,5.2,5.3,4.2,3.4,2.6,2.2,126502,24222,22356,1862,98.1,15.3,19.9,14.2,5.0,5.7,20.5,5.9,10.3,27.3,25.4,11226,54551,22356,0
"Chemung County, New York: Summary level: 050, state:36> county:015",14406,82.7,24.7,34798,45237,21.8,10.8,4.3,4.4,3.2,2.1,2.3,83345,14217,13717,1094,97.7,14.5,18.0,14.7,6.1,7.5,21.1,5.2,8.7,32.0,23.2,5943,35838,13717,90
"Clinton County, New York: Summary level: 050, state:36> county:019",12214,78.1,20.3,35226,43892,20.4,6.2,5.2,3.2,2.4,2.1,2.1,73382,11445,11424,640,106.4,12.9,17.1,18.5,7.4,10.8,28.9,10.7,20.8,27.7,23.2,5854,31862,11424,0
"Dutchess County, New York: Summary level: 050, state:36> county:027",44688,81.5,27.5,48184,70056,30.1,6.7,5.1,3.4,2.5,1.8,2.3,280392,25466,42642,1610,98.0,13.4,16.6,16.9,7.3,10.4,24.5,8.4,15.6,25.0,28.7,11494,107752,42642,568
"Erie County, New York: Summary level: 050, state:36> county:029",150358,82.7,23.1,33776,51245,23.2,6.6,4.9,3.5,2.8,2.3,2.8,893457,135428,145384,13462,93.7,14.1,18.5,13.7,5.3,6.4,21.1,6.5,15.1,23.8,31.2,62651,381927,145384,565
"Jefferson County, New York: Summary level: 050, state:36> county:045",14010,79.7,16.0,37668,46683,20.0,8.3,3.6,3.0,2.4,1.4,1.3,113014,18002,13448,860,112.5,9.9,13.8,15.0,6.2,7.2,19.6,4.8,10.1,16.9,11.8,7090,42466,13448,0
"Kings County, New York: Summary level: 050, state:36> county:047",310184,64.9,21.1,25146,47520,20.3,3.5,3.8,2.8,2.1,1.5,1.7,2571598,599001,305104,70529,90.2,10.1,13.6,11.6,9.6,13.3,31.8,14.4,22.4,21.6,28.2,228412,925489,305104,5569
"Livingston County, New York: Summary level: 050, state:36> county:051",9923,87.5,16.4,39226,52061,19.7,4.1,5.2,3.5,2.5,2.2,1.9,58884,9402,9623,774,104.2,13.6,17.1,16.4,3.8,14.9,21.7,8.4,19.4,26.5,26.8,2828,23853,9623,259
"Madison County, New York: Summary level: 050, state:36> county:053",11091,80.5,16.7,35867,52300,22.9,2.7,4.6,4.0,3.2,2.1,1.4,67088,9388,10672,1269,97.5,14.0,16.6,11.0,6.3,8.6,14.3,7.5,10.8,24.3,21.5,3577,26518,10672,0
"Monroe County, New York: Summary level: 050, state:36> county:055",112731,85.4,28.1,36329,51665,22.2,6.3,4.7,3.4,2.4,2.0,2.5,723613,114001,108267,7285,93.5,13.2,16.7,12.4,4.7,7.5,20.1,6.0,13.3,25.3,29.1,43323,298314,108267,186
"Nassau County, New York: Summary level: 050, state:36> county:059",218449,86.2,31.3,59582,96193,30.6,8.5,5.0,3.3,2.6,2.3,2.9,1331298,81337,211441,9116,94.3,14.1,18.1,11.8,5.2,6.9,19.6,8.2,14.1,27.4,43.7,23693,438588,211441,2477
"New York County, New York: Summary level: 050, state:36> county:061",231326,75.1,43.7,38010,72190,33.3,9.4,4.2,3.6,2.4,1.8,2.2,1580465,299254,225343,43710,89.4,12.1,16.1,10.6,6.2,9.0,24.1,9.0,14.2,16.3,46.4,105162,726357,225343,1859
"Niagara County, New York: Summary level: 050, state:36> county:063",36005,81.3,19.2,31431,46775,17.4,4.7,5.1,3.8,2.6,2.6,2.7,209708,28672,34764,3137,94.9,15.1,18.4,12.7,5.8,5.6,19.5,5.8,13.1,24.4,25.7,11979,87970,34764,43
"Oneida County, New York: Summary level: 050, state:36> county:065",40034,83.0,16.8,35335,43702,27.9,5.4,5.3,3.7,2.5,2.5,3.2,220205,38955,37226,3270,99.3,15.0,19.3,16.4,7.8,9.4,22.6,8.4,15.3,23.2,26.7,16777,89648,37226,282
"Onondaga County, New York: Summary level: 050, state:36> county:067",70039,85.9,25.7,39133,52110,27.6,7.3,4.7,3.0,2.4,2.4,2.4,451670,69343,66949,4984,93.3,13.2,16.6,14.5,5.2,7.7,18.8,6.2,12.8,23.3,28.3,26974,184316,66949,156
"Ontario County, New York: Summary level: 050, state:36> county:069",18462,86.7,25.4,47949,58165,28.1,4.2,5.4,4.1,3.3,1.9,2.2,105716,10115,18005,1076,92.8,15.3,18.4,11.7,3.9,9.0,14.9,8.0,12.7,25.0,23.4,4149,43028,18005,0
"Orange County, New York: Summary level: 050, state:36> county:071",45456,84.1,20.8,43553,68950,26.9,10.4,4.3,2.6,1.6,1.5,2.0,365368,49125,43878,3069,99.9,10.6,13.6,15.5,9.5,10.3,23.1,8.8,17.3,22.2,20.6,14895,123977,43878,285
"Oswego County, New York: Summary level: 050, state:36> county:075",16934,79.8,15.2,36635,46533,16.5,8.2,4.9,3.4,2.6,1.6,1.6,116298,22701,16529,1457,100.0,12.6,15.3,15.1,5.1,7.1,19.6,6.2,13.8,17.5,17.2,7079,45327,16529,0
"Putnam County, New York: Summary level: 050, state:36> county:079",14064,85.5,30.1,71938,93746,35.0,10.5,5.8,3.0,2.0,1.8,1.5,98463,4307,13875,569,100.9,12.8,15.4,9.8,3.9,6.3,21.1,6.4,14.6,33.7,26.2,1174,32251,13875,229
"Queens County, New York: Summary level: 050, state:36> county:081",308039,69.5,21.0,36086,56599,22.2,4.2,4.3,3.0,2.4,1.8,2.0,2270581,347863,298267,40781,94.5,11.4,15.3,10.6,7.7,9.0,24.6,10.2,17.6,21.7,35.6,114636,784243,298267,5651
"Rensselaer County, New York: Summary level: 050, state:36> county:083",23485,83.6,22.2,44801,57438,24.6,2.5,5.2,2.9,2.2,1.7,2.6,154132,22660,22229,1617,98.8,12.7,16.6,12.6,6.2,9.1,22.9,8.7,15.1,25.9,27.6,8770,63981,22229,67
"Richmond County, New York: Summary level: 050, state:36> county:085",66628,82.6,21.7,44620,69633,23.2,4.7,5.1,3.1,2.0,1.9,1.9,466495,59539,64131,5806,93.6,12.4,15.7,7.5,3.6,5.4,17.8,6.4,12.8,30.7,28.6,22351,167629,64131,617
"Rockland County, New York: Summary level: 050, state:36> county:087",46792,83.8,35.0,56962,80942,35.9,8.3,4.7,3.1,2.5,1.9,2.4,315967,47353,45359,3530,96.3,12.6,16.5,10.6,4.6,8.2,20.7,9.2,17.5,32.6,39.1,9868,98294,45359,549
"St. Lawrence County, New York: Summary level: 050, state:36> county:089",16701,79.7,16.7,35177,45157,23.5,3.1,5.4,3.0,2.7,1.6,2.2,100476,22693,15692,1570,102.3,13.2,16.6,19.5,7.5,10.9,27.2,11.6,17.0,23.4,20.0,7064,41299,15692,16
"Saratoga County, New York: Summary level: 050, state:36> county:091",33933,88.5,26.4,44374,70673,26.2,4.6,4.9,4.0,2.3,1.9,2.0,219432,17042,32835,2188,97.4,13.9,16.4,15.3,5.3,6.9,20.5,5.6,12.6,26.1,21.5,8094,90397,32835,51
"Schenectady County, New York: Summary level: 050, state:36> county:093",23422,90.2,26.9,39114,54293,25.0,5.7,5.2,2.3,2.1,1.9,3.5,151819,21755,22295,1368,90.8,13.3,16.7,13.5,6.3,11.0,21.7,9.3,19.7,23.0,31.1,8604,57526,22295,0
"Steuben County, New York: Summary level: 050, state:36> county:101",16720,83.4,18.9,33675,47046,16.4,3.1,5.0,4.3,3.2,2.2,2.3,96990,15163,16110,1263,97.3,15.5,18.4,17.2,7.5,8.4,23.0,6.2,11.6,21.5,22.7,6108,41241,16110,30
"Suffolk County, New York: Summary level: 050, state:36> county:103",223386,84.9,25.9,51972,85439,28.6,6.8,4.7,3.6,2.6,2.1,1.9,1470600,106985,215342,13446,97.0,13.0,16.7,11.4,5.1,5.7,19.2,7.5,12.6,28.7,32.1,32207,496958,215342,1425
"Sullivan County, New York: Summary level: 050, state:36> county:105",12127,74.6,21.1,36803,47805,19.7,4.0,6.1,3.5,2.7,1.3,2.3,73622,14781,11435,1439,111.9,15.0,16.7,14.3,8.1,11.5,26.3,13.2,18.0,27.6,19.1,3598,27508,11435,24
"Tompkins County, New York: Summary level: 050, state:36> county:109",12425,90.2,47.5,41744,48516,31.9,10.0,4.4,2.7,2.0,1.7,1.3,88377,17907,12033,426,97.3,10.6,13.3,14.0,6.4,8.6,17.1,11.6,18.4,24.4,26.1,4000,37524,12033,316
"Ulster County, New York: Summary level: 050, state:36> county:111",29566,87.3,26.0,44172,58429,32.3,10.6,5.1,4.2,2.9,2.3,1.7,173358,19549,28801,2257,98.4,14.5,18.1,12.5,5.3,8.0,17.3,7.3,15.9,25.0,28.1,6320,68650,28801,34
"Warren County, New York: Summary level: 050, state:36> county:113",12531,88.3,26.5,36436,55593,23.9,12.8,6.4,4.4,3.3,2.4,2.7,64522,6292,12151,1082,96.7,17.4,20.9,10.7,4.3,9.7,19.1,6.6,16.6,23.8,27.3,3036,27228,12151,0
"Wayne County, New York: Summary level: 050, state:36> county:117",14745,82.2,15.9,35920,50242,14.2,7.8,4.9,4.4,2.5,2.6,1.5,91252,9624,14355,784,97.7,14.8,17.1,14.1,4.8,8.3,20.5,7.4,13.0,20.9,30.5,3752,35349,14355,0
"Westchester County, New York: Summary level: 050, state:36> county:119",149376,80.7,35.4,52830,84220,33.7,9.4,4.7,3.2,2.7,2.3,2.4,944176,91341,143859,10864,93.5,13.3,17.4,11.7,5.5,8.0,21.3,8.6,14.5,32.2,37.4,32519,341755,143859,1795
"Alamance County, North Carolina: Summary level: 050, state:37> county:001",24567,78.6,16.3,29908,42512,20.7,4.7,5.3,3.2,3.0,2.0,2.4,150206,31103,23674,2871,90.8,13.9,17.7,18.6,9.3,8.3,23.6,7.4,17.5,23.9,21.1,8275,59200,23674,798
"Brunswick County, North Carolina: Summary level: 050, state:37> county:019",29610,85.4,31.7,47274,47334,16.9,6.3,11.4,6.3,4.1,2.3,1.6,114304,18285,29365,1898,93.8,25.8,25.6,14.8,4.5,6.0,16.6,6.4,12.8,38.2,22.2,8020,48444,29365,168
"Buncombe County, North Carolina: Summary level: 050, state:37> county:021",43054,88.6,31.9,34877,46431,20.8,2.1,5.8,4.0,2.4,2.8,2.4,242068,35837,41334,3796,94.6,15.3,19.4,13.3,9.3,11.8,23.8,11.1,17.2,22.7,26.3,12967,100980,41334,117
"Burke County, North Carolina: Summary level: 050, state:37> county:023",15359,73.5,13.0,27403,33379,19.4,3.1,5.4,4.6,3.1,1.8,2.2,87027,18921,14828,977,96.4,15.2,19.0,17.9,3.2,11.7,27.2,9.3,20.1,24.0,25.8,6468,34484,14828,0
"Cabarrus County, North Carolina: Summary level: 050, state:37> county:025",23524,74.9,18.1,34618,54307,20.1,4.3,4.9,2.7,2.6,1.1,1.3,185294,22023,22891,1621,94.5,10.9,14.1,14.6,9.0,9.2,25.0,12.4,15.4,22.2,23.3,6179,65725,22891,114
"Caldwell County, North Carolina: Summary level: 050, state:37> county:027",14052,66.5,8.2,27471,32386,16.2,2.1,5.7,4.5,2.7,2.2,2.1,80722,14274,13707,1763,94.4,16.2,18.0,22.8,4.5,16.9,30.6,10.3,22.0,30.8,26.8,5718,29255,13707,199
"Carteret County, North Carolina: Summary level: 050, state:37> county:031",14489,85.9,20.1,39855,45231,16.7,8.1,7.1,5.7,3.4,2.7,2.3,67231,10101,14218,1048,98.4,19.7,22.6,17.0,9.2,9.1,26.4,6.8,14.2,28.4,16.7,3842,29961,14218,31
"Catawba County, North Carolina: Summary level: 050, state:37> county:035",24083,77.0,21.1,34918,42859,26.5,4.3,5.8,3.4,2.5,2.1,1.8,152703,25113,23248,2071,96.4,14.0,17.1,17.1,8.6,8.2,25.2,6.3,12.4,28.2,24.6,10027,58835,23248,44
"Chatham County, North Carolina: Summary level: 050, state:37> county:037",15083,89.2,39.0,52309,56550,29.1,6.6,7.3,5.5,4.6,2.7,2.5,65644,12040,14833,869,93.0,21.4,23.7,9.9,6.2,5.2,20.0,4.4,10.4,34.0,38.2,2504,26593,14833,34
"Cleveland County, North Carolina: Summary level: 050, state:37> county:045",16028,69.8,9.3,28317,40581,20.7,9.2,6.7,3.0,2.4,2.4,1.9,95261,17473,15863,1451,92.7,14.7,18.2,18.3,9.9,10.7,25.2,10.1,15.6,20.3,18.5,7267,38409,15863,7
"Craven County, North Carolina: Summary level: 050, state:37> county:049",17326,85.5,19.9,36967,44963,18.2,6.5,5.2,4.5,3.3,1.7,1.8,101017,16033,16926,1314,103.2,14.3,18.9,16.4,7.9,13.1,30.1,10.1,17.5,25.5,14.2,5416,39570,16926,0
"Cumberland County, North Carolina: Summary level: 050, state:37> county:051",34007,82.3,18.6,38493,43609,20.4,8.7,3.6,2.5,2.1,1.3,1.0,315412,55092,33252,3092,95.4,8.9,11.9,17.2,9.2,8.5,28.7,10.7,15.9,14.1,9.8,21401,125889,33252,119
"Davidson County, North Carolina: Summary level: 050, state:37> county:057",26704,73.3,12.2,29976,38803,17.0,3.7,5.4,4.5,2.6,1.7,2.2,160268,33238,25885,2005,95.4,14.8,17.8,18.5,11.2,13.9,28.0,8.9,19.4,31.7,18.7,11580,63398,25885,118
"Durham County, North Carolina: Summary level: 050, state:37> county:063",30580,84.0,38.4,41041,52488,26.8,7.5,4.0,2.2,1.7,1.1,1.7,275648,45790,29446,2393,91.8,9.3,11.8,14.4,6.5,10.8,22.5,7.7,14.9,20.0,18.2,12417,114946,29446,149
"Forsyth County, North Carolina: Summary level: 050, state:37> county:067",50487,82.8,25.1,36444,45580,21.2,5.7,4.5,3.4,2.4,1.9,1.7,351037,73006,49284,4642,90.3,12.5,15.3,12.2,4.9,9.6,20.6,7.9,15.5,25.3,22.4,19912,142991,49284,187
"Gaston County, North Carolina: Summary level: 050, state:37> county:071",30912,71.4,12.4,28172,41728,19.6,4.0,5.5,3.2,2.6,1.8,1.7,206276,39528,29908,2976,93.3,12.9,16.5,15.3,5.7,10.2,27.6,8.8,17.0,25.4,19.9,14198,80175,29908,0
"Guilford County, North Carolina: Summary level: 050, state:37> county:081",67145,83.0,27.7,38607,45726,27.2,5.6,4.6,2.8,2.5,1.6,1.7,491582,93530,65518,5589,90.9,11.7,14.6,12.8,6.2,10.3,25.2,7.9,17.1,27.6,24.1,28200,199607,65518,205
"Harnett County, North Carolina: Summary level: 050, state:37> county:085",13410,76.6,16.6,31779,45533,23.2,10.3,4.0,2.5,2.0,1.2,1.0,121346,21917,12955,1674,96.5,9.4,12.0,14.4,8.9,10.2,33.5,7.5,18.5,13.3,11.1,6206,42464,12955,21
"Henderson County, North Carolina: Summary level: 050, state:37> county:089",25574,89.9,37.4,41063,44036,23.6,7.7,7.3,5.3,3.6,3.9,3.3,108433,16914,24861,2348,95.0,21.2,25.4,14.4,4.6,7.2,17.7,5.6,9.4,29.1,31.1,5571,47447,24861,0
