,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E
"Maricopa County, Arizona: Summary level: 050, state:04> county:013",538140,87.6,28.2,40789,52045,21.4,4.7,4.4,3.3,2.4,1.6,1.7,3959308,700899,532043,43535,97.9,12.2,14.6,14.5,6.4,7.9,21.5,6.7,13.4,23.4,24.1,175526,1425393,532043,5099
"Mohave County, Arizona: Summary level: 050, state:04> county:015",52853,85.9,13.1,36397,39058,14.7,4.8,8.3,7.4,5.2,3.1,2.1,195730,41429,52503,3541,103.3,25.3,26.7,14.4,6.2,6.0,22.3,8.0,11.4,33.3,26.1,12682,81257,52503,0
"Navajo County, Arizona: Summary level: 050, state:04> county:017",16614,74.3,21.2,37720,38400,21.4,1.9,5.4,4.2,3.0,1.7,1.3,105192,34348,16490,2369,99.5,14.7,16.3,18.6,8.0,13.7,25.7,10.2,20.2,31.0,20.7,9140,34147,16490,77
"Pima County, Arizona: Summary level: 050, state:04> county:019",171041,86.3,33.8,39952,43824,19.9,5.2,5.3,4.3,3.3,2.3,1.9,970384,188765,168626,13924,97.3,15.7,18.6,14.4,6.3,7.9,20.5,7.4,14.4,22.5,26.7,57310,391975,168626,1636
"Pinal County, Arizona: Summary level: 050, state:04> county:021",66209,85.3,21.1,41437,49756,13.6,4.6,5.9,5.0,3.0,1.8,1.2,366242,59807,65332,5288,108.8,16.0,18.0,14.8,6.7,8.1,18.5,6.1,11.7,29.8,19.1,16190,128036,65332,779
"Yavapai County, Arizona: Summary level: 050, state:04> county:025",58075,89.8,27.2,36648,39895,19.9,3.1,9.3,6.5,5.0,2.9,3.2,211524,34138,57319,5323,96.1,26.3,27.6,16.2,7.6,6.1,20.5,5.9,12.7,37.0,29.8,10491,91064,57319,113
"Yuma County, Arizona: Summary level: 050, state:04> county:027",33708,71.7,16.1,31233,41666,11.5,2.5,4.5,4.5,3.7,2.5,1.6,193953,34449,33456,4477,105.8,15.7,17.9,14.8,7.3,8.5,21.7,5.8,12.8,21.7,29.5,12043,69744,33456,96
"Benton County, Arkansas: Summary level: 050, state:05> county:007",30114,82.9,23.5,42146,56570,27.0,6.0,3.7,3.4,2.1,2.1,1.3,233993,27365,29411,2411,98.6,11.2,14.2,15.2,5.1,6.3,17.5,7.0,11.8,24.7,20.0,5222,82644,29411,223
"Craighead County, Arkansas: Summary level: 050, state:05> county:031",12796,78.5,21.3,38866,41134,19.8,1.4,3.4,3.9,2.2,1.5,1.6,97884,20172,12289,1007,102.0,10.9,14.4,19.5,5.7,15.9,35.9,12.1,20.6,19.5,20.7,5756,37827,12289,0
"Faulkner County, Arkansas: Summary level: 050, state:05> county:045",13439,83.2,24.5,38467,49149,14.2,4.1,3.5,3.2,1.7,1.6,1.3,114719,17453,13060,520,94.5,10.2,12.2,17.3,5.1,15.9,26.9,11.4,20.3,32.2,15.3,4011,42636,13060,54
"Garland County, Arkansas: Summary level: 050, state:05> county:051",21518,84.0,21.7,33277,39589,12.9,3.4,6.3,6.0,3.8,3.4,2.5,94437,22668,21042,2014,98.5,20.1,24.1,14.4,4.0,9.9,28.9,7.5,14.1,24.8,23.2,7289,41865,21042,0
"Jefferson County, Arkansas: Summary level: 050, state:05> county:069",10754,70.2,14.1,25704,34689,16.6,7.0,4.4,4.1,2.7,1.1,2.4,66726,17346,10319,2018,97.2,12.7,16.6,14.9,9.9,12.0,29.4,13.4,17.9,23.7,19.9,5488,27960,10319,0
"Lonoke County, Arkansas: Summary level: 050, state:05> county:085",8714,78.2,9.7,34829,56635,25.3,8.0,4.6,2.7,2.6,0.9,1.5,70053,8650,8432,883,99.5,10.8,13.8,25.4,7.8,12.7,39.3,7.9,13.7,14.5,12.4,2161,24779,8432,0
"Pulaski County, Arkansas: Summary level: 050, state:05> county:119",50871,86.4,27.6,41151,46368,33.2,6.9,4.5,2.9,1.9,1.8,1.8,386326,65934,49315,3498,92.9,11.3,14.5,13.5,5.9,8.5,26.3,9.9,14.9,19.2,15.2,19124,148694,49315,808
"Saline County, Arkansas: Summary level: 050, state:05> county:125",19617,84.7,21.7,40842,53107,25.1,13.8,5.8,4.7,2.8,2.5,1.4,112799,10799,19474,715,101.4,16.0,18.3,15.6,8.4,9.3,23.1,8.3,13.3,30.6,25.1,3124,41004,19474,0
"Sebastian County, Arkansas: Summary level: 050, state:05> county:131",17440,80.6,13.4,30831,41056,19.5,4.8,4.7,3.1,2.6,2.3,1.0,125639,30239,16780,3050,94.7,12.4,15.0,18.0,9.5,17.5,30.4,13.3,21.9,22.9,20.2,8626,50095,16780,0
"Washington County, Arkansas: Summary level: 050, state:05> county:143",22189,82.1,19.6,39803,42073,28.2,7.1,3.8,2.3,1.8,1.0,1.4,208525,47008,21344,1872,100.6,8.8,11.7,11.7,3.7,7.5,25.1,6.8,12.8,18.6,21.5,8605,81198,21344,80
"White County, Arkansas: Summary level: 050, state:05> county:145",12182,73.4,17.0,35287,43643,25.3,4.5,4.7,4.4,2.4,2.0,2.0,74051,12163,11789,1318,95.7,13.6,17.4,13.5,5.8,9.2,28.7,7.8,16.1,20.7,25.5,3467,29038,11789,13
"Alameda County, California: Summary level: 050, state:06> county:001",192168,79.8,34.5,48340,72399,26.0,5.1,4.2,2.8,2.0,1.5,1.7,1550103,200532,187980,15442,96.2,10.8,13.5,12.7,5.7,9.1,21.9,9.9,18.4,26.1,26.1,47296,555909,187980,2469
"Butte County, California: Summary level: 050, state:06> county:007",36957,85.8,26.0,38343,42752,19.0,5.0,6.1,2.9,2.9,2.0,2.7,217808,46895,35923,2854,97.4,15.2,18.1,18.7,7.9,11.7,24.9,12.5,16.3,28.9,29.3,9808,85158,35923,156
"Contra Costa County, California: Summary level: 050, state:06> county:013",151156,88.2,36.8,51352,79100,24.3,4.1,4.6,3.3,2.3,1.6,1.9,1083531,117306,147599,10262,95.5,12.4,15.2,14.0,6.1,9.2,22.0,9.0,15.4,27.3,27.7,26139,382356,147599,1515
"El Dorado County, California: Summary level: 050, state:06> county:017",31982,93.5,31.3,36993,61365,20.6,2.4,6.6,4.3,2.6,2.2,1.8,180640,22178,31810,2532,100.1,17.0,18.2,15.2,6.5,9.9,22.9,6.7,15.3,31.2,22.3,4266,66751,31810,174
"Fresno County, California: Summary level: 050, state:06> county:019",103713,70.6,20.4,37056,43925,23.3,5.9,3.4,2.6,1.6,1.5,1.7,937990,270072,101512,12742,99.9,9.6,12.1,19.3,9.3,12.6,30.8,11.2,22.1,23.7,26.6,61013,293517,101512,1633
"Humboldt County, California: Summary level: 050, state:06> county:023",19783,89.1,29.0,40716,42092,21.5,7.7,5.3,3.1,3.0,1.6,1.7,131135,28624,19612,1465,100.6,13.6,15.8,19.9,4.7,7.8,24.2,8.2,16.8,21.1,21.8,5722,53191,19612,153
"Imperial County, California: Summary level: 050, state:06> county:025",20190,40.4,8.8,27434,43310,16.2,2.5,3.1,3.2,2.5,1.7,0.9,165902,36645,19940,3538,104.6,9.8,13.1,17.9,12.3,13.1,35.8,15.7,27.0,20.7,12.0,9252,47430,19940,626
"Kern County, California: Summary level: 050, state:06> county:029",83285,73.5,14.3,35558,46879,19.7,4.6,3.4,2.4,1.7,1.2,0.9,831344,189484,81761,8944,105.6,8.5,10.8,17.3,8.9,13.6,30.9,11.6,17.8,21.1,16.3,43467,257183,81761,1669
"Kings County, California: Summary level: 050, state:06> county:031",13253,70.3,19.7,36306,45774,17.7,8.3,2.5,2.5,1.0,1.2,1.5,133031,28473,12790,1144,125.6,7.0,11.0,17.5,10.4,13.9,27.9,13.8,23.1,20.5,12.6,6693,41813,12790,229
"Lake County, California: Summary level: 050, state:06> county:033",12622,84.5,24.7,42121,37079,11.8,7.3,7.4,4.5,3.4,2.7,1.9,63081,15494,12364,842,98.6,18.5,21.0,18.3,12.3,11.9,37.4,20.7,23.6,21.9,22.4,3317,26194,12364,0
"Los Angeles County, California: Summary level: 050, state:06> county:037",1187073,71.0,26.7,39791,54529,26.1,6.3,3.8,2.7,2.0,1.5,1.8,9864324,1868301,1158648,159204,97.4,10.3,13.3,13.7,7.2,12.1,26.1,12.9,20.9,24.2,28.6,292147,3247705,1158648,28706
"Madera County, California: Summary level: 050, state:06> county:039",18853,72.9,15.2,29429,39758,16.9,4.1,4.4,2.7,2.4,1.6,1.3,144954,34242,18394,3364,96.8,12.1,12.6,17.1,9.0,6.8,25.4,5.3,11.6,25.1,25.2,7838,44549,18394,188
"Marin County, California: Summary level: 050, state:06> county:041",48835,96.6,56.8,73273,96580,34.4,11.0,6.6,4.5,3.1,2.1,2.7,252394,21263,47870,2600,98.3,16.9,20.9,12.8,2.9,7.4,16.1,6.0,13.8,28.5,43.5,3282,102847,47870,94
"Mendocino County, California: Summary level: 050, state:06> county:045",16043,91.7,40.9,32176,42042,24.2,11.8,7.6,3.9,3.0,1.9,2.0,85905,18572,15773,1623,101.5,16.8,20.0,17.3,8.8,12.3,24.4,8.4,17.5,34.9,31.6,3272,33609,15773,25
"Merced County, California: Summary level: 050, state:06> county:047",27004,65.8,13.6,34771,40687,17.6,7.3,3.3,2.5,1.9,1.3,1.3,256177,64552,26492,3744,103.2,9.1,11.4,19.2,12.6,14.2,27.8,12.0,23.0,19.0,25.0,17471,77651,26492,54
"Monterey County, California: Summary level: 050, state:06> county:053",49926,77.0,33.4,53140,57052,27.2,5.1,4.1,2.3,1.8,1.9,1.6,409021,73031,48570,6007,105.5,10.2,13.2,11.9,6.3,7.2,19.3,8.8,15.6,23.7,23.1,6984,125553,48570,470
"Napa County, California: Summary level: 050, state:06> county:055",23085,87.1,35.6,49058,70914,28.4,6.4,5.2,4.0,2.5,1.6,3.2,136394,12286,22152,1830,99.0,15.1,17.8,20.6,12.5,14.8,26.0,16.2,22.2,35.4,29.0,2122,47482,22152,404
"Nevada County, California: Summary level: 050, state:06> county:057",22396,91.9,38.9,44771,54851,20.2,3.0,7.5,6.1,4.1,2.3,2.8,97468,13196,22027,823,97.3,21.2,24.4,19.5,4.5,7.0,17.6,5.9,12.0,31.1,30.2,2520,39115,22027,0
"Orange County, California: Summary level: 050, state:06> county:059",397115,83.0,34.7,51907,74163,28.5,6.0,4.1,3.0,2.1,1.8,1.8,3076430,414971,390858,36011,98.0,11.3,14.2,13.7,6.9,8.8,20.8,9.1,16.0,26.1,30.5,60564,1003790,390858,9214
"Placer County, California: Summary level: 050, state:06> county:061",63312,92.4,32.4,50060,73328,21.4,4.5,5.6,4.2,2.9,2.2,2.4,364101,30497,62454,4571,96.0,15.7,18.7,18.9,9.4,8.7,18.5,6.6,14.2,27.3,26.7,5254,134284,62454,333
"Riverside County, California: Summary level: 050, state:06> county:065",293818,80.2,23.4,40834,54095,19.5,4.8,4.1,3.1,2.4,1.6,1.6,2257870,391714,290561,26689,99.3,11.7,13.9,15.2,7.9,8.9,24.8,9.0,15.5,24.2,25.1,78006,693585,290561,4628
"Sacramento County, California: Summary level: 050, state:06> county:067",181630,82.6,27.5,42184,52936,19.3,5.0,4.0,2.9,2.1,1.7,1.7,1441178,273483,178690,18515,95.9,10.9,13.9,15.4,6.8,11.6,27.4,11.7,19.6,24.7,22.8,70549,520580,178690,3153
"San Bernardino County, California: Summary level: 050, state:06> county:071",208815,74.8,17.1,38296,52323,18.8,3.9,3.5,2.5,1.6,1.2,1.2,2041043,390078,204207,24422,99.2,9.0,11.0,16.7,8.0,12.6,26.3,10.5,19.4,24.2,19.7,93116,604090,204207,5138
"San Diego County, California: Summary level: 050, state:06> county:073",396293,82.3,32.7,47259,61426,25.3,5.1,4.0,2.8,2.0,1.7,1.9,3129334,475773,389724,36162,101.1,10.8,13.9,14.3,6.7,10.9,22.8,9.0,17.5,20.4,20.7,73169,1093386,389724,7355
"San Francisco County, California: Summary level: 050, state:06> county:075",119132,72.7,33.1,38562,77485,26.9,5.6,4.2,3.2,2.6,1.8,2.4,823902,113517,117088,18474,103.5,12.3,16.2,14.7,8.4,11.5,26.6,13.7,21.5,25.1,29.6,20542,354651,117088,916
"San Joaquin County, California: Summary level: 050, state:06> county:077",80467,75.0,19.3,41769,51432,21.8,5.1,4.0,2.5,2.0,1.3,1.6,690366,137663,78437,8970,99.3,10.0,12.8,18.7,9.5,12.4,27.7,10.7,20.1,22.7,24.6,29009,216309,78437,2709
"San Luis Obispo County, California: Summary level: 050, state:06> county:079",46922,89.5,34.7,47881,58158,24.7,5.4,5.8,3.8,3.0,2.2,2.1,260653,39910,45898,2539,103.9,15.2,18.8,13.8,4.5,5.1,18.4,5.4,10.5,27.8,30.3,7523,104669,45898,58
"San Mateo County, California: Summary level: 050, state:06> county:081",107543,86.1,37.4,54387,91322,29.7,8.2,4.5,3.3,2.5,1.8,2.2,741938,58035,105097,7134,97.2,12.6,16.1,10.9,4.6,7.9,15.7,7.2,13.7,26.8,35.1,7606,258791,105097,806
"Santa Barbara County, California: Summary level: 050, state:06> county:083",59742,84.2,35.0,50743,62421,32.0,6.7,4.2,3.0,2.5,1.7,2.3,417118,68116,58216,4446,100.8,12.1,15.4,15.0,4.2,8.4,17.7,8.2,12.7,20.3,30.2,7882,140665,58216,588
"Solano County, California: Summary level: 050, state:06> county:095",54785,85.2,26.6,48316,63520,22.9,5.2,4.5,3.1,2.1,1.5,1.7,414410,53992,53321,3571,99.8,11.4,14.4,13.6,6.9,8.4,23.4,8.7,17.3,22.9,18.2,13783,142577,53321,192
"Santa Clara County, California: Summary level: 050, state:06> county:085",223026,81.1,38.4,52933,92014,26.3,5.6,3.9,2.7,2.0,1.6,1.8,1833880,191805,218152,18632,101.1,10.5,13.4,14.3,6.2,10.0,20.9,9.3,16.9,24.1,28.0,32370,619337,218152,3640
"Santa Cruz County, California: Summary level: 050, state:06> county:087",33868,85.7,42.0,47359,68438,28.1,4.2,4.5,3.0,1.7,1.4,1.9,258572,38616,33513,2226,98.2,11.2,13.9,15.7,5.8,7.5,15.2,5.5,10.9,31.9,29.2,5327,93982,33513,260
"Shasta County, California: Summary level: 050, state:06> county:089",34167,84.6,14.1,33300,40332,18.7,3.6,6.3,4.7,3.6,2.1,2.5,176419,35501,33547,2558,96.5,17.6,20.5,21.8,8.2,11.9,23.0,12.4,20.2,27.8,26.2,8142,69729,33547,678
"Sonoma County, California: Summary level: 050, state:06> county:097",79199,89.5,34.0,50213,61029,29.1,7.1,5.8,3.6,2.8,1.8,2.1,489398,60812,77567,4242,97.3,14.4,17.6,15.1,4.7,8.0,18.8,8.5,12.6,30.0,25.3,13546,189087,77567,395
"Stanislaus County, California: Summary level: 050, state:06> county:099",62495,72.9,16.0,37659,47962,19.8,4.4,4.2,2.7,2.0,1.6,1.5,518152,114628,60850,5903,98.2,10.5,13.3,17.6,6.8,12.2,30.2,10.5,20.9,25.3,19.2,27766,167411,60850,1333
"Sutter County, California: Summary level: 050, state:06> county:101",13328,77.7,15.4,40776,49139,19.9,3.6,5.3,2.9,2.0,2.0,1.8,94063,16320,12974,543,99.6,12.5,15.4,20.0,12.3,9.5,27.5,9.1,18.5,28.0,23.9,3560,31753,12974,163
"Tulare County, California: Summary level: 050, state:06> county:107",46021,61.2,12.9,33814,39422,19.3,7.9,3.6,2.3,1.9,1.2,1.2,448360,135066,44795,5226,101.2,9.1,11.2,18.9,9.4,10.9,32.5,8.8,22.4,24.7,22.9,34411,133409,44795,735
"Ventura County, California: Summary level: 050, state:06> county:111",109429,82.5,29.7,52719,77363,31.9,5.8,4.2,3.1,2.1,1.6,2.0,827429,98572,107576,6931,98.6,11.7,14.3,16.2,7.0,9.8,24.0,9.7,17.5,26.9,26.9,17479,265788,107576,1394
"Yolo County, California: Summary level: 050, state:06> county:113",23243,80.4,33.5,44143,54898,24.2,4.6,3.8,2.6,2.1,1.5,1.4,196522,37024,22669,2666,96.0,10.4,12.3,16.4,7.3,7.3,19.9,6.5,10.2,31.5,26.2,5868,71024,22669,68
"Yuba County, California: Summary level: 050, state:06> county:115",7584,83.3,22.4,32694,43801,24.5,0.0,3.7,2.6,2.2,0.8,0.9,72335,14822,7502,352,102.4,9.5,11.2,17.5,8.3,6.3,25.2,7.5,11.9,25.7,12.7,4509,25053,7502,0
"Adams County, Colorado: Summary level: 050, state:08> county:001",43997,83.1,20.4,36438,54878,24.8,4.7,3.5,2.2,1.6,1.2,0.9,464119,60563,42841,4520,101.8,8.2,10.6,19.5,7.5,6.9,24.5,9.4,15.7,20.7,16.2,16880,157392,42841,632
"Arapahoe County, Colorado: Summary level: 050, state:08> county:005",69648,89.8,38.7,51941,60956,29.2,8.0,4.0,2.8,2.0,1.4,1.2,602200,75710,67591,4122,97.1,10.2,12.7,13.1,7.0,6.0,18.3,7.0,13.1,20.8,18.7,17679,230276,67591,1091
"Boulder County, Colorado: Summary level: 050, state:08> county:013",36333,92.8,47.4,59057,71604,30.9,7.1,4.1,2.8,2.1,1.3,1.4,300101,41700,35280,2331,99.5,10.4,13.0,12.0,4.7,8.2,17.9,6.2,12.1,25.8,23.9,5765,123498,35280,230
"Denver County, Colorado: Summary level: 050, state:08> county:031",69404,83.7,35.9,37567,51089,30.2,5.1,3.8,2.2,1.7,1.4,1.5,636761,118913,67862,6808,99.9,9.1,12.3,13.7,7.3,9.7,19.7,8.6,16.6,22.9,23.5,29729,273050,67862,409
"Douglas County, Colorado: Summary level: 050, state:08> county:035",28350,94.7,51.5,60597,102961,33.2,3.5,3.9,2.2,1.3,0.9,0.9,304967,9902,28256,1010,99.7,8.7,9.8,11.9,3.7,4.1,14.7,4.5,8.0,23.2,17.3,1897,106874,28256,116
"El Paso County, Colorado: Summary level: 050, state:08> county:041",72364,89.5,32.8,48442,57098,24.3,5.9,3.9,2.6,2.0,1.5,1.1,637647,70469,70992,4633,101.1,9.7,12.4,17.7,5.5,8.3,21.6,5.2,12.6,15.2,11.9,24717,240131,70992,118
"Jefferson County, Colorado: Summary level: 050, state:08> county:059",77861,92.5,38.3,48292,68201,27.7,4.7,5.2,3.2,2.3,1.6,1.8,542501,49299,75991,3421,99.2,12.7,15.5,14.2,5.2,6.3,18.1,5.7,10.6,27.9,22.4,12331,221172,75991,577
"Larimer County, Colorado: Summary level: 050, state:08> county:069",42182,92.9,37.3,48781,59052,24.8,8.2,4.6,3.2,2.5,1.5,1.5,307412,43846,41277,1998,100.0,12.0,14.7,17.5,3.9,6.1,17.8,6.3,11.5,25.2,20.0,7986,123877,41277,0
"Mesa County, Colorado: Summary level: 050, state:08> county:077",24390,92.1,27.6,36453,46723,29.4,4.8,5.5,3.6,3.8,1.9,1.8,143253,23910,23738,2117,94.9,14.8,18.2,17.7,8.0,8.0,19.6,7.4,14.0,30.4,21.2,5748,58466,23738,80
"Pueblo County, Colorado: Summary level: 050, state:08> county:101",26483,84.1,21.8,31449,41218,19.4,4.8,5.0,3.9,2.8,1.8,2.9,156624,31544,25746,3155,97.2,14.7,18.1,25.8,5.5,11.8,28.4,9.6,17.6,25.2,21.2,12526,62604,25746,46
"Weld County, Colorado: Summary level: 050, state:08> county:123",29171,85.7,26.3,41923,58611,25.2,5.8,3.8,2.8,2.1,0.9,1.3,263036,35126,28511,1755,100.4,10.0,11.6,21.9,7.7,10.8,24.8,8.7,16.0,25.8,17.6,9475,92426,28511,210
"Fairfield County, Connecticut: Summary level: 050, state:09> county:001",133534,82.5,34.5,48876,82084,35.8,7.7,4.4,3.2,2.2,2.0,2.4,921302,88808,128114,9906,95.1,12.4,15.9,12.1,5.2,6.9,18.1,8.4,13.7,26.0,38.0,30399,328062,128133,1858
"Hartford County, Connecticut: Summary level: 050, state:09> county:003",138486,79.8,25.8,40341,63603,30.5,6.6,4.7,3.5,2.6,1.9,2.6,873953,106902,132033,11315,94.0,13.3,17.4,13.2,6.1,8.7,21.3,8.4,15.3,27.2,31.2,53440,345615,132033,1024
"Litchfield County, Connecticut: Summary level: 050, state:09> county:005",32756,86.8,24.7,45865,70981,33.8,4.4,5.5,4.3,2.7,2.1,2.8,184394,12330,31481,1669,95.3,15.9,19.1,12.5,3.7,7.4,15.2,4.9,12.7,27.3,25.2,5847,75029,31481,77
"Middlesex County, Connecticut: Summary level: 050, state:09> county:007",28445,87.9,29.2,44872,75303,22.6,4.1,5.1,4.4,2.4,2.2,3.1,160979,11873,27331,1663,94.3,15.5,18.7,13.7,5.6,8.5,14.5,6.1,12.3,31.4,28.8,5849,65304,27331,246
"New Haven County, Connecticut: Summary level: 050, state:09> county:009",132102,81.4,25.2,41888,58571,31.7,5.7,4.8,3.4,2.4,2.0,2.7,836150,107710,126735,10809,93.2,13.4,17.1,13.6,6.2,6.5,21.8,7.6,14.4,27.0,31.5,45684,321048,126735,853
"New London County, Connecticut: Summary level: 050, state:09> county:011",41650,87.3,30.5,47054,62883,30.7,6.5,5.1,3.3,2.3,2.4,2.2,261938,23568,39853,1936,100.0,13.4,16.9,14.7,4.7,7.2,19.7,7.1,12.9,21.1,23.5,12849,106886,39853,245
"Tolland County, Connecticut: Summary level: 050, state:09> county:013",20573,86.8,29.4,47411,72954,27.3,6.4,4.9,2.8,2.4,1.5,2.1,134553,7148,19898,462,102.5,12.4,14.8,15.2,4.4,5.1,20.6,7.8,13.7,26.9,24.3,3546,53396,19898,343
"Windham County, Connecticut: Summary level: 050, state:09> county:015",16960,80.4,23.6,40048,57503,31.0,3.1,4.5,3.4,2.7,1.9,1.8,112084,15561,16091,844,95.4,13.0,15.7,18.3,3.9,7.0,16.9,2.8,11.3,21.9,24.5,7753,44520,16091,0
"Kent County, Delaware: Summary level: 050, state:10> county:001",24777,81.8,18.3,43280,54794,21.0,7.3,4.6,4.2,2.9,1.6,1.3,164302,20334,24271,1724,93.2,13.6,15.5,11.9,6.7,11.1,25.2,8.9,14.6,19.1,18.5,10255,62053,24271,46
"New Castle County, Delaware: Summary level: 050, state:10> county:003",73579,84.7,26.0,42223,63109,25.4,4.8,4.4,3.1,2.1,1.9,1.8,532764,61978,71226,5192,93.3,11.9,14.8,12.0,6.2,8.6,22.0,7.4,15.5,24.1,23.4,23981,199167,71226,1424
"Sussex County, Delaware: Summary level: 050, state:10> county:005",48589,83.8,21.7,44536,50629,23.4,7.4,7.9,6.5,4.1,2.3,2.8,203256,29015,47528,3417,95.0,22.4,24.6,13.6,4.0,6.6,16.9,5.0,9.3,34.1,26.3,12427,77851,47528,0
"District of Columbia, District of Columbia: Summary level: 050, state:11> county:001",73961,80.5,39.2,47632,67572,29.5,9.3,3.6,2.7,2.1,1.4,1.6,611788,115551,71393,12479,90.0,9.9,12.9,7.8,6.0,10.2,23.4,8.0,15.0,17.4,24.8,42612,271651,71393,264
"Alachua County, Florida: Summary level: 050, state:12> county:001",30420,88.6,34.5,39623,38454,28.4,2.9,4.2,2.7,1.7,1.6,1.8,238544,64041,29591,3190,93.3,10.9,13.0,16.2,6.9,9.8,26.5,9.5,16.5,25.0,21.5,11365,98247,29591,230
"Bay County, Florida: Summary level: 050, state:12> county:005",27347,80.2,16.7,38874,45594,21.0,4.4,5.2,3.5,2.7,2.2,2.0,172487,31194,26500,1929,98.2,14.0,17.2,19.3,9.2,11.8,32.6,8.6,15.1,21.9,15.9,9823,63558,26500,101
"Brevard County, Florida: Summary level: 050, state:12> county:009",121711,87.5,25.8,38720,46472,19.2,5.7,6.6,5.2,4.1,3.3,2.9,545062,81662,120120,10190,96.0,20.4,23.8,13.2,6.5,8.4,22.3,7.0,12.5,24.7,28.0,29995,218325,120120,570
"Broward County, Florida: Summary level: 050, state:12> county:011",276558,81.4,26.1,34415,50446,27.0,7.1,4.9,3.2,2.7,2.0,2.2,1823100,275116,272969,38567,94.7,13.4,16.6,12.7,6.6,10.4,25.5,9.7,17.1,20.8,30.0,88680,662488,272969,12016
"Charlotte County, Florida: Summary level: 050, state:12> county:015",60862,87.8,22.9,42247,43698,13.3,4.6,10.6,9.3,6.4,5.3,5.3,160389,22628,59756,3993,94.1,36.6,37.3,18.3,7.9,8.1,19.6,6.7,11.8,29.6,35.8,8563,69035,59756,575
"Citrus County, Florida: Summary level: 050, state:12> county:017",49253,83.7,22.8,34846,40015,12.2,3.3,11.0,8.3,7.4,4.7,4.0,136633,22952,48362,4647,95.3,34.5,36.2,16.0,6.2,7.4,20.1,5.5,11.4,32.4,39.3,9582,62131,48362,571
"Clay County, Florida: Summary level: 050, state:12> county:019",26900,86.6,22.1,46606,57757,21.1,7.1,5.1,3.5,2.4,1.5,1.2,194720,17638,26461,936,95.6,12.8,14.5,12.9,5.2,14.5,21.5,7.6,14.5,21.4,12.3,7113,67630,26461,130
"Collier County, Florida: Summary level: 050, state:12> county:021",97108,90.7,40.9,50480,54406,18.1,7.6,7.2,7.8,6.0,4.1,3.4,336570,43152,96364,7490,97.0,27.9,29.2,13.5,5.0,5.9,13.2,5.4,9.8,26.5,47.6,11401,130614,96364,1309
"Columbia County, Florida: Summary level: 050, state:12> county:023",11063,87.7,20.8,37958,45220,15.7,6.8,5.5,3.7,3.4,2.5,1.4,62759,9412,10537,972,107.8,14.6,18.3,19.9,5.7,8.8,30.4,12.1,18.0,24.8,21.5,3914,23827,10537,66
"Duval County, Florida: Summary level: 050, state:12> county:031",109148,84.4,23.2,38042,47906,25.4,5.3,4.2,3.0,2.0,1.5,1.7,865163,148017,105917,10371,93.9,10.7,13.8,14.8,7.6,9.5,26.4,10.0,17.1,19.5,13.0,48541,333859,105917,835
"Escambia County, Florida: Summary level: 050, state:12> county:033",47585,85.9,23.7,37221,42877,17.4,7.1,4.8,3.9,3.0,2.0,1.8,285812,47895,46616,3550,100.0,13.4,17.7,16.1,8.2,10.7,25.2,5.8,18.3,19.6,18.2,16957,113079,46616,0
"Flagler County, Florida: Summary level: 050, state:12> county:035",27835,89.8,22.3,40467,46055,12.9,2.8,8.0,8.6,4.6,3.5,3.1,99042,16018,27609,2246,86.4,28.0,27.7,12.8,4.7,8.1,19.8,3.3,9.6,35.4,27.4,3899,35509,27609,195
"Hernando County, Florida: Summary level: 050, state:12> county:053",47111,83.4,15.9,33959,39193,9.8,5.8,8.9,5.8,4.3,4.0,4.0,171505,24850,46557,4019,92.7,26.2,27.8,17.2,7.0,7.7,21.7,6.4,10.4,28.3,30.7,12191,69373,46557,288
"Highlands County, Florida: Summary level: 050, state:12> county:055",32936,81.7,14.9,31961,33811,13.3,1.7,9.3,7.5,6.6,5.0,5.4,96247,18094,32389,3443,100.0,31.8,35.7,14.9,5.9,6.5,18.9,6.8,10.2,25.7,39.1,6182,40368,32389,114
"Hillsborough County, Florida: Summary level: 050, state:12> county:057",165191,81.6,24.6,37048,49597,23.2,5.8,4.2,3.0,2.3,1.7,1.6,1270545,213160,162526,17157,95.1,11.4,14.1,14.6,6.8,9.3,23.2,9.4,14.9,19.7,18.3,77692,485230,162526,1861
"Indian River County, Florida: Summary level: 050, state:12> county:061",41705,89.8,30.4,37398,42401,24.4,2.3,8.5,6.4,5.0,5.6,3.9,140482,18836,41320,2190,93.5,27.6,31.0,15.9,5.3,6.5,16.3,4.7,11.6,27.9,43.3,7917,57435,41320,273
"Lake County, Florida: Summary level: 050, state:12> county:069",78975,87.1,21.3,36983,44026,19.1,3.1,8.5,5.7,5.2,3.2,3.1,303516,43224,77842,6207,94.1,24.6,26.7,13.4,5.0,8.3,21.2,4.7,12.3,30.0,32.5,18536,120523,77842,460
