County,state,value,range,year
Gentry,MO,6.3,3.3 - 8.7 (576),2013-2015
Faribault,MN,6.3,3.3 - 8.7 (576),2013-2015
Ramsey,ND,6.3,3.3 - 8.7 (576),2013-2015
Dare,NC,6.3,3.3 - 8.7 (576),2013-2015
Gem,ID,6.3,3.3 - 8.7 (576),2013-2015
Modoc,CA,6.3,3.3 - 8.7 (576),2013-2015
Carroll,IA,6.3,3.3 - 8.7 (576),2013-2015
Cass,IA,6.3,3.3 - 8.7 (576),2013-2015
Buena Vista,IA,6.4,3.3 - 8.7 (576),2013-2015
Sullivan,IN,6.4,3.3 - 8.7 (576),2013-2015
Benewah,ID,6.4,3.3 - 8.7 (576),2013-2015
Sierra,NM,6.4,3.3 - 8.7 (576),2013-2015
Baraga,MI,6.4,3.3 - 8.7 (576),2013-2015
Delta,MI,6.4,3.3 - 8.7 (576),2013-2015
Lamoille,VT,6.4,3.3 - 8.7 (576),2013-2015
Buffalo,WI,6.4,3.3 - 8.7 (576),2013-2015
Carolina,PR,6.5,3.3 - 8.7 (576),2013-2015
Island,WA,6.5,3.3 - 8.7 (576),2013-2015
Kittitas,WA,6.5,3.3 - 8.7 (576),2013-2015
Gillespie,TX,6.5,3.3 - 8.7 (576),2013-2015
Carroll,NH,6.5,3.3 - 8.7 (576),2013-2015
Walsh,ND,6.5,3.3 - 8.7 (576),2013-2015
Kit Carson,CO,6.5,3.3 - 8.7 (576),2013-2015
Pocahontas,IA,6.5,3.3 - 8.7 (576),2013-2015
Fulton,IN,6.6,3.3 - 8.7 (576),2013-2015
Decatur,IA,6.6,3.3 - 8.7 (576),2013-2015
Decatur,IA,6.6,3.3 - 8.7 (576),2013-2015
Fremont,ID,6.6,3.3 - 8.7 (576),2013-2015
Marshall,MN,6.6,3.3 - 8.7 (576),2013-2015
Aitkin,MN,6.6,3.3 - 8.7 (576),2013-2015
Uintah,UT,6.6,3.3 - 8.7 (576),2013-2015
Bon Homme,SD,6.6,3.3 - 8.7 (576),2013-2015
Lawrence,SD,6.6,3.3 - 8.7 (576),2013-2015
Lincoln,WA,6.6,3.3 - 8.7 (576),2013-2015
Weston,WY,6.6,3.3 - 8.7 (576),2013-2015
Teton,WY,6.6,3.3 - 8.7 (576),2013-2015
Albany,WY,6.6,3.3 - 8.7 (576),2013-2015
Washburn,WI,6.7,3.3 - 8.7 (576),2013-2015
Waupaca,WI,6.7,3.3 - 8.7 (576),2013-2015
Catano,PR,6.7,3.3 - 8.7 (576),2013-2015
Burnett,WI,6.7,3.3 - 8.7 (576),2013-2015
Loiza,PR,6.7,3.3 - 8.7 (576),2013-2015
Fall River,SD,6.7,3.3 - 8.7 (576),2013-2015
Wabasha,MN,6.7,3.3 - 8.7 (576),2013-2015
Santa Fe,NM,6.7,3.3 - 8.7 (576),2013-2015
Crawford,IA,6.7,3.3 - 8.7 (576),2013-2015
Pulaski,IN,6.7,3.3 - 8.7 (576),2013-2015
Bingham,ID,6.7,3.3 - 8.7 (576),2013-2015
Huerfano,CO,6.8,3.3 - 8.7 (576),2013-2015
Floyd,IA,6.8,3.3 - 8.7 (576),2013-2015
Taylor,IA,6.8,3.3 - 8.7 (576),2013-2015
Los Alamos,NM,6.8,3.3 - 8.7 (576),2013-2015
Luna,NM,6.8,3.3 - 8.7 (576),2013-2015
Gogebic,MI,6.8,3.3 - 8.7 (576),2013-2015
Isabela,PR,6.8,3.3 - 8.7 (576),2013-2015
Bayamon,PR,6.8,3.3 - 8.7 (576),2013-2015
Cayey,PR,6.9,3.3 - 8.7 (576),2013-2015
Vernon,WI,6.9,3.3 - 8.7 (576),2013-2015
Stevens,WA,6.9,3.3 - 8.7 (576),2013-2015
Brewster,TX,6.9,3.3 - 8.7 (576),2013-2015
Giles,VA,6.9,3.3 - 8.7 (576),2013-2015
Atchison,MO,6.9,3.3 - 8.7 (576),2013-2015
Kearney,NE,6.9,3.3 - 8.7 (576),2013-2015
Las Animas,CO,6.9,3.3 - 8.7 (576),2013-2015
Las Animas,CO,6.9,3.3 - 8.7 (576),2013-2015
Garfield,CO,7.0,3.3 - 8.7 (576),2013-2015
Shoshone,ID,7.0,3.3 - 8.7 (576),2013-2015
Otoe,NE,7.0,3.3 - 8.7 (576),2013-2015
Cedar,NE,7.0,3.3 - 8.7 (576),2013-2015
Roosevelt,MT,7.0,3.3 - 8.7 (576),2013-2015
Grundy,MO,7.0,3.3 - 8.7 (576),2013-2015
Lincoln,ME,7.0,3.3 - 8.7 (576),2013-2015
Seward,NE,7.0,3.3 - 8.7 (576),2013-2015
Richland,ND,7.0,3.3 - 8.7 (576),2013-2015
Pembina,ND,7.0,3.3 - 8.7 (576),2013-2015
Wyandot,OH,7.0,3.3 - 8.7 (576),2013-2015
Benton,OR,7.0,3.3 - 8.7 (576),2013-2015
Jackson,WI,7.0,3.3 - 8.7 (576),2013-2015
Adams,WI,7.0,3.3 - 8.7 (576),2013-2015
Salinas,PR,7.0,3.3 - 8.7 (576),2013-2015
Big Horn,WY,7.1,3.3 - 8.7 (576),2013-2015
Pierce,WI,7.1,3.3 - 8.7 (576),2013-2015
Orange,VT,7.1,3.3 - 8.7 (576),2013-2015
Williams,ND,7.1,3.3 - 8.7 (576),2013-2015
Nobles,MN,7.1,3.3 - 8.7 (576),2013-2015
Wells,IN,7.1,3.3 - 8.7 (576),2013-2015
Brown,KS,7.1,3.3 - 8.7 (576),2013-2015
Ketchikan Gateway,AK,7.1,3.3 - 8.7 (576),2013-2015
Sitka,AK,7.2,3.3 - 8.7 (576),2013-2015
Douglas,CO,7.2,3.3 - 8.7 (576),2013-2015
Franklin,IA,7.2,3.3 - 8.7 (576),2013-2015
Murray,OK,7.2,3.3 - 8.7 (576),2013-2015
Fulton,PA,7.2,3.3 - 8.7 (576),2013-2015
San Miguel,NM,7.2,3.3 - 8.7 (576),2013-2015
Rio Arriba,NM,7.2,3.3 - 8.7 (576),2013-2015
McHenry,ND,7.2,3.3 - 8.7 (576),2013-2015
Door,WI,7.2,3.3 - 8.7 (576),2013-2015
Columbia,WA,7.2,3.3 - 8.7 (576),2013-2015
Camuy,PR,7.2,3.3 - 8.7 (576),2013-2015
Green Lake,WI,7.3,3.3 - 8.7 (576),2013-2015
Juab,UT,7.3,3.3 - 8.7 (576),2013-2015
Graham,NC,7.3,3.3 - 8.7 (576),2013-2015
Taos,NM,7.3,3.3 - 8.7 (576),2013-2015
Cibola,NM,7.3,3.3 - 8.7 (576),2013-2015
Potter,PA,7.3,3.3 - 8.7 (576),2013-2015
Iron,MI,7.3,3.3 - 8.7 (576),2013-2015
Fremont,IA,7.3,3.3 - 8.7 (576),2013-2015
Guthrie,IA,7.3,3.3 - 8.7 (576),2013-2015
Adair,IA,7.3,3.3 - 8.7 (576),2013-2015
Vermillion,IN,7.3,3.3 - 8.7 (576),2013-2015
Rush,IN,7.3,3.3 - 8.7 (576),2013-2015
Dickinson,KS,7.3,3.3 - 8.7 (576),2013-2015
Santa Cruz,AZ,7.3,3.3 - 8.7 (576),2013-2015
Mesa,CO,7.3,3.3 - 8.7 (576),2013-2015
Routt,CO,7.4,3.3 - 8.7 (576),2013-2015
Calaveras,CA,7.4,3.3 - 8.7 (576),2013-2015
Doniphan,KS,7.4,3.3 - 8.7 (576),2013-2015
Dickinson,IA,7.4,3.3 - 8.7 (576),2013-2015
Delaware,IA,7.4,3.3 - 8.7 (576),2013-2015
Waldo,ME,7.4,3.3 - 8.7 (576),2013-2015
Washington,ME,7.4,3.3 - 8.7 (576),2013-2015
Rosebud,MT,7.4,3.3 - 8.7 (576),2013-2015
Sanders,MT,7.4,3.3 - 8.7 (576),2013-2015
Flathead,MT,7.4,3.3 - 8.7 (576),2013-2015
Merrick,NE,7.4,3.3 - 8.7 (576),2013-2015
McKinley,NM,7.4,3.3 - 8.7 (576),2013-2015
Nye,NV,7.4,3.3 - 8.7 (576),2013-2015
White Pine,NV,7.4,3.3 - 8.7 (576),2013-2015
Washington,NC,7.4,3.3 - 8.7 (576),2013-2015
Kane,UT,7.4,3.3 - 8.7 (576),2013-2015
Cache,UT,7.4,3.3 - 8.7 (576),2013-2015
Carbon,UT,7.4,3.3 - 8.7 (576),2013-2015
Dorado,PR,7.4,3.3 - 8.7 (576),2013-2015
Vega Alta,PR,7.4,3.3 - 8.7 (576),2013-2015
Yabucoa,PR,7.4,3.3 - 8.7 (576),2013-2015
Barron,WI,7.5,3.3 - 8.7 (576),2013-2015
Converse,WY,7.5,3.3 - 8.7 (576),2013-2015
Arecibo,PR,7.5,3.3 - 8.7 (576),2013-2015
Caguas,PR,7.5,3.3 - 8.7 (576),2013-2015
Sheridan,WY,7.5,3.3 - 8.7 (576),2013-2015
Washington,VT,7.5,3.3 - 8.7 (576),2013-2015
Deaf Smith,TX,7.5,3.3 - 8.7 (576),2013-2015
Charles Mix,SD,7.5,3.3 - 8.7 (576),2013-2015
Sullivan,NH,7.5,3.3 - 8.7 (576),2013-2015
Colfax,NE,7.5,3.3 - 8.7 (576),2013-2015
Piscataquis,ME,7.5,3.3 - 8.7 (576),2013-2015
Pope,MN,7.5,3.3 - 8.7 (576),2013-2015
Ontonagon,MI,7.5,3.3 - 8.7 (576),2013-2015
Rooks,KS,7.5,3.3 - 8.7 (576),2013-2015
Nemaha,KS,7.6,3.3 - 8.7 (576),2013-2015
Clay,KS,7.6,3.3 - 8.7 (576),2013-2015
Benton,IA,7.6,3.3 - 8.7 (576),2013-2015
Washington,ID,7.6,3.3 - 8.7 (576),2013-2015
Benton,IN,7.6,3.3 - 8.7 (576),2013-2015
Bacon,GA,7.6,3.3 - 8.7 (576),2013-2015
Elmore,ID,7.6,3.3 - 8.7 (576),2013-2015
Cumberland,ME,7.6,3.3 - 8.7 (576),2013-2015
Cherry,NE,7.6,3.3 - 8.7 (576),2013-2015
Shannon,MO,7.6,3.3 - 8.7 (576),2013-2015
Umatilla,OR,7.6,3.3 - 8.7 (576),2013-2015
Butte,SD,7.6,3.3 - 8.7 (576),2013-2015
Davis,UT,7.6,3.3 - 8.7 (576),2013-2015
Sanpete,UT,7.6,3.3 - 8.7 (576),2013-2015
Llano,TX,7.6,3.3 - 8.7 (576),2013-2015
Aguada,PR,7.6,3.3 - 8.7 (576),2013-2015
Shawano,WI,7.6,3.3 - 8.7 (576),2013-2015
Pepin,WI,7.7,3.3 - 8.7 (576),2013-2015
Oconto,WI,7.7,3.3 - 8.7 (576),2013-2015
Washakie,WY,7.7,3.3 - 8.7 (576),2013-2015
Iron,WI,7.7,3.3 - 8.7 (576),2013-2015
San Sebastian,PR,7.7,3.3 - 8.7 (576),2013-2015
Corozal,PR,7.7,3.3 - 8.7 (576),2013-2015
Iron,UT,7.7,3.3 - 8.7 (576),2013-2015
Spink,SD,7.7,3.3 - 8.7 (576),2013-2015
Dewey,OK,7.7,3.3 - 8.7 (576),2013-2015
Koochiching,MN,7.7,3.3 - 8.7 (576),2013-2015
Le Sueur,MN,7.7,3.3 - 8.7 (576),2013-2015
Stevens,MN,7.7,3.3 - 8.7 (576),2013-2015
Morgan,CO,7.7,3.3 - 8.7 (576),2013-2015
Santa Clara,CA,7.7,3.3 - 8.7 (576),2013-2015
Cleburne,AR,7.7,3.3 - 8.7 (576),2013-2015
Decatur,IN,7.7,3.3 - 8.7 (576),2013-2015
Keokuk,IA,7.7,3.3 - 8.7 (576),2013-2015
Marshall,IA,7.7,3.3 - 8.7 (576),2013-2015
Henry,IA,7.7,3.3 - 8.7 (576),2013-2015
Lawrence,IN,7.7,3.3 - 8.7 (576),2013-2015
Bremer,IA,7.8,3.3 - 8.7 (576),2013-2015
Henry,IL,7.8,3.3 - 8.7 (576),2013-2015
Washington,IA,7.8,3.3 - 8.7 (576),2013-2015
Lyon,KS,7.8,3.3 - 8.7 (576),2013-2015
San Mateo,CA,7.8,3.3 - 8.7 (576),2013-2015
Boulder,CO,7.8,3.3 - 8.7 (576),2013-2015
Lassen,CA,7.8,3.3 - 8.7 (576),2013-2015
Lincoln,GA,7.8,3.3 - 8.7 (576),2013-2015
Silver Bow,MT,7.8,3.3 - 8.7 (576),2013-2015
Grant,NM,7.8,3.3 - 8.7 (576),2013-2015
Chenango,NY,7.8,3.3 - 8.7 (576),2013-2015
Day,SD,7.8,3.3 - 8.7 (576),2013-2015
Trempealeau,WI,7.8,3.3 - 8.7 (576),2013-2015
Jefferson,WI,7.9,3.3 - 8.7 (576),2013-2015
Gurabo,PR,7.9,3.3 - 8.7 (576),2013-2015
Hatillo,PR,7.9,3.3 - 8.7 (576),2013-2015
Moore,TX,7.9,3.3 - 8.7 (576),2013-2015
New York,NY,7.9,3.3 - 8.7 (576),2013-2015
Cheshire,NH,7.9,3.3 - 8.7 (576),2013-2015
Mitchell,NC,7.9,3.3 - 8.7 (576),2013-2015
Orange,NC,7.9,3.3 - 8.7 (576),2013-2015
Barton,MO,7.9,3.3 - 8.7 (576),2013-2015
Rock,MN,7.9,3.3 - 8.7 (576),2013-2015
Mower,MN,7.9,3.3 - 8.7 (576),2013-2015
Monroe,GA,7.9,3.3 - 8.7 (576),2013-2015
Maui,HI,7.9,3.3 - 8.7 (576),2013-2015
Marin,CA,7.9,3.3 - 8.7 (576),2013-2015
Russell,KS,7.9,3.3 - 8.7 (576),2013-2015
Putnam,IL,7.9,3.3 - 8.7 (576),2013-2015
Schuyler,IL,8.0,3.3 - 8.7 (576),2013-2015
Stark,IL,8.0,3.3 - 8.7 (576),2013-2015
Wabash,IL,8.0,3.3 - 8.7 (576),2013-2015
Lyon,IA,8.0,3.3 - 8.7 (576),2013-2015
Steuben,IN,8.0,3.3 - 8.7 (576),2013-2015
Riley,KS,8.0,3.3 - 8.7 (576),2013-2015
Pottawatomie,KS,8.0,3.3 - 8.7 (576),2013-2015
Van Buren,AR,8.0,3.3 - 8.7 (576),2013-2015
Moffat,CO,8.0,3.3 - 8.7 (576),2013-2015
Larimer,CO,8.0,3.3 - 8.7 (576),2013-2015
Towns,GA,8.0,3.3 - 8.7 (576),2013-2015
Kanabec,MN,8.0,3.3 - 8.7 (576),2013-2015
Houston,MN,8.0,3.3 - 8.7 (576),2013-2015
Schuyler,NY,8.0,3.3 - 8.7 (576),2013-2015
Bernalillo,NM,8.0,3.3 - 8.7 (576),2013-2015
Washington,NE,8.0,3.3 - 8.7 (576),2013-2015
Major,OK,8.0,3.3 - 8.7 (576),2013-2015
Salt Lake,UT,8.0,3.3 - 8.7 (576),2013-2015
Brookings,SD,8.0,3.3 - 8.7 (576),2013-2015
El Paso,TX,8.0,3.3 - 8.7 (576),2013-2015
Coleman,TX,8.0,3.3 - 8.7 (576),2013-2015
Burnet,TX,8.0,3.3 - 8.7 (576),2013-2015
Vilas,WI,8.0,3.3 - 8.7 (576),2013-2015
Walworth,WI,8.1,3.3 - 8.7 (576),2013-2015
Price,WI,8.1,3.3 - 8.7 (576),2013-2015
San Juan,WA,8.1,3.3 - 8.7 (576),2013-2015
Humacao,PR,8.1,3.3 - 8.7 (576),2013-2015
Guaynabo,PR,8.1,3.3 - 8.7 (576),2013-2015
Box Elder,UT,8.1,3.3 - 8.7 (576),2013-2015
Kendall,TX,8.1,3.3 - 8.7 (576),2013-2015
Platte,NE,8.1,3.3 - 8.7 (576),2013-2015
Sandoval,NM,8.1,3.3 - 8.7 (576),2013-2015
Dodge,MN,8.1,3.3 - 8.7 (576),2013-2015
Lake,MN,8.1,3.3 - 8.7 (576),2013-2015
Rice,MN,8.1,3.3 - 8.7 (576),2013-2015
Houghton,MI,8.1,3.3 - 8.7 (576),2013-2015
Charlevoix,MI,8.1,3.3 - 8.7 (576),2013-2015
Gage,NE,8.1,3.3 - 8.7 (576),2013-2015
Honolulu,HI,8.1,3.3 - 8.7 (576),2013-2015
Gooding,ID,8.1,3.3 - 8.7 (576),2013-2015
Idaho,ID,8.1,3.3 - 8.7 (576),2013-2015
Elbert,CO,8.1,3.3 - 8.7 (576),2013-2015
Arapahoe,CO,8.1,3.3 - 8.7 (576),2013-2015
Scott,AR,8.1,3.3 - 8.7 (576),2013-2015
Franklin,AR,8.1,3.3 - 8.7 (576),2013-2015
Parke,IN,8.1,3.3 - 8.7 (576),2013-2015
LaGrange,IN,8.1,3.3 - 8.7 (576),2013-2015
Buchanan,IA,8.1,3.3 - 8.7 (576),2013-2015
Dallas,IA,8.1,3.3 - 8.7 (576),2013-2015
Montgomery,IL,8.1,3.3 - 8.7 (576),2013-2015
Bureau,IL,8.1,3.3 - 8.7 (576),2013-2015
Miami,IN,8.2,3.3 - 8.7 (576),2013-2015
Atchison,KS,8.2,3.3 - 8.7 (576),2013-2015
Fulton,AR,8.2,3.3 - 8.7 (576),2013-2015
Mendocino,CA,8.2,3.3 - 8.7 (576),2013-2015
Sonoma,CA,8.2,3.3 - 8.7 (576),2013-2015
Kauai,HI,8.2,3.3 - 8.7 (576),2013-2015
Prowers,CO,8.2,3.3 - 8.7 (576),2013-2015
Osage,MO,8.2,3.3 - 8.7 (576),2013-2015
Norman,MN,8.2,3.3 - 8.7 (576),2013-2015
Meeker,MN,8.2,3.3 - 8.7 (576),2013-2015
Carver,MN,8.2,3.3 - 8.7 (576),2013-2015
Dona Ana,NM,8.2,3.3 - 8.7 (576),2013-2015
Yates,NY,8.2,3.3 - 8.7 (576),2013-2015
Avery,NC,8.2,3.3 - 8.7 (576),2013-2015
Chowan,NC,8.2,3.3 - 8.7 (576),2013-2015
Wells,ND,8.2,3.3 - 8.7 (576),2013-2015
McLean,ND,8.2,3.3 - 8.7 (576),2013-2015
Weber,UT,8.2,3.3 - 8.7 (576),2013-2015
Lares,PR,8.2,3.3 - 8.7 (576),2013-2015
Ponce,PR,8.3,3.3 - 8.7 (576),2013-2015
Coamo,PR,8.3,3.3 - 8.7 (576),2013-2015
San German,PR,8.3,3.3 - 8.7 (576),2013-2015
Cabo Rojo,PR,8.3,3.3 - 8.7 (576),2013-2015
Lafayette,WI,8.3,3.3 - 8.7 (576),2013-2015
Hamilton,TX,8.3,3.3 - 8.7 (576),2013-2015
Bailey,TX,8.3,3.3 - 8.7 (576),2013-2015
Clay,SD,8.3,3.3 - 8.7 (576),2013-2015
Kingsbury,SD,8.3,3.3 - 8.7 (576),2013-2015
Crawford,OH,8.3,3.3 - 8.7 (576),2013-2015
Williams,OH,8.3,3.3 - 8.7 (576),2013-2015
Texas,OK,8.3,3.3 - 8.7 (576),2013-2015
Malheur,OR,8.3,3.3 - 8.7 (576),2013-2015
